
[00:00:00.000 --> 00:00:05.060]   It's time for Mac break weekly Andy Renee and Alex are all here
[01:30:37.160 --> 01:30:39.640]   About this. Yeah, I think that that one is a
[01:30:39.640 --> 01:30:43.400]   And it's
[01:30:43.400 --> 01:30:45.480]   Can I get it by tomorrow? No
[01:30:45.480 --> 01:30:47.560]   It just gives you a uh absurd
[01:30:47.560 --> 01:30:52.200]   Triangle there's no good reason but it's triangular cookies in there exactly the same actually if you're certain
[01:30:52.600 --> 01:30:57.400]   Like kitties and you search amazon for cookie molds. You're gonna find a lot better than triangles
[01:30:57.400 --> 01:31:01.960]   I know it's just there's something that the triangles are anyway. They're nice. Yeah, how about
[01:31:01.960 --> 01:31:04.520]   maybe uh
[01:31:04.520 --> 01:31:05.800]   Those
[01:31:05.800 --> 01:31:07.800]   This cookies like a triangle. I like to eat me
[01:31:07.800 --> 01:31:10.040]   How about
[01:31:10.040 --> 01:31:13.800]   The the bonus is you can make ona giri with it, which is amazing. Yeah
[01:31:13.800 --> 01:31:17.320]   How about how about making your cookies look like walnuts?
[01:31:17.320 --> 01:31:19.720]   Huh? Huh? Huh?
[01:31:19.720 --> 01:31:21.960]   That's a russian and you recognize this
[01:31:21.960 --> 01:31:27.000]   Russian cookie paste that i do it. I see i have i have an nephew with a deadly nut allergy
[01:31:27.000 --> 01:31:29.160]   Oh russian so i could so i could i can't
[01:31:29.160 --> 01:31:35.160]   I could start like a really really bad argument by saying do you really think that i wouldn't know
[01:31:35.160 --> 01:31:40.120]   There's there cookies in the shape of walnuts. Why would you even why would you even try to fool us with cookies?
[01:31:40.120 --> 01:31:42.120]   Take them home. Why just don't be kind of funny
[01:31:42.760 --> 01:31:48.760]   That's why i don't do christmas. Oh goodbye goodbye for him get dinosaurs. There you go dinosaur cookie molds
[01:31:48.760 --> 01:31:51.560]   He's not allergic to dinosaur is he?
[01:31:51.560 --> 01:31:54.200]   Nobody's allergic to dinosaurs
[01:31:54.200 --> 01:31:58.520]   Alex lindsey pick of the week
[01:31:58.520 --> 01:32:05.720]   So i am i'm i had a i had a reverse pick a couple couple months ago with the npr app because they took away the playlist
[01:32:06.120 --> 01:32:12.280]   Oh, man set and and i was you know my whole equilibrium had been kind of thrown off
[01:32:12.280 --> 01:32:19.080]   Uh, and so i'm i'm returning back to pick the npr app because they have added the playlist back into the app
[01:32:19.080 --> 01:32:23.000]   Not only have they added it back into the app, but it is better than it was before
[01:32:23.000 --> 01:32:27.880]   That was a great feature because you could basically line up all the shows you wanted to listen to and get a car for a long trip
[01:32:27.880 --> 01:32:31.800]   It was doing every day. Yeah, and then i stopped and literally just kind of went npr
[01:32:31.800 --> 01:32:37.320]   You know for a long time because i just because i just didn't want to there's npr has in my opinion has a lot of fat
[01:32:37.320 --> 01:32:41.960]   Um in the in the standard morning in afternoon. There's just a lot of things i don't care about
[01:32:41.960 --> 01:32:46.920]   And so there and there about every two or three are like i don't want to listen to that
[01:32:46.920 --> 01:32:51.800]   So um having to skip through them was just kind of a pain and i also like to reorder things like oh
[01:32:51.800 --> 01:32:55.000]   I think this is these are more important stories that if i don't get through all of them
[01:32:55.000 --> 01:32:58.360]   I want to make sure to listen to these ones and i want to rearrange them and so
[01:32:58.840 --> 01:33:03.560]   Um, that's all back. It's all possible in the npr up and and the best thing that they added
[01:33:03.560 --> 01:33:06.120]   Is that now when you're in the playlist?
[01:33:06.120 --> 01:33:11.320]   One of the things that you had to do before is that you had to go to the story and then add it to the playlist
[01:33:11.320 --> 01:33:15.000]   Which is a pain in the neck because once i see the title i know whether i want to listen to it or not
[01:33:15.000 --> 01:33:20.280]   I don't need to read any more description and so they've added the little check mark now that's on the on the list
[01:33:20.280 --> 01:33:21.800]   If you open up
[01:33:21.800 --> 01:33:26.600]   All things considered or if you open up morning edition or weekend edition or whatever
[01:33:27.000 --> 01:33:30.920]   They you can now have you have the little the little check mark right by the title
[01:33:30.920 --> 01:33:34.120]   And I know it seems like a little thing, but if you're building a playlist
[01:33:34.120 --> 01:33:37.240]   It's a real it's a real time saver if you're doing it every day
[01:33:37.240 --> 01:33:40.680]   And so I it's actually better than it was before
[01:33:40.680 --> 01:33:46.760]   It's a great addition and i'm back to listening to my npr every day and um acquire it's pretty it's pretty much
[01:33:46.760 --> 01:33:48.840]   You know, I listen to a lot of different news
[01:33:48.840 --> 01:33:52.360]   Sources because I think you should I don't think you should trust any one source
[01:33:52.440 --> 01:33:58.120]   But but kind of the backbone of of knowing what's going on each day is is usually listening to morning edition and
[01:33:58.120 --> 01:34:01.160]   All things considered in marketplace market place is still all one big
[01:34:01.160 --> 01:34:04.440]   Thing but for some reason market place is denser and I I just
[01:34:04.440 --> 01:34:08.440]   Stuff well, what's funny is is I have the exact opposite relationship with marketplace
[01:34:08.440 --> 01:34:10.520]   They they do all the stories separately and i'm like
[01:34:10.520 --> 01:34:12.200]   Uh, just give me all it
[01:34:12.200 --> 01:34:15.800]   I want to listen to the whole half hour because it's it's very rarely
[01:34:15.800 --> 01:34:20.840]   I don't want to be interrupted and try to figure it out. I actually so it's it's a very it's too opposite
[01:34:21.080 --> 01:34:24.920]   um relationships that I have but those are kind of the the things I listen to anyway, so it's a
[01:34:24.920 --> 01:34:29.000]   I'm putting it backwards. Great. It's it took it off because of you. I'm putting the playlist
[01:34:29.000 --> 01:34:33.240]   Uh, the playlist is better than ever. So if you if you missed it
[01:34:33.240 --> 01:34:37.480]   It's and and then it's the way to listen to npr like once you get used to building your own playlists
[01:34:37.480 --> 01:34:43.480]   Uh, you will never ever go back to listening to any in any other way in my opinion
[01:34:43.480 --> 01:34:46.520]   I will tell you something that npr told me this morning
[01:34:46.520 --> 01:34:49.400]   just uh if case you've got any
[01:34:49.960 --> 01:34:51.960]   Romaine lettuce in your fridge or do it
[01:34:51.960 --> 01:34:58.760]   Uh throw it away. You know, I don't have the cdc is saying there's an ecoli outbreak and all romaine lettuce
[01:34:58.760 --> 01:35:04.200]   Don't serve it for uh, thanksgiving all romaine lettuce should be thrown away. So just a little
[01:35:04.200 --> 01:35:06.920]   We're in a warning here. I have two picks
[01:35:06.920 --> 01:35:10.200]   One you should do one you should absolutely not do
[01:35:10.200 --> 01:35:17.240]   How about that? There you go. So first this one and actually I have a credit, but I want you to try it. Alex. It's it's a uh, free
[01:35:18.360 --> 01:35:22.680]   App noise reduction app that mutes the background noise during your calls
[01:35:22.680 --> 01:35:30.280]   The idea being you're on slack or facebook or skype and talking, you know having a business call and you in the background
[01:35:30.280 --> 01:35:36.840]   Daddy or washing machine sounds or car noise this crisp app. It's for max
[01:35:36.840 --> 01:35:42.120]   You put it on and it actually does the it's using some pretty sophisticated
[01:35:42.120 --> 01:35:46.600]   Technologies here. I'll tell you what let's play a little a little crisp
[01:35:47.160 --> 01:35:51.480]   Audio I'll turn my uh audio back on this is um
[01:35:51.480 --> 01:35:56.280]   That's street noise
[01:35:56.280 --> 01:35:58.280]   Let's should we turn on uh crisp
[01:35:58.280 --> 01:36:03.320]   But still need to make innovation a reality for a little digitize this result, but it's doing AI stuff
[01:36:03.320 --> 01:36:06.120]   Here's a screaming child in the background
[01:36:06.120 --> 01:36:11.640]   That we have nodes that has some connection between them
[01:36:11.640 --> 01:36:16.760]   This is similar to now. That's a hard thing noise reduction is good. It can constant sounds like right
[01:36:17.160 --> 01:36:18.520]   Like an airplane
[01:36:18.520 --> 01:36:21.160]   But getting rid of a child in the background
[01:36:21.160 --> 01:36:25.720]   And the way you do this you train it with your voice
[01:36:25.720 --> 01:36:29.080]   So what it's doing is it's learning what your voice sounds like
[01:36:29.080 --> 01:36:32.120]   And then taking anything out that's not your voice
[01:36:32.120 --> 01:36:35.080]   So that's a kind of an interesting
[01:36:35.080 --> 01:36:39.320]   I saw your link and I haven't gotten a chance to play with it. Yeah, I'm really curious
[01:36:39.320 --> 01:36:43.320]   I think this is you're gonna start seeing more and more stuff that uses kind of
[01:36:45.000 --> 01:36:47.000]   Neural learning
[01:36:47.000 --> 01:36:54.760]   Little about can you hearing before we go on our trip? That's pretty amazing. So so crisp you could find it at
[01:36:54.760 --> 01:36:57.320]   K r i s p dot ai
[01:36:57.320 --> 01:37:04.200]   Yeah, I'm gonna compare it. Uh, so one of the things that we after I saw it we're gonna do next week is um
[01:37:04.200 --> 01:37:06.200]   We're gonna compare it to our cedar box
[01:37:06.200 --> 01:37:10.280]   I don't know if you've heard of cedar, but cedar is like in the in our industry is kind of the standard for
[01:37:10.280 --> 01:37:14.040]   uh noise removal ambient noise removal and uh,
[01:37:14.200 --> 01:37:19.480]   So we're gonna go head to head between crisp and cedar. We've gone head to head with cedar with every other
[01:37:19.480 --> 01:37:23.800]   Live noise reduction. Nothing comes close. Okay, you know, so it's it's all
[01:37:23.800 --> 01:37:29.240]   Um, you know, we can say oh it works differently or whatever, but cedar is really the the only one that really works
[01:37:29.240 --> 01:37:32.280]   Um, and so it'll be really interesting. We'll do a head to head
[01:37:32.280 --> 01:37:35.240]   I don't know if i'll have it ready for next show, but i'll have it ready for the show after that
[01:37:35.240 --> 01:37:39.240]   We'll do kind of that would be great where we we we would be really useful in the background
[01:37:39.240 --> 01:37:43.880]   And we'll do a couple other things and we'll play it through the cedar as well as through crisp and we'll see how they
[01:37:44.120 --> 01:37:47.080]   How they interact that's really cool. The other thing it does
[01:37:47.080 --> 01:37:50.760]   Which i'm very curious about is supposed to eliminate chopping
[01:37:50.760 --> 01:37:53.480]   in voice calls by filling by by
[01:37:53.480 --> 01:37:57.400]   Interpolating and filling in the thing that was dropped
[01:37:57.400 --> 01:37:59.400]   It
[01:37:59.400 --> 01:38:02.280]   Mm-hmm. That would have fixed a couple things on for me too
[01:38:02.280 --> 01:38:07.560]   I mean there's an interesting those are we've had issues with encoders and decoders where it drops
[01:38:07.560 --> 01:38:11.480]   Just little bits like very small slices of a body. Oh
[01:38:11.880 --> 01:38:16.520]   Um, and uh, you know, that would help me a lot. So this is mac only right now
[01:38:16.520 --> 01:38:17.960]   Um
[01:38:17.960 --> 01:38:23.480]   This is crisp and by the way, it does not as they say send the sound back to servers. It's done on device
[01:38:23.480 --> 01:38:27.640]   I'm very interested there. I think they're in brokley. Yeah, they are. I'm not sure they why they're giving it away
[01:38:27.640 --> 01:38:30.920]   But maybe because they're promoting something else. Well and also we're all
[01:38:30.920 --> 01:38:35.880]   It does say featured by Nvidia someone if they're using Nvidia technology to promote this now
[01:38:35.880 --> 01:38:37.720]   That's the thing you want to try
[01:38:37.720 --> 01:38:39.720]   This is the thing you don't want to try
[01:38:40.040 --> 01:38:42.040]   Uh, this is a shortcut
[01:38:42.040 --> 01:38:47.080]   Somebody created you know for shortcuts on iOS called shortcut roulette
[01:38:47.080 --> 01:38:50.840]   The most dangerous least helpful shortcut for iOS 12
[01:38:50.840 --> 01:38:57.960]   It's a game of chicken with your social life built entirely on shortcuts best played with two or more people when you activate the shortcut
[01:38:57.960 --> 01:39:00.360]   You don't know what it's going to do your phone might
[01:39:00.360 --> 01:39:07.240]   Do one of a hundred things for instance, maybe it'll send your last five selfies in a pdf to a modeling agency
[01:39:07.960 --> 01:39:13.160]   Maybe it'll send your nudes to a boss. Maybe you'll get lucky and it won't do anything
[01:39:13.160 --> 01:39:18.520]   I don't know if I even want to download this and i'm on a windows machine
[01:39:18.520 --> 01:39:21.400]   sure
[01:39:21.400 --> 01:39:25.000]   So it really it really is like that internet video of
[01:39:25.000 --> 01:39:31.320]   Intentionally holding a lighter up to an ipad screen only it's your future social life. Yes, exactly
[01:39:31.320 --> 01:39:34.600]   It's truly shortcut roulette
[01:39:34.680 --> 01:39:39.240]   It's just like it does say that all shortcuts can be canceled before they finally execute but
[01:39:39.240 --> 01:39:43.880]   Here's the fun part of the game the first person to cancel a shortcut loses
[01:39:43.880 --> 01:39:46.280]   So
[01:39:46.280 --> 01:39:49.560]   Play this with your friends kids it'd be great fought for the thanksgiving
[01:39:49.560 --> 01:39:52.120]   Especially with relatives. You don't like shortcut
[01:39:52.120 --> 01:40:00.920]   A strange game dr falcon only way to win is not to play exactly out about a nice play game of chess
[01:40:01.960 --> 01:40:05.240]   Uh, I I'm gonna end us with the uh apple
[01:40:05.240 --> 01:40:10.600]   Holiday ad which just came out and we can watch it all together. It's three minutes long
[01:40:10.600 --> 01:40:15.000]   So we'll make it the last bit of the show but before we do that. I want to thank rene
[01:40:15.000 --> 01:40:21.480]   Of course from imore.com. He had to take off andi and naka always a pleasure from public radio in boston wgbh
[01:40:21.480 --> 01:40:26.360]   Happy thanksgiving happy thanksgiving andi i'll be thinking of you and your suvide
[01:40:26.360 --> 01:40:31.400]   I think what i because normally with mashed potatoes you have to make them right before you put them on the table
[01:40:31.720 --> 01:40:33.960]   I'm not thinking this might work really good
[01:40:33.960 --> 01:40:39.240]   I see I have the time to do the butter and the sour cream and everything if I do them like a day ahead of time
[01:40:39.240 --> 01:40:43.160]   That's many of thanksgiving i've been spending with my ricer going like this
[01:40:43.160 --> 01:40:50.120]   I will just I will just say that my my problem with thanksgiving and other like real meals like big meals on a cooking
[01:40:50.120 --> 01:40:54.360]   Is not so much cooking everything but making sure everything is ready for the table at the same time
[01:40:54.360 --> 01:40:56.680]   And suvide will like solve that problem
[01:40:56.680 --> 01:40:58.040]   It's like just
[01:40:58.040 --> 01:41:04.520]   If you've got some funny, duddy people who don't think you can cook to begin with don't let them see that for the last 15 minutes before dinner
[01:41:04.520 --> 01:41:08.680]   You're slipping over my bags and putting things because they'll think oh great. Oh sure
[01:41:08.680 --> 01:41:14.360]   I'm just glad you're making it. Thank god. You were not just having fruits and burritos today. Like okay
[01:41:14.360 --> 01:41:19.720]   I'll tell you how much I trust you. I'm gonna actually do this on thanksgiving. That means i'm putting my life on the line
[01:41:19.720 --> 01:41:22.520]   It's like got the family coming over
[01:41:22.520 --> 01:41:28.600]   Have a great thanksgiving and the alex lizzy same to you and you're beautiful children who were so sweet malachi and isabella
[01:41:28.600 --> 01:41:31.000]   We're in the studio on saturday for screen saver
[01:41:31.000 --> 01:41:34.760]   They were so excited to be gone. They ran home and just kept on waiting for the episode to come out
[01:41:34.760 --> 01:41:36.760]   So they can see themselves on show
[01:41:36.760 --> 01:41:39.960]   So they were you can see that twit.tv/nss
[01:41:39.960 --> 01:41:45.080]   Uh, and I think isabella had fun driving our our toy tesla. She loves driving the tesla
[01:41:45.080 --> 01:41:50.680]   Yeah, you've she told she came home and and she told she told her mom that she's like I went and drove leo's tesla
[01:41:50.680 --> 01:41:52.680]   And she's like she did what
[01:41:52.680 --> 01:42:03.560]   It was it was an autopilot mode and was only on the highway where it worked really well
[01:42:03.560 --> 01:42:13.000]   Happy thanksgiving to all of our american fans for you canadians. Well, I hope you enjoyed your thanksgiving last month
[01:42:13.000 --> 01:42:15.960]   Uh, we will be back as we are every tuesday
[01:42:15.960 --> 01:42:19.240]   We try we relate today and I apologize. That's my fault
[01:42:20.120 --> 01:42:27.640]   We try to hit 11 a.m. Pacific 2 p.m. Eastern time that would be 1900 utc if you want to watch live twit.tv/live
[01:42:27.640 --> 01:42:34.040]   You can also subscribe actually you can download it any show you miss at twit.tv/io s
[01:42:34.040 --> 01:42:39.400]   But you can subscribe in your favorite podcast app and that way you'll always get the latest version the minute it's available
[01:42:39.400 --> 01:42:41.560]   encourage you
[01:42:41.560 --> 01:42:43.240]   To do this
[01:42:43.240 --> 01:42:48.360]   It was a tough choice. I could play the wk rp as god is my witness
[01:42:48.360 --> 01:42:50.520]   I thought turkeys could fly a bit
[01:42:50.520 --> 01:42:57.480]   But I decided no that's been done and something no one's seen before would be better. This is
[01:42:57.480 --> 01:43:02.680]   Apple's holiday message to all of you happy thanksgiving everybody. We'll see you next week
[01:43:02.680 --> 01:43:09.000]   But now it's time to get back to work because break time is almost over bye bye everybody
[01:43:09.000 --> 01:43:16.120]   Wake up and smotty coffee is your cup
[01:43:16.840 --> 01:43:25.560]   I feel a empty when we talk you say it softly, but I love it when you're awfully quiet
[01:43:25.560 --> 01:43:33.880]   You see
[01:43:33.880 --> 01:43:40.680]   Show me
[01:43:40.680 --> 01:43:42.680]   You
[01:43:42.680 --> 01:43:44.680]   I
[01:43:44.680 --> 01:43:46.680]   I
[01:43:46.680 --> 01:43:48.680]   You
[01:43:49.640 --> 01:43:51.640]   You
[01:43:51.640 --> 01:43:53.640]   You
[01:43:53.640 --> 01:43:55.640]   You
[01:43:55.640 --> 01:43:57.640]   You
[01:43:57.640 --> 01:43:59.640]   You
[01:43:59.640 --> 01:44:01.640]   You
[01:44:01.640 --> 01:44:03.640]   You
[01:44:03.640 --> 01:44:05.640]   You
[01:44:05.640 --> 01:44:07.640]   You
[01:44:07.640 --> 01:44:09.640]   You
[01:44:09.640 --> 01:44:11.640]   You
[01:44:11.640 --> 01:44:13.640]   You
[01:44:13.640 --> 01:44:15.640]   You
[01:44:15.640 --> 01:44:17.640]   You
[01:44:17.640 --> 01:44:19.640]   You
[01:44:19.640 --> 01:44:21.640]   You
[01:44:21.640 --> 01:44:23.640]   You
[01:44:23.640 --> 01:44:25.640]   You
[01:44:25.640 --> 01:44:27.640]   You
[01:44:27.640 --> 01:44:29.640]   You
[01:44:29.640 --> 01:44:31.640]   You
[01:44:31.640 --> 01:44:33.640]   You
[01:44:33.640 --> 01:44:35.640]   You
[01:44:35.640 --> 01:44:37.640]   You
[01:44:37.640 --> 01:44:39.640]   You
[01:44:39.640 --> 01:44:41.640]   You
[01:44:41.640 --> 01:44:43.640]   You
[01:44:43.640 --> 01:44:45.640]   You
[01:44:45.640 --> 01:44:47.640]   You
[01:44:47.640 --> 01:44:49.640]   You
[01:44:49.640 --> 01:44:51.640]   You
[01:44:51.640 --> 01:44:53.640]   You
[01:44:53.640 --> 01:44:55.640]   You
[01:44:55.640 --> 01:44:57.640]   You
[01:44:57.640 --> 01:44:59.640]   You
[01:44:59.640 --> 01:45:01.640]   You
[01:45:01.640 --> 01:45:03.640]   You
[01:45:03.640 --> 01:45:05.640]   You
[01:45:05.640 --> 01:45:07.640]   You
[01:45:07.640 --> 01:45:09.640]   You
[01:45:09.640 --> 01:45:11.640]   You
[01:45:11.640 --> 01:45:13.640]   You
[01:45:13.640 --> 01:45:15.640]   You
[01:45:15.640 --> 01:45:17.640]   You
[01:45:17.640 --> 01:45:19.640]   You
[01:45:19.640 --> 01:45:21.640]   You
[01:45:21.640 --> 01:45:23.640]   You
[01:45:23.640 --> 01:45:25.640]   You
[01:45:25.640 --> 01:45:28.060]   -Oh, wow. -Hey.
[01:45:28.060 --> 01:45:31.320]   ♪♪
[01:45:31.320 --> 01:45:37.520]   ♪ Don't hide ♪
[01:45:37.520 --> 01:45:41.700]   ♪ Too shy to say ♪
[01:45:41.700 --> 01:45:48.260]   ♪ But I hope you stay, don't hide ♪
[01:45:48.260 --> 01:45:50.400]   ♪ A way ♪
[01:45:50.400 --> 01:45:54.040]   -Come out and put it... -See, that's the point.
[01:45:54.040 --> 01:45:55.620]   Very nice.
[01:45:55.620 --> 01:46:02.040]   ♪♪

