
[00:00:00.000 --> 00:00:03.620]   It's time for Mac break weekly Rene Richie and Andy and not go over here
[01:31:51.080 --> 01:31:55.480]   So I immediately ordered several extras as stocking stuff for us because they're really cheap
[01:31:55.480 --> 01:31:58.920]   You know for electronics component, uh, and they're really useful, especially
[01:31:59.240 --> 01:32:04.040]   I've I've had a much more cumbersome version in this in my car for a long time when I pick people up at the airport
[01:32:04.040 --> 01:32:09.480]   They're thrilled because they can plug their phone in charge it because everyone leaves an airport with almost no power left on their phone
[01:32:09.480 --> 01:32:11.560]   Or if I have my god kids in the car
[01:32:11.560 --> 01:32:14.440]   Their their phones almost always run down and they can quickly plug in
[01:32:14.440 --> 01:32:17.800]   And it just it makes it useful because it's not just one cord coming out of it
[01:32:17.800 --> 01:32:20.200]   There's two cords and it's not a proprietary cord. It's usb
[01:32:20.200 --> 01:32:23.720]   So you can plug in your iphone charging a plug in micro usb it can plug in usb
[01:32:23.720 --> 01:32:28.440]   Anything to fit your multi device family friend whatever dynamic you have
[01:32:28.840 --> 01:32:33.080]   Uh, again super cheap super convenient and they set flush so you don't knock them around when you're moving
[01:32:33.080 --> 01:32:37.080]   It was not doing a thing that they've been doing lately. That's kind of strange
[01:32:37.080 --> 01:32:42.200]   So it's 999 on the amazon, but then they have the buy one get 30 off deal
[01:32:42.200 --> 01:32:46.760]   Yeah, usually it says buy two or something, but in this case buy one
[01:32:46.760 --> 01:32:54.520]   Uh or more and you can get 30 off. So I guess it is kind of a big sale. I mean that means it's uh, it's gonna be like six bucks
[01:32:54.520 --> 01:32:58.280]   So black, you know buy several they have them in white and black and alky
[01:32:58.760 --> 01:33:02.760]   Uh, is it I think a great company. They make good stuff. I get a lot of alky stuff a uk ey
[01:33:02.760 --> 01:33:09.400]   Yeah, so everyone don't listen to this my family friends. You're all getting these this year. Yeah, what a great stocking stuffer. Yeah. Yeah
[01:33:09.400 --> 01:33:12.280]   Then you have to get him a car with cigarette liners
[01:33:12.280 --> 01:33:15.160]   Well, I mean a lot of us don't how
[01:33:15.160 --> 01:33:18.200]   Our model threes have not arrived yet. We're also
[01:33:18.200 --> 01:33:20.680]   Jaunting around and cars that actually do have this
[01:33:20.680 --> 01:33:25.720]   I know lisa's card is never cigarette lighter. My card is never cigarette lighter. Well, you both have tesla's later
[01:33:25.800 --> 01:33:30.920]   No, no lisa has an Audi. It's just uh, it's just the more more recent cars. They stop putting this in
[01:33:30.920 --> 01:33:37.800]   Uh, but what you're seeing more of which I love is usb adapters. So that's that problem, right? Yeah, I love that
[01:33:37.800 --> 01:33:40.680]   Yeah, andy and aqua your pick of the week my friend
[01:33:40.680 --> 01:33:48.440]   Uh mine is kind of a weird one. It's an ios simulator of the r rpn 65 helipac packer. Oh my god
[01:33:48.440 --> 01:33:51.640]   I want
[01:33:51.640 --> 01:33:56.680]   It's yeah, I mean this is incredibly called the first pocket pocket computer
[01:33:56.680 --> 01:34:04.600]   Uh number one. There's something about a vintage shield packer calculator with that those like those lego style keys
[01:34:04.600 --> 01:34:08.280]   Uh a real vacuum fluorescent display
[01:34:08.280 --> 01:34:11.640]   Uh, there reverse polish notation
[01:34:11.640 --> 01:34:14.760]   Also, this was a notable
[01:34:14.760 --> 01:34:17.640]   Calculator because it actually had a magnetic
[01:34:17.960 --> 01:34:22.200]   Stripe magnetic card reader that you just fed cards in from left to right
[01:34:22.200 --> 01:34:26.280]   So you could like write programs probably for doing boring things like statistics
[01:34:26.280 --> 01:34:32.040]   But also doing like really really simple games and just feed it in from a motor would just like suck it in and
[01:34:32.040 --> 01:34:37.480]   And uh read in the thing you have you'd have new programs. Uh, I like it because uh,
[01:34:37.480 --> 01:34:43.000]   I have very very very dim memories of my dad having one of these
[01:34:43.800 --> 01:34:50.200]   That was bought by his company. He was an engineer and having it for a couple of years and my being
[01:34:50.200 --> 01:34:55.080]   Allowed to use it with his supervision once at the kitchen table, but otherwise
[01:34:55.080 --> 01:35:00.680]   It was way too expensive and way too fancy for like five-year-old andy to
[01:35:00.680 --> 01:35:03.480]   To get his get his mitts on
[01:35:03.480 --> 01:35:09.000]   But also it's such a beautiful simulation of an object. It's like it's it's it's exactly
[01:35:09.080 --> 01:35:13.000]   It's it's not almost like it is what I don't like these like fake calculators
[01:35:13.000 --> 01:35:17.960]   Where and and we chose a font that is sans serif and scott segments in it
[01:35:17.960 --> 01:35:21.640]   So it looks just and because we colored it red it looks like an led
[01:35:21.640 --> 01:35:25.800]   No, it doesn't look like an led. It looks like an led postscript font
[01:35:25.800 --> 01:35:28.280]   This is looks exactly like those old like vacuum
[01:35:28.280 --> 01:35:31.560]   Uh displays that was that were in old hp calculators
[01:35:31.560 --> 01:35:35.640]   And so it's really a lot it was a lot more fun than I thought it was going to be
[01:35:35.640 --> 01:35:39.480]   I bought it because four bucks and I wanted something to play with but then you find yourself
[01:35:39.480 --> 01:35:44.760]   Well, how do you write programs in this? And so you're stupidly you're writing programs for this thing
[01:35:44.760 --> 01:35:48.760]   And you can also it also has every single one of those hp
[01:35:48.760 --> 01:35:51.400]   Program cards that was available commercially
[01:35:51.400 --> 01:35:54.120]   What a great deal
[01:35:54.120 --> 01:35:58.280]   And and when you and when you load one in it doesn't just simply like load in the program
[01:35:58.280 --> 01:36:02.520]   It does the animation of the card sliding from left to right through the card reader
[01:36:02.520 --> 01:36:04.600]   It doesn't make the noise of the motor
[01:36:04.920 --> 01:36:08.920]   That's the only thing it's missing, but it's just such a completely satisfying experience
[01:36:08.920 --> 01:36:11.640]   Uh to use this as a desktop calculator
[01:36:11.640 --> 01:36:12.600]   I can
[01:36:12.600 --> 01:36:17.560]   Of course, it sent me then to ebay to find out how much these things cost on the secondary market
[01:36:17.560 --> 01:36:23.400]   Of the real things and decided that I don't think I want to spend 200 300 dollars for an nostalgic old calculator
[01:36:23.400 --> 01:36:28.920]   But this is for four bucks that i'm definitely in it. So it's a lot of fun for you again and it's rpn right?
[01:36:28.920 --> 01:36:30.920]   So you have to enter yep
[01:36:30.920 --> 01:36:36.120]   What you enter the number one enter eight divided by enter and then yeah and enter
[01:36:36.120 --> 01:36:39.640]   and then do the operation and then
[01:36:39.640 --> 01:36:44.120]   Wow and the pro look at this the paper tape
[01:36:44.120 --> 01:36:47.960]   This is so nicely it was limited
[01:36:47.960 --> 01:36:52.520]   It was it was a system you could plug it into a dock that had a paper tape printer and
[01:36:52.520 --> 01:36:58.680]   Yeah, it was it was quite the scene man personal investment day of the week mean standard great circle navigation
[01:36:59.240 --> 01:37:05.320]   Oh, this is you got it. You just got it. You just yeah, and these are all free once you pay the 399
[01:37:05.320 --> 01:37:10.040]   Yep, but these were this was this is thousands of dollars worth of stuff
[01:37:10.040 --> 01:37:13.160]   and i i'm a big
[01:37:13.160 --> 01:37:19.160]   Another phrase that that I tend to come back to i one of my my favorite things in this world is something that is
[01:37:19.160 --> 01:37:23.400]   Desperately foolish but executed at a very very high level
[01:37:24.120 --> 01:37:28.040]   And so it's like if you're if you're just gonna do hey i put i put my old i put my old my old
[01:37:28.040 --> 01:37:32.600]   My old calculator on the bed of my scanner and map keys on top of them
[01:37:32.600 --> 01:37:39.960]   Okay, that's lame, but if you're gonna say no i'm going to make this a perfect and flawless simulation of this device
[01:37:39.960 --> 01:37:47.400]   Almost to the if this had force if i had had forced touch it would you can even replicate that wonderful key sense
[01:37:47.400 --> 01:37:50.920]   Of an hp old calculator. So this has got all the registers
[01:37:52.280 --> 01:37:55.080]   Oh, what kind of saw what kind of programs do you write in this?
[01:37:55.080 --> 01:37:59.720]   Uh, it's it's an eight i have to have a look at it there are still people writing
[01:37:59.720 --> 01:38:06.360]   There are resources online, but it's it's an it's a it's basically a calculator programming language the hp setup
[01:38:06.360 --> 01:38:10.920]   Uh, it is not really intuitive. It's a little bit like a somewhat language
[01:38:10.920 --> 01:38:17.480]   Uh, it's more like a it's it's almost like a key logger really where it's uh, you're you're running a key
[01:38:17.880 --> 01:38:23.720]   A keyboard macro and playing it back but having to set it up inside your head of how to create registers and how to it's
[01:38:23.720 --> 01:38:29.000]   You can choose from a vintage classic hp 65 or a modern one because
[01:38:29.000 --> 01:38:36.440]   That increases the speed sick and the and the accuracy you get more registers with the modern one, which of course doesn't exist
[01:38:36.440 --> 01:38:41.880]   Uh, oh my gosh. Look at this all the new all the features you get you can add on
[01:38:41.880 --> 01:38:45.400]   Or you can say no no i want it to be as slow and cumbersome
[01:38:45.800 --> 01:38:48.280]   as the original hp 65
[01:38:48.280 --> 01:38:53.640]   This is uh, you're right, anti. This is a work of art. This is fantastic
[01:38:53.640 --> 01:39:02.360]   It's also believable. It's also preserving history. I I just the stuff that archive.org also does to make sure that old games and old max software
[01:39:02.360 --> 01:39:04.520]   Are run on web based emulators?
[01:39:04.520 --> 01:39:05.480]   I
[01:39:05.480 --> 01:39:11.160]   Would have been such a horrible thing of all this wonderful work that those engineers did and also those designers did
[01:39:11.560 --> 01:39:16.200]   Back in the 70s where it disappeared because it's just not a useful object and they're going to be fewer and fewer
[01:39:16.200 --> 01:39:20.040]   These things that actually work and the ones that do work. They're going to be like the the
[01:39:20.040 --> 01:39:22.600]   18th century
[01:39:22.600 --> 01:39:24.680]   mechanized street organs
[01:39:24.680 --> 01:39:29.480]   That used to be on every street corner, but now it's they've got they've got they've all thrown in the world
[01:39:29.480 --> 01:39:34.920]   They're still working so they're in a museum and maybe once every 10 years pbs will do a documentary and they'll take it out
[01:39:34.920 --> 01:39:40.120]   Behind the glass and actually fire it up and make it work with this you can actually play with it and see what these things were like
[01:39:40.120 --> 01:39:44.520]   I really I'm with you. I turned off everything that made it modern
[01:39:44.520 --> 01:39:52.040]   In the in the settings because it was kind of it's kind of fun to see a calculator that has to spend a third of a second thinking about a calculation
[01:39:52.040 --> 01:40:00.280]   Where the display has to blank out for a second because it just doesn't have enough power to refresh the display if it doesn't have a number to display yet
[01:40:00.280 --> 01:40:03.800]   It's just it's cool. Go to the website cu
[01:40:05.640 --> 01:40:15.000]   qv soft.ch there's Swiss because apparently they've got a hp Jones because they also make the rpn 97 pro which was a
[01:40:15.000 --> 01:40:17.800]   desktop calculator
[01:40:17.800 --> 01:40:20.120]   Oh my god. These guys are insane
[01:40:20.120 --> 01:40:23.560]   This is his stay have a variety of 45
[01:40:23.560 --> 01:40:26.200]   the 30s look at the 35
[01:40:26.200 --> 01:40:32.760]   The first scientific calculator from 1972. Yeah, clearly this and I betch it's this one guy
[01:40:33.160 --> 01:40:35.400]   I'm pretty be pretty sure
[01:40:35.400 --> 01:40:42.120]   Uh, that's amazing. That is amazing. Look at that and they're all very affordable
[01:40:42.120 --> 01:40:45.720]   Good pick handy. You got me all excited
[01:40:45.720 --> 01:40:51.000]   I want to show you my new camera bag. This is from a company that I like a lot
[01:40:51.000 --> 01:40:55.080]   Uh called think tank and they make a bunch of great camera bags
[01:40:55.080 --> 01:40:58.920]   I've been using what they they call the retrospective five for a long time
[01:40:59.240 --> 01:41:03.080]   But I wanted a little more room. So I just upgraded the retrospective seven
[01:41:03.080 --> 01:41:06.840]   Couple of reasons I like these camera bags first of all, it doesn't look like a camera bag
[01:41:06.840 --> 01:41:11.880]   It looks kind of like a beat up old canvas bag. So you're less likely to get robbed
[01:41:11.880 --> 01:41:19.720]   Man, it has all the compartments you need including this is the seven enough room for a 10 inch tablet or a mac book
[01:41:19.720 --> 01:41:24.760]   To carry that along with your camera because what basically I don't check my camera obviously
[01:41:25.080 --> 01:41:28.120]   When I fly so I need a bag that can hold my camera
[01:41:28.120 --> 01:41:31.640]   But if that's my bag then I need to have enough room to put other stuff in it
[01:41:31.640 --> 01:41:37.880]   This is fantastic all the padded dividers, you know for lenses and so forth plus a lot of pouches
[01:41:37.880 --> 01:41:42.840]   And and spaces here show me the top down view if you can
[01:41:42.840 --> 01:41:47.240]   For uh for stuff one of the things I really like about it in this outside pouch
[01:41:47.240 --> 01:41:52.120]   It also has a cover that you could put over if case it gets wet rainy
[01:41:52.440 --> 01:41:55.960]   But it is waxed canvas so it's going to be pretty water resistant
[01:41:55.960 --> 01:41:59.880]   But if it really starts to downpour you could protect your valuable gear with that
[01:41:59.880 --> 01:42:02.280]   uh, it comes with uh
[01:42:02.280 --> 01:42:08.120]   At least if you order it from the think tech site right now it comes with a little bonus where is where did I put that
[01:42:08.120 --> 01:42:12.520]   Uh memory and uh card holder and a battery card holder
[01:42:12.520 --> 01:42:17.240]   It has really loud velcro so if somebody's sneaking up behind you
[01:42:18.920 --> 01:42:21.960]   First of all, they can't easily lift the flap and they're gonna let you know
[01:42:21.960 --> 01:42:25.480]   But there are times maybe you're a wedding photographer or you're a street shooter
[01:42:25.480 --> 01:42:29.800]   You don't want that noise. This is the sound silencer covers up the velcro
[01:42:29.800 --> 01:42:33.240]   So then it's just a quiet and easy flap
[01:42:33.240 --> 01:42:36.920]   So you don't have to make all that noise when you want to access your camera
[01:42:36.920 --> 01:42:40.520]   It's got a handle and a very comfortable carrying strap
[01:42:40.520 --> 01:42:44.760]   And it's about 160 bucks. It's not very expensive. This is the retrospective 7
[01:42:44.760 --> 01:42:49.000]   But everything think tank makes uh if you ask me is are really good camera bags
[01:42:49.000 --> 01:42:51.240]   I had the little one which is even less conspicuous
[01:42:51.240 --> 01:42:54.840]   But I have a few more lenses. I want to carry with me on my next trip
[01:42:54.840 --> 01:42:58.040]   So I needed something a little bit bigger. I'm a big fan of the think tank
[01:42:58.040 --> 01:43:02.680]   Uh bags not expensive. They do have some leather ones if you want to get a little more fancy
[01:43:02.680 --> 01:43:06.840]   But I like the this looks like an army surplus like gas mask bag
[01:43:06.840 --> 01:43:13.000]   So nobody's gonna think your expensive camera is in there. They have other colors as well
[01:43:13.080 --> 01:43:16.760]   I chose the uh the khaki because it makes it look more like army surplus
[01:43:16.760 --> 01:43:23.880]   Ladies and gentlemen the power went out but uh rene just just like the energizer bunny just kept on kicking
[01:43:23.880 --> 01:43:28.360]   Can't stop won't stop can't stop the energizer bunny. Thank you rene richie for
[01:43:28.360 --> 01:43:29.160]   Thank you
[01:43:29.160 --> 01:43:32.920]   Gracing us as always with your brains and uh your beauty
[01:43:32.920 --> 01:43:37.320]   I'm more.com if you want to read rene's writing's got a lot of good podcasts
[01:43:37.320 --> 01:43:40.120]   There anything else you want to plug?
[01:43:40.760 --> 01:43:45.560]   No, that's it. I mean we're going we're ramping up for september event and ios 11 and hyce era
[01:43:45.560 --> 01:43:49.640]   So we're gonna have all the help and how to articles and all the coverage and it's gonna be fantastic
[01:43:49.640 --> 01:43:56.040]   Yeah, very excited. So see yeah, so will will hyce here come out probably will when the apple does its event
[01:43:56.040 --> 01:43:57.960]   That'll be part of the announcement
[01:43:57.960 --> 01:43:59.960]   Yeah, I mean they used to stagger it by a few weeks
[01:43:59.960 --> 01:44:04.440]   But then you'd have features like continuity would be on the iPhone and not on the on the mac yet and it was awkward
[01:44:04.440 --> 01:44:10.440]   So recently they've been tightening that gap a lot and I think it's ready based on the we pat it like like kregga go on
[01:44:10.440 --> 01:44:12.600]   On stage and you'll say and we're releasing it today and we're like
[01:44:12.600 --> 01:44:21.720]   Any an echo is at the chicago suntime c w o b dot com
[01:44:21.720 --> 01:44:27.400]   And also a regular on this show and we're always thrilled to have you as well my friend
[01:44:27.400 --> 01:44:30.200]   Always good to have a
[01:44:30.200 --> 01:44:36.200]   Chance to exercise my vocal abilities with a real human being face to face at least once a week once a week
[01:44:36.200 --> 01:44:37.720]   That's all
[01:44:37.720 --> 01:44:39.720]   and incidentally
[01:44:39.720 --> 01:44:44.680]   Let us know either one of you if you get an invitation to anything apple's doing in the next few weeks
[01:44:44.680 --> 01:44:47.640]   And andy we'd love you to come out and be our guests
[01:44:47.640 --> 01:44:50.920]   If if they do have enough i can make that work. Yeah
[01:44:50.920 --> 01:44:55.720]   Thank you all for being here. We do mac break weekly every Tuesday right after ios today
[01:44:55.720 --> 01:44:59.000]   Actually, you should start your day a little earlier as you get ios today and then mac break weekly
[01:44:59.000 --> 01:45:02.680]   We decided to put the two together because well that just makes sense
[01:45:03.000 --> 01:45:09.000]   Doesn't so megan maroni and i talk about ios and then here on mac break weekly. We talk about all of the apple stories
[01:45:09.000 --> 01:45:10.120]   uh
[01:45:10.120 --> 01:45:10.840]   every uh
[01:45:10.840 --> 01:45:14.840]   Tuesday 11 a.m. pacific 2 p.m. eastern time 1800 utc
[01:45:14.840 --> 01:45:19.240]   As i said come by a couple hours earlier and you can watch ios today
[01:45:19.240 --> 01:45:23.000]   If you want to be in the studio had some great members of the studio audience visiting us
[01:45:23.000 --> 01:45:25.800]   from calgary in uh, canada
[01:45:25.800 --> 01:45:29.400]   Yay, right
[01:45:29.400 --> 01:45:31.800]   Yep, maple leaf forever rah rah rah
[01:45:32.600 --> 01:45:34.600]   And mounties
[01:45:34.600 --> 01:45:37.080]   No, I don't think there you guys are mouties are you
[01:45:37.080 --> 01:45:44.600]   Anyway, uh nice to have you if you want to be in studio. We do ask you email tickets at twit.tv
[01:45:44.600 --> 01:45:48.520]   Uh lately a lot of people i think it's because of summertime i've been coming by
[01:45:48.520 --> 01:45:52.840]   And saying oh, I don't want to watch a show. I just want a tour of the studio and I just want to reiterate
[01:45:52.840 --> 01:45:55.640]   We don't have this the staff is all doing something
[01:45:55.640 --> 01:46:00.520]   There there's no one person sitting there waiting for you to come by so they can give you a tour
[01:46:00.920 --> 01:46:03.960]   So if you come by that's fine. It'd be better if you email
[01:46:03.960 --> 01:46:08.280]   I mean we can accommodate people who just drop in but it's a lot better if you email tickets at twit.tv
[01:46:08.280 --> 01:46:12.680]   So we can make sure that we're prepared for you and if you just want a quick tour of the studio
[01:46:12.680 --> 01:46:17.880]   You may be disappointed unless i'm not doing anything or somebody's you know got some free time because we can't
[01:46:17.880 --> 01:46:21.640]   It happens from time to time that people just don't have the time they're busy
[01:46:21.640 --> 01:46:26.040]   Everybody who's here is working hard getting their shows out for you
[01:46:26.440 --> 01:46:28.920]   So do email tickets at twit.tv and let us know
[01:46:28.920 --> 01:46:34.360]   You can subscribe to the show and get it on demand and get it downloaded to your device anytime you want
[01:46:34.360 --> 01:46:37.880]   All you have to do is go to twit.tv/mbw
[01:46:37.880 --> 01:46:42.680]   We have audio and video versions available there for direct download or streaming
[01:46:42.680 --> 01:46:49.320]   But if you subscribe on your favorite podcatcher, you'll be sure to get every episode the minute. It's available fresh
[01:46:49.320 --> 01:46:51.880]   Hot off the presses
[01:46:51.880 --> 01:46:56.040]   Thank you all for joining us. We'll see you next time security now coming up next
[01:46:56.440 --> 01:47:01.800]   But now i'm afraid my friend's is time to go back to work because mac break is over

