;FFMETADATA1
title=Machine Gun Clippy
artist=Leo Laporte, Alex Lindsay, Rene Ritchie, Andy Ihnatko
album_artist=TWiT
publisher=TWiT
album=MacBreak Weekly
TRDA=2022-01-18
track=801
language=English
genre=Podcast
comment=Safari bug, Netherlands App Store ruling, Apple Watch ads
encoded_by=Uniblab 5.3
date=2022
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:02.480]   [MUSIC PLAYING]
[00:14:06.280 --> 00:14:07.280]   is looking at this.
[00:14:07.280 --> 00:14:09.560]   And Apple is basically still treating games like discs on its shelves.
[00:14:09.560 --> 00:14:14.000]   They're not even letting game pass onto the app store the way that they let Netflix and
[00:14:14.000 --> 00:14:16.000]   Disney+ onto the app store.
[00:14:16.000 --> 00:14:17.000]   And it just--
[00:14:17.000 --> 00:14:18.000]   Where does Apple go?
[00:14:18.000 --> 00:14:19.000]   Where does Apple go?
[00:14:19.000 --> 00:14:23.760]   They-- I mean, honestly, none of these games-- these are AAA games are appearing even on
[00:14:23.760 --> 00:14:25.920]   the Mac, really.
[00:14:25.920 --> 00:14:27.800]   It's PC and console gaming.
[00:14:27.800 --> 00:14:28.800]   No, maybe they'll--
[00:14:28.800 --> 00:14:30.520]   Apple, they're money off IAPs and casual games.
[00:14:30.520 --> 00:14:32.560]   Yeah, Apple owns casual gaming.
[00:14:32.560 --> 00:14:33.560]   Does this maybe in a way--
[00:14:33.560 --> 00:14:34.560]   Big market.
[00:14:34.560 --> 00:14:37.040]   It's maybe better for Apple because let those guys fight out.
[00:14:37.040 --> 00:14:39.680]   If they let game pass on, it would be so good for Apple.
[00:14:39.680 --> 00:14:44.920]   Like, they just became the platform where we take whatever 8 to 15% of every transaction--
[00:14:44.920 --> 00:14:45.920]   Right.
[00:14:45.920 --> 00:14:46.920]   This is Microsoft.
[00:14:46.920 --> 00:14:47.920]   All you can eat gaming--
[00:14:47.920 --> 00:14:48.920]   I'm not knowing them on the platform.
[00:14:48.920 --> 00:14:49.920]   --gaming platform.
[00:14:49.920 --> 00:14:50.920]   Yeah.
[00:14:50.920 --> 00:14:54.560]   And in fact, one of the stories of this week is that Fortnite is back on the iPhone, but
[00:14:54.560 --> 00:14:59.680]   through the back door in the browser, thanks to Nvidia's GeForce Now.
[00:14:59.680 --> 00:15:02.040]   So that's going to be a problem for Apple.
[00:15:02.040 --> 00:15:03.040]   You know?
[00:15:03.040 --> 00:15:06.000]   Can you imagine if they said Netflix and Disney+ have to put each individual title in the
[00:15:06.000 --> 00:15:07.000]   iTunes store?
[00:15:07.000 --> 00:15:08.000]   They did say.
[00:15:08.000 --> 00:15:09.000]   And actually, we have a Netflix.
[00:15:09.000 --> 00:15:10.000]   That's like they wanted, right?
[00:15:10.000 --> 00:15:11.000]   They wanted every move.
[00:15:11.000 --> 00:15:12.000]   They wanted those games.
[00:15:12.000 --> 00:15:13.000]   But yeah.
[00:15:13.000 --> 00:15:14.000]   Every book--
[00:15:14.000 --> 00:15:17.000]   Every book in hindsight as this is forward thinking.
[00:15:17.000 --> 00:15:21.360]   I kind of want, actually, as a podcast network to have individual apps for each show.
[00:15:21.360 --> 00:15:22.360]   Like we should have a Mac--
[00:15:22.360 --> 00:15:23.360]   Don't say it, Leo.
[00:15:23.360 --> 00:15:24.360]   They'll do it so fast.
[00:15:24.360 --> 00:15:25.360]   You make it so fast.
[00:15:25.360 --> 00:15:26.360]   It's pretty easy to do.
[00:15:26.360 --> 00:15:31.080]   I'm actually kind of thinking about doing that one of her show.
[00:15:31.080 --> 00:15:32.080]   Because you know why?
[00:15:32.080 --> 00:15:36.760]   What you really want, if you're an app developer, you want to be an icon on the screen.
[00:15:36.760 --> 00:15:37.760]   Real estate.
[00:15:37.760 --> 00:15:38.760]   You want real estate.
[00:15:38.760 --> 00:15:41.200]   The company that's really done that really well is Vimeo.
[00:15:41.200 --> 00:15:42.960]   So Vimeo has an entire OTT.
[00:15:42.960 --> 00:15:45.000]   They'll build the app for you.
[00:15:45.000 --> 00:15:48.840]   So then you can put the content in, you can manage subscriptions, advertising, all that
[00:15:48.840 --> 00:15:49.840]   stuff through it.
[00:15:49.840 --> 00:15:52.520]   And they'll build it across-- you just tell it what platform you want, and you can build
[00:15:52.520 --> 00:15:53.720]   it across all of them.
[00:15:53.720 --> 00:15:55.560]   And it's so much less expensive than building it.
[00:15:55.560 --> 00:15:56.560]   I used to think I was like--
[00:15:56.560 --> 00:15:57.560]   All the players do that.
[00:15:57.560 --> 00:16:00.680]   We are JDK player we used as that.
[00:16:00.680 --> 00:16:01.680]   Everybody.
[00:16:01.680 --> 00:16:02.680]   So does Cash Flies player.
[00:16:02.680 --> 00:16:03.680]   That's the idea, right?
[00:16:03.680 --> 00:16:05.560]   You white label it and put it everywhere.
[00:16:05.560 --> 00:16:09.200]   Then Apple occasionally bans those for being not useful apps because they're just web wrappers
[00:16:09.200 --> 00:16:10.200]   around content.
[00:16:10.200 --> 00:16:11.680]   And you go back to the big--
[00:16:11.680 --> 00:16:16.720]   Vimeo is a native app that is built for you that is using their infrastructure to do that.
[00:16:16.720 --> 00:16:19.480]   It's not a web app or something like that.
[00:16:19.480 --> 00:16:25.080]   Also, that's where Google is trying to go after their typical-- we have a master plan
[00:16:25.080 --> 00:16:26.080]   for gaming.
[00:16:26.080 --> 00:16:27.080]   We're calling it Stadeaion.
[00:16:27.080 --> 00:16:30.480]   It's got a plan that's next five years, 10 years, 20 years.
[00:16:30.480 --> 00:16:33.120]   And then of course, three months later, they changed all their plans.
[00:16:33.120 --> 00:16:36.000]   And now they're basically sold-- gotten rid of all their studios, and they're turning
[00:16:36.000 --> 00:16:40.880]   themselves into a white label gaming service for people who, again, if you want to do it
[00:16:40.880 --> 00:16:45.240]   if Domino's wants to do a new version of the Noid game, they'll be able to wrap it and
[00:16:45.240 --> 00:16:47.000]   surf-chipped as a mobile game.
[00:16:47.000 --> 00:16:53.560]   But I think that a lot of people who are not young people ignore that games are not just,
[00:16:53.560 --> 00:16:55.920]   hey, I'm going to put this floppy inside my Apple too.
[00:16:55.920 --> 00:16:56.920]   I'm going to play Lemmings.
[00:16:56.920 --> 00:16:59.160]   I'm going to play Carotica for a little while.
[00:16:59.160 --> 00:17:03.040]   And then after my mom yells at me, I'm going to stop playing Carotica and I'm going to
[00:17:03.040 --> 00:17:04.120]   go back to my homework.
[00:17:04.120 --> 00:17:09.520]   It really-- gaming is on the exact same level as music, exactly on the same level as TV,
[00:17:09.520 --> 00:17:11.480]   movies, maybe even a larger level.
[00:17:11.480 --> 00:17:14.880]   That if you don't have-- if your device is-- if your logo is not associated with a good
[00:17:14.880 --> 00:17:19.160]   gaming experience, you may as well say, wow, it's a great iPad, but wow, movies really
[00:17:19.160 --> 00:17:21.320]   look crappy on it.
[00:17:21.320 --> 00:17:22.320]   So--
[00:17:22.320 --> 00:17:23.320]   Yeah, I mean, you think this is the step up.
[00:17:23.320 --> 00:17:25.920]   Apple's making a lot of money on the casual games.
[00:17:25.920 --> 00:17:26.920]   So--
[00:17:26.920 --> 00:17:27.920]   Yeah, no, no, no, no, no, they're doing OK.
[00:17:27.920 --> 00:17:28.920]   They certainly are.
[00:17:28.920 --> 00:17:30.960]   But they're missing a trick, this whole I think.
[00:17:30.960 --> 00:17:31.960]   Yeah.
[00:17:31.960 --> 00:17:35.760]   And I think that what all of them are missing right now is they don't really understand--
[00:17:35.760 --> 00:17:40.320]   I mean, the games right now are very popular, but they are still a small fraction compared
[00:17:40.320 --> 00:17:41.960]   to like sports.
[00:17:41.960 --> 00:17:46.680]   And the reason for that is that they still build games for gamers as opposed to games
[00:17:46.680 --> 00:17:48.640]   for average spectators.
[00:17:48.640 --> 00:17:51.920]   And that's where there's going to be a breakout title somewhere.
[00:17:51.920 --> 00:17:56.560]   But if you look at all the sports, whether it's baseball or soccer or football or hockey
[00:17:56.560 --> 00:18:02.600]   or cricket, the entire field is visible almost the entire time.
[00:18:02.600 --> 00:18:08.760]   And so someone's going to build much more arena-style systems that are much more visceral.
[00:18:08.760 --> 00:18:12.160]   And when they do that, there's a lot of places that-- I mean, as someone who's worked in
[00:18:12.160 --> 00:18:16.720]   and out of the game industry for 20 years, there's a lot of open space that still could
[00:18:16.720 --> 00:18:20.040]   be taken, that doesn't look like anything that we're doing right now, that's really
[00:18:20.040 --> 00:18:21.680]   built for viewers.
[00:18:21.680 --> 00:18:26.360]   The reason that American football does so well is because it's really great for TV.
[00:18:26.360 --> 00:18:30.400]   And so that's-- and I think that we haven't seen any games like that yet.
[00:18:30.400 --> 00:18:32.280]   I mean, I know Overwatch is supposed to be--
[00:18:32.280 --> 00:18:33.440]   e-sports is the next one.
[00:18:33.440 --> 00:18:36.000]   I agree, e-sports is the next huge.
[00:18:36.000 --> 00:18:38.200]   It's still too geeky.
[00:18:38.200 --> 00:18:39.440]   You know, that's the problem with it.
[00:18:39.440 --> 00:18:40.440]   They'll figure it out.
[00:18:40.440 --> 00:18:41.440]   They'll figure it out.
[00:18:41.440 --> 00:18:46.120]   If they figure it out, it's going to replace regular sports because you can do things with
[00:18:46.120 --> 00:18:51.520]   the cameras and put them in places and create adrenaline in a way that you really can't
[00:18:51.520 --> 00:18:53.840]   do in the real world.
[00:18:53.840 --> 00:18:54.840]   It's going to absolutely work.
[00:18:54.840 --> 00:18:59.160]   Are we worried at all that Microsoft's not doing original IP, like Super Clippy World
[00:18:59.160 --> 00:19:02.600]   or Jeff-- or like Steve Bomber in a Smash Brothers clone?
[00:19:02.600 --> 00:19:04.320]   Are we worried about this?
[00:19:04.320 --> 00:19:06.480]   Are we worried so fast?
[00:19:06.480 --> 00:19:08.120]   Are we first-person shooter with clips?
[00:19:08.120 --> 00:19:12.960]   We're supposed to imagine slippers with-- sorry, but Clippy with a machine gun.
[00:19:12.960 --> 00:19:15.000]   I'm not going to get that out of my head.
[00:19:15.000 --> 00:19:16.000]   Clippy runs around.
[00:19:16.000 --> 00:19:20.960]   He's like the cops, but with Clippy's back and he's mad as hell.
[00:19:20.960 --> 00:19:23.760]   Microsoft Office, the first-person shooter version.
[00:19:23.760 --> 00:19:25.640]   I mean, there's just so much potentially--
[00:19:25.640 --> 00:19:29.520]   I wouldn't be interested in the games, but I would definitely be on YouTube looking for
[00:19:29.520 --> 00:19:31.680]   a compilation of all the cutscenes from that game.
[00:19:31.680 --> 00:19:32.680]   Yes, exactly.
[00:19:32.680 --> 00:19:34.800]   Hi, can I help you with anything?
[00:19:34.800 --> 00:19:36.200]   You could play a bill of games all the way along.
[00:19:36.200 --> 00:19:38.200]   Give yourself to die.
[00:19:38.200 --> 00:19:39.200]   Oh, no.
[00:19:39.200 --> 00:19:41.200]   Remember the 50 hours.
[00:19:41.200 --> 00:19:42.200]   Oh, no.
[00:19:42.200 --> 00:19:43.200]   Post-nony.
[00:19:43.200 --> 00:19:46.880]   See, you're trying to massacre an entire warehouse of illegal aliens.
[00:19:46.880 --> 00:19:47.880]   Would you like some help?
[00:19:47.880 --> 00:19:48.880]   I'm sorry.
[00:19:48.880 --> 00:19:53.880]   That was even darker than Bob-- Hogan's Heroes, Bob Crane.
[00:19:53.880 --> 00:19:55.520]   Because he's watching the experience.
[00:19:55.520 --> 00:19:59.920]   Let's take a little break before we go down that road, shall we?
[00:19:59.920 --> 00:20:02.600]   And when we come back, I want desperately.
[00:20:02.600 --> 00:20:08.240]   I want you to reassure me about Apple's latest security issue.
[00:20:08.240 --> 00:20:12.920]   But first, speaking of security, a word from ExpressVPN.
[00:20:12.920 --> 00:20:20.680]   I know you've heard me talking about privacy, protecting it, security at the coffee shop.
[00:20:20.680 --> 00:20:24.520]   I know you've heard me talk about watching Netflix from other countries because you've
[00:20:24.520 --> 00:20:28.280]   used up all the Netflix in the US.
[00:20:28.280 --> 00:20:31.880]   That VPN can do so much for you.
[00:20:31.880 --> 00:20:34.240]   But it's so important, so important.
[00:20:34.240 --> 00:20:35.920]   I really want to emphasize this.
[00:20:35.920 --> 00:20:37.760]   You choose the right VPN.
[00:20:37.760 --> 00:20:39.440]   There are a lot of free VPN providers.
[00:20:39.440 --> 00:20:41.960]   There are a lot of crappy VPN providers.
[00:20:41.960 --> 00:20:47.000]   And if you choose the wrong one, you're really not improving your condition at all.
[00:20:47.000 --> 00:20:49.320]   And I'll give you a couple of reasons why.
[00:20:49.320 --> 00:20:51.440]   First of all, yeah, sure.
[00:20:51.440 --> 00:20:55.240]   Good for privacy, your internet service provider or carrier can no longer see what you're doing
[00:20:55.240 --> 00:20:56.240]   online.
[00:20:56.240 --> 00:20:59.680]   Google doesn't know it's you because it's a different IP address.
[00:20:59.680 --> 00:21:03.720]   But if that VPN provider sketch, they see it all.
[00:21:03.720 --> 00:21:07.480]   So you want to make sure it's a VPN provider that respects your privacy.
[00:21:07.480 --> 00:21:11.760]   ExpressVPN does, in fact, they go the extra mile to do so with their trusted server technology.
[00:21:11.760 --> 00:21:13.000]   It lives in RAM.
[00:21:13.000 --> 00:21:14.120]   It cannot write to drive.
[00:21:14.120 --> 00:21:15.840]   It cannot log your presence.
[00:21:15.840 --> 00:21:17.680]   And it disappears when you disconnect.
[00:21:17.680 --> 00:21:20.760]   There is no trace left.
[00:21:20.760 --> 00:21:24.200]   A lot of cheap VPNs don't buy enough bandwidth.
[00:21:24.200 --> 00:21:25.600]   You can't watch HD video.
[00:21:25.600 --> 00:21:26.600]   You could barely use them.
[00:21:26.600 --> 00:21:29.360]   In fact, that's really given VPN is a bad name.
[00:21:29.360 --> 00:21:31.520]   It's a VPN is fast.
[00:21:31.520 --> 00:21:32.920]   It's fast.
[00:21:32.920 --> 00:21:33.920]   It keeps up.
[00:21:33.920 --> 00:21:36.680]   In fact, they have now something called lightweight.
[00:21:36.680 --> 00:21:40.440]   They use it's a new VPN protocol that makes speeds fast enough.
[00:21:40.440 --> 00:21:45.160]   Yes, for HD video with zero buffering fast enough so that if you put ExpressVPN on your
[00:21:45.160 --> 00:21:50.160]   router, which you can do, protect your whole house, but no one will even know they'll not
[00:21:50.160 --> 00:21:51.360]   complain.
[00:21:51.360 --> 00:21:54.520]   They'll just they'll just say, well, it's, you know, somehow everything's better.
[00:21:54.520 --> 00:21:59.340]   It is the other thing, of course, it says ExpressVPN a part size effect that they're
[00:21:59.340 --> 00:22:04.760]   here, affordable, less than seven bucks a month secure, private and fast.
[00:22:04.760 --> 00:22:06.200]   Is there easy to use?
[00:22:06.200 --> 00:22:10.720]   Well, you know, when I first started using a VPN, I remember these days I was using it
[00:22:10.720 --> 00:22:12.720]   to log on to the radio station.
[00:22:12.720 --> 00:22:13.720]   It was a nightmare.
[00:22:13.720 --> 00:22:16.120]   You had to run a client and oh my gosh.
[00:22:16.120 --> 00:22:19.520]   Now you just get the ExpressVPN app, push a button.
[00:22:19.520 --> 00:22:20.520]   You connected.
[00:22:20.520 --> 00:22:21.520]   It's done.
[00:22:21.520 --> 00:22:23.040]   Anybody can do it.
[00:22:23.040 --> 00:22:24.880]   Grandpa can do it.
[00:22:24.880 --> 00:22:27.800]   And it's not just me saying this business inside of the verge.
[00:22:27.800 --> 00:22:32.260]   Many tech journals write ExpressVPN, the number one VPN in the world.
[00:22:32.260 --> 00:22:35.220]   I don't think there's any question about it.
[00:22:35.220 --> 00:22:41.500]   Fast, they've got 160 locations in 94 countries, easy to watch video from any of those countries
[00:22:41.500 --> 00:22:43.500]   in high def.
[00:22:43.500 --> 00:22:46.300]   They're because they're 160 locations.
[00:22:46.300 --> 00:22:47.580]   They're close to where you are.
[00:22:47.580 --> 00:22:50.260]   That also makes them faster.
[00:22:50.260 --> 00:22:52.420]   And they and they do zero logging.
