;FFMETADATA1
album=MacBreak Weekly October 2007
artist=Leo Laporte, Scott Bourne, Andy Ihnatko, and John Siracusa
comment=http://twit.tv/mbw64
genre=Podcast
title=MacBreak Weekly 64: Hello Leopard
date=2007

[00:00:00.000 --> 00:00:06.120]   Netcast you love.
[01:05:22.840 --> 01:05:23.840]   You know, everybody's going to be there.
[01:05:23.840 --> 01:05:24.840]   Mike Harrington, all the biggies.
[01:05:24.840 --> 01:05:27.880]   Ariana Elle, and I'll be giving a little podcast mini keynote.
[01:05:27.880 --> 01:05:29.680]   So we look forward to that.
[01:05:29.680 --> 01:05:35.480]   Annie and I coz at the Chicago Sun times and the CWOB, the colossal waste of bandwidth
[01:05:35.480 --> 01:05:42.040]   at double dub dub dot c w o b dot com because you can never have too many W's in a URL.
[01:05:42.040 --> 01:05:43.280]   We're overstock.
[01:05:43.280 --> 01:05:46.480]   We got to clear them all up before the 0 8 W W's come in.
[01:05:46.480 --> 01:05:49.440]   So come on down, bring the cash, bring the kids.
[01:05:49.440 --> 01:05:50.440]   They are going soon.
[01:05:50.440 --> 01:05:54.840]   Soon he's going to a URL with no dubs with no dubs.
[01:05:54.840 --> 01:05:57.960]   Well, there's there's there's dub that's implied and everything that I write and post
[01:05:57.960 --> 01:05:58.960]   there.
[01:05:58.960 --> 01:06:00.760]   Rather rather exciting.
[01:06:00.760 --> 01:06:05.160]   The big accomplishment over the past four days was I actually put in a blog header now.
[01:06:05.160 --> 01:06:06.160]   Oh, that's wonderful.
[01:06:06.160 --> 01:06:07.880]   A picture with text and stuff.
[01:06:07.880 --> 01:06:08.880]   It's awesome.
[01:06:08.880 --> 01:06:12.600]   Hey, our congratulations to Merlin and Madeline.
[01:06:12.600 --> 01:06:17.320]   Merlin man had a little baby man, actually a baby girl, and he wouldn't tell us the name
[01:06:17.320 --> 01:06:18.400]   until the baby was born.
[01:06:18.400 --> 01:06:24.720]   But I think a beautiful name Eleanor Flannery man, nine pounds and some ounces of big
[01:06:24.720 --> 01:06:28.640]   baby girl born to Madeline man on a Monday.
[01:06:28.640 --> 01:06:31.800]   We congratulate you both Merlin and Madeline.
[01:06:31.800 --> 01:06:33.000]   I think that's wonderful.
[01:06:33.000 --> 01:06:34.880]   Next Alex Lindsay.
[01:06:34.880 --> 01:06:36.680]   Any day now, I think.
[01:06:36.680 --> 01:06:38.160]   Is that why Alex is not here?
[01:06:38.160 --> 01:06:42.080]   He's got a couple more weeks and in November and in November.
[01:06:42.080 --> 01:06:43.080]   Okay.
[01:06:43.080 --> 01:06:47.840]   So that's that will round out the hat trick of babies on the a Twitch netcast network.
[01:06:47.840 --> 01:06:49.000]   We thank everybody for joining us.
[01:06:49.000 --> 01:06:50.240]   We'll see you next week.
[01:06:50.240 --> 01:06:51.240]   Enjoy leopard.
[01:06:51.240 --> 01:06:54.680]   If they only move those menu bars into the window.
[01:06:54.680 --> 01:06:57.080]   Mr. Mac break has broke.
[01:06:57.080 --> 01:06:58.360]   Don't kill me.
[01:06:58.360 --> 01:07:07.000]   [music]

