;FFMETADATA1
title=St Jeff's Memorial Hospital
artist=Megan Morrone, Roberto Baldwin, Ashley Esqueda, Jason Howell
album_artist=TWiT
publisher=TWiT
album=This Week in Tech
TRDA=2022-07-24
track=885
language=English
genre=Podcast
comment=Amazon Buys One Medical, Google Glass AR, Netflix Ad-Supported		
encoded_by=Uniblab 5.3
date=2022
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:01.520]   It's time for Twit.
[00:17:17.400 --> 00:17:22.520]   And I don't know what they can do to bring people back.
[00:17:22.520 --> 00:17:25.920]   Release more spectacles, release more of self-edrones.
[00:17:25.920 --> 00:17:27.920]   Oh, spectacles.
[00:17:27.920 --> 00:17:32.400]   I don't think I've opened Snapchat in about four years.
[00:17:32.400 --> 00:17:37.120]   So yeah, there was a point where like, hey, we're all on Snapchat, but we were all on,
[00:17:37.120 --> 00:17:38.800]   you know, my space at some point.
[00:17:38.800 --> 00:17:40.360]   We were all on Friendster at some point.
[00:17:40.360 --> 00:17:41.360]   We were all on Facebook.
[00:17:41.360 --> 00:17:43.360]   We were all on Facebook at some point, that thing.
[00:17:43.360 --> 00:17:44.520]   Yeah, we were all on Facebook.
[00:17:44.520 --> 00:17:48.240]   And I mean, mostly I just get on Facebook to yell about Facebook about how angry I am
[00:17:48.240 --> 00:17:49.240]   with it.
[00:17:49.240 --> 00:17:52.400]   And then I mean, and mostly I'm on Facebook because of the bands because that's where
[00:17:52.400 --> 00:17:55.680]   everyone says, hey, go see a show here on Facebook.
[00:17:55.680 --> 00:18:00.240]   But even for that, it's become completely unusable.
[00:18:00.240 --> 00:18:04.920]   It's just, Facebook is really good at selling ads and that's about it.
[00:18:04.920 --> 00:18:09.840]   Snapchat is really good at just, I don't know, sticking around longer than I anticipated,
[00:18:09.840 --> 00:18:10.840]   really.
[00:18:10.840 --> 00:18:14.360]   Snapchat is really good at not going away other than that.
[00:18:14.360 --> 00:18:15.400]   It's like, well, what is it?
[00:18:15.400 --> 00:18:18.480]   Every generation, it's like even, it's not even every generation.
[00:18:18.480 --> 00:18:24.360]   It's just every so often you're going to have this churn where it's like, oh, because no
[00:18:24.360 --> 00:18:29.160]   younger generation wants to use the social media platform that the older generations
[00:18:29.160 --> 00:18:30.160]   have used.
[00:18:30.160 --> 00:18:31.160]   They want their own thing.
[00:18:31.160 --> 00:18:32.160]   And I get that.
[00:18:32.160 --> 00:18:33.160]   I totally understand that.
[00:18:33.160 --> 00:18:34.160]   I respect it.
[00:18:34.160 --> 00:18:35.160]   Like, that's what it is.
[00:18:35.160 --> 00:18:36.840]   Gen X was big on my space.
[00:18:36.840 --> 00:18:41.560]   Like, then it was boomers with Facebook.
[00:18:41.560 --> 00:18:44.560]   Now they're like, but it wasn't that way at the beginning.
[00:18:44.560 --> 00:18:47.800]   And then it was like, oh, well, now we have MySpace, so like, buy and they left all the
[00:18:47.800 --> 00:18:49.400]   boomers on Facebook.
[00:18:49.400 --> 00:18:55.120]   Then it became, oh, well, here's Twitter, here's Snapchat, here's Instagram for a long
[00:18:55.120 --> 00:18:59.080]   time was like very before it got bought by Facebook.
[00:18:59.080 --> 00:19:04.600]   Like, they're just like every single kind of like group that comes up and starts using
[00:19:04.600 --> 00:19:05.600]   social media.
[00:19:05.600 --> 00:19:06.600]   They want their own thing.
[00:19:06.600 --> 00:19:07.600]   They want their own thing.
[00:19:07.600 --> 00:19:08.920]   They want to feel ownership of it.
[00:19:08.920 --> 00:19:13.120]   They want to feel like it's their community, their age group, their demo, because that's
[00:19:13.120 --> 00:19:14.280]   like, that's what they want.
[00:19:14.280 --> 00:19:17.360]   They want to interact with people who are like them.
[00:19:17.360 --> 00:19:20.680]   And so it's very hard.
[00:19:20.680 --> 00:19:26.200]   I am surprised most of these companies have survived as long as they have, just because,
[00:19:26.200 --> 00:19:30.160]   you know, I guess now it's like, if you look at the demographic use of each one of them,
[00:19:30.160 --> 00:19:33.480]   like, it skews heavily towards one column, right?
[00:19:33.480 --> 00:19:38.360]   And I think, you know, TikTok in particular is like, it's just exploding right now with
[00:19:38.360 --> 00:19:40.400]   users because that's where everyone is.
[00:19:40.400 --> 00:19:42.880]   And that's where all the trends and the memes are coming from.
[00:19:42.880 --> 00:19:44.520]   Like, that's the thing.
[00:19:44.520 --> 00:19:48.920]   Yeah, and the stuff is happening on TikTok is ending up on other platforms as well.
[00:19:48.920 --> 00:19:50.920]   It's like, just getting reposted, regurgitated.
[00:19:50.920 --> 00:19:51.920]   Yes.
[00:19:51.920 --> 00:19:56.040]   It's all, and people go, oh, well, why am I using this when I should just be over here?
[00:19:56.040 --> 00:19:57.040]   And then I could see it first.
[00:19:57.040 --> 00:19:58.040]   Yeah, be at the source.
[00:19:58.040 --> 00:19:59.040]   And everybody just starts migrating.
[00:19:59.040 --> 00:20:00.040]   Yeah.
[00:20:00.040 --> 00:20:01.040]   Instagram.
[00:20:01.040 --> 00:20:02.040]   So I can see what TikToks I haven't seen yet.
[00:20:02.040 --> 00:20:03.040]   Exactly.
[00:20:03.040 --> 00:20:04.840]   Oh, this one didn't show up in the algorithm.
[00:20:04.840 --> 00:20:06.920]   I'll go over to Instagram and watch it there.
[00:20:06.920 --> 00:20:07.920]   Yeah.
[00:20:07.920 --> 00:20:14.000]   When my kids borrow my phone because apparently they know my password, yeah, they're ending
[00:20:14.000 --> 00:20:19.080]   up on YouTube watching the TikToks that are there, you know, that's, and actually, yeah,
[00:20:19.080 --> 00:20:21.400]   and actually, so this was a surprise.
[00:20:21.400 --> 00:20:23.440]   Totally tying it with what we're talking about.
[00:20:23.440 --> 00:20:28.920]   I was away with my family on a swim meet, for a swim meet for my daughter.
[00:20:28.920 --> 00:20:32.040]   And while she was there, you know, she was with a couple of friends and she had my phone
[00:20:32.040 --> 00:20:33.040]   at one point.
[00:20:33.040 --> 00:20:37.120]   And then when I got my phone back, Snapchat was installed and some of her friends from
[00:20:37.120 --> 00:20:38.440]   the swim meet were friended.
[00:20:38.440 --> 00:20:45.400]   So apparently some people are using Snapchat and, you know, younger kids, apparently have
[00:20:45.400 --> 00:20:47.400]   Snapchat and use it regularly.
[00:20:47.400 --> 00:20:51.240]   So I think it's, it's what your friends have and it's what your parents don't want you
[00:20:51.240 --> 00:20:52.240]   have.
[00:20:52.240 --> 00:20:53.240]   Like Snapchat was the big thing.
[00:20:53.240 --> 00:20:55.400]   Nobody's parents because, oh, things just disappear.
[00:20:55.400 --> 00:20:58.840]   Like, which actually turns out to be pretty good for kids when things disappear.
[00:20:58.840 --> 00:20:59.840]   Totally.
[00:20:59.840 --> 00:21:00.840]   Totally.
[00:21:00.840 --> 00:21:01.840]   100%.
[00:21:01.840 --> 00:21:02.840]   Yeah.
[00:21:02.840 --> 00:21:06.680]   So I think, I mean, my kids use it and I will use it sometimes because they, you know,
[00:21:06.680 --> 00:21:10.440]   we all like, I like to see their bitmojis, especially when my daughter went to college
[00:21:10.440 --> 00:21:14.080]   so I could see like she was all the way in New York and, but that's really the only way
[00:21:14.080 --> 00:21:15.080]   that I used it.
[00:21:15.080 --> 00:21:20.240]   But all of these companies are dependent on advertising dollars and those are right now
[00:21:20.240 --> 00:21:21.240]   in the toilet.
[00:21:21.240 --> 00:21:24.280]   So like, that's the other thing that is affecting all of these.
[00:21:24.280 --> 00:21:29.280]   And if they were, if you already like, Snapchat lasted this long for whatever reason, but
[00:21:29.280 --> 00:21:34.560]   it might be like the change that Apple made with tracking like might be the final, you
[00:21:34.560 --> 00:21:38.160]   know, kick in the pants, tossing them off the edge because they can't, you know, they
[00:21:38.160 --> 00:21:42.080]   really can't make money right now because it's the, it's the changes to Apple.
[00:21:42.080 --> 00:21:43.240]   It's the war Ukraine.
[00:21:43.240 --> 00:21:46.880]   It's just the general like macro environment.
[00:21:46.880 --> 00:21:48.160]   You know, it's, it's all these things.
[00:21:48.160 --> 00:21:50.080]   And if you were already not doing that, great.
[00:21:50.080 --> 00:21:53.880]   Or, you know, if you were, if you were a Twitter where someone was like tweeting about
[00:21:53.880 --> 00:21:57.920]   how terrible you are platform was and also I'd like to buy it maybe.
[00:21:57.920 --> 00:22:01.920]   Um, then you're not.
[00:22:01.920 --> 00:22:03.280]   Hypothetically speaking.
[00:22:03.280 --> 00:22:04.700]   Hypothetically speaking.
[00:22:04.700 --> 00:22:05.700]   Yeah.
[00:22:05.700 --> 00:22:06.700]   Right.
[00:22:06.700 --> 00:22:07.700]   Yeah.
[00:22:07.700 --> 00:22:09.700]   So like that's what I think they're all suffering right now.
[00:22:09.700 --> 00:22:12.360]   Anyone dependent on advertising is suffering.
[00:22:12.360 --> 00:22:14.240]   Yeah, for sure.
[00:22:14.240 --> 00:22:18.400]   Um, there's two different directions we could go right now.
[00:22:18.400 --> 00:22:22.600]   Uh, so I'm going to go to boring one just real quick and then we, and then after that,
[00:22:22.600 --> 00:22:25.280]   I have to take a break and then we're going to talk about be real because you mentioned
[00:22:25.280 --> 00:22:26.280]   be real.
[00:22:26.280 --> 00:22:28.280]   I want to talk about that because I think it's super interesting.
[00:22:28.280 --> 00:22:31.360]   Before we go there, I think this ties in with what you're talking about Megan, which
[00:22:31.360 --> 00:22:38.760]   is this, uh, American data privacy and protection act that is, uh, basically a new draft, uh,
[00:22:38.760 --> 00:22:40.520]   going through Washington DC right now.
[00:22:40.520 --> 00:22:44.520]   If there was a, there was an original draft in June, many revisions since, and this is
[00:22:44.520 --> 00:22:47.160]   focusing on data minimizations.
[00:22:47.160 --> 00:22:49.520]   So it ties in this whole ad tracking thing.
[00:22:49.520 --> 00:22:54.600]   Like what is a, what does a future of big tech look like if the mechanisms that they're
[00:22:54.600 --> 00:22:59.240]   used to rely on in order to stay in business and do what they've done for so many years
[00:22:59.240 --> 00:23:01.440]   is the rules are completely changed.
[00:23:01.440 --> 00:23:08.200]   And apparently, uh, this, this draft spells out 17 permitted purposes for data collection
[00:23:08.200 --> 00:23:14.000]   and the use of the users, uh, things like authentication, things like fraud prevention,
[00:23:14.000 --> 00:23:16.840]   uh, transactional data, that sort of stuff.
[00:23:16.840 --> 00:23:20.520]   Anything outside of those 17 purposes would be prohibited.
[00:23:20.520 --> 00:23:25.720]   So in essence, you can't collect data that you don't actually need.
[00:23:25.720 --> 00:23:28.960]   And these are the categories that you might actually need data for and if they aren't
[00:23:28.960 --> 00:23:30.760]   those categories, then you can't.
[00:23:30.760 --> 00:23:35.720]   And I think it would be interesting if this is a bipartisan bill that you're, uh, that's,
[00:23:35.720 --> 00:23:37.200]   that's taking shape right now.
[00:23:37.200 --> 00:23:42.960]   And it happens the impacts that this has for, uh, the tech companies that really rely on
[00:23:42.960 --> 00:23:43.960]   this.
[00:23:43.960 --> 00:23:49.120]   One, one thing that it points out is a target advertising, targeted advertising.
[00:23:49.120 --> 00:23:54.760]   Um, and actually people who are really, you know, advocating for privacy, say this is kind
[00:23:54.760 --> 00:23:58.520]   of one of the disappointing parts of this bill, it would impose limits on this.
[00:23:58.520 --> 00:24:04.640]   Um, but only some, not all, like I think data privacy, like maximalists would say, get rid
[00:24:04.640 --> 00:24:07.200]   of, you know, targeted advertising entirely.
[00:24:07.200 --> 00:24:11.320]   And of course, like, like I'd be amazed if they actually went in that direction, but instead
[00:24:11.320 --> 00:24:13.120]   they're saying, no, you can't do this to minors.
[00:24:13.120 --> 00:24:18.120]   Uh, you can't have targeted advertising based on sensitive data, like health, uh, geolocation,
[00:24:18.120 --> 00:24:19.920]   private communication, that sort of stuff.
[00:24:19.920 --> 00:24:24.420]   Um, and no following people around on the internet tracking everything they do, like
[00:24:24.420 --> 00:24:29.120]   dropping, you know, some sort of tracking mechanism that then shows that when I go over
[00:24:29.120 --> 00:24:31.760]   to this side, I buy this thing and how it all ties into place.
[00:24:31.760 --> 00:24:37.120]   And I don't know, I'm curious to see how if this happens the way it's described, it's
[00:24:37.120 --> 00:24:41.520]   going to impact the business model of so many of these companies that are just making money
[00:24:41.520 --> 00:24:45.400]   hand over fist over fist, the way things have been.
[00:24:45.400 --> 00:24:53.880]   I mean, Facebook and Google have been just reaping the benefits of our lives for deck
[00:24:53.880 --> 00:24:54.880]   over a deck.
[00:24:54.880 --> 00:24:56.120]   Oh my God, so long.
[00:24:56.120 --> 00:24:57.120]   Yeah.
[00:24:57.120 --> 00:24:58.120]   Yeah.
[00:24:58.120 --> 00:25:03.600]   But yeah, and at some point somebody had to say, because, you know, privacy advocates
[00:25:03.600 --> 00:25:07.680]   and tech reporters and a lot of people have been saying, this is too much.
[00:25:07.680 --> 00:25:09.880]   You know too much about us.
[00:25:09.880 --> 00:25:15.240]   You don't get to know every single little bitty thing that's happening in my life because
[00:25:15.240 --> 00:25:19.160]   I searched for something that I thought was private and now you're using it to serve me
[00:25:19.160 --> 00:25:24.440]   ads because you think I'm pregnant or to serve me ads because you think I enjoy, you
[00:25:24.440 --> 00:25:28.640]   know, going to Thailand or that, you know, just weird little things that you're searching
[00:25:28.640 --> 00:25:31.960]   all the time or you're doing or where you're at.
[00:25:31.960 --> 00:25:32.960]   It's too much.
[00:25:32.960 --> 00:25:40.120]   And if you can bring that at least squelch it a bit, I think it helps for individuals.
[00:25:40.120 --> 00:25:41.120]   And it helps.
[00:25:41.120 --> 00:25:45.120]   I mean, the industry as a whole, they just need to figure it out.
[00:25:45.120 --> 00:25:46.440]   They're supposed to be smart people.
[00:25:46.440 --> 00:25:48.520]   If they can't figure it out, then I don't know what to tell them.
[00:25:48.520 --> 00:25:53.120]   That's the thing is they've been, you know, decades of how smart they are and how they're
[00:25:53.120 --> 00:25:54.120]   going to change the world.
[00:25:54.120 --> 00:25:57.360]   And anytime there's any little roadblock, they all freak out like, we don't know how
[00:25:57.360 --> 00:25:58.360]   this is going to work.
[00:25:58.360 --> 00:26:00.920]   I'm like, I thought you were, you were the smart ones.
[00:26:00.920 --> 00:26:02.960]   That's what you keep telling us at least.
[00:26:02.960 --> 00:26:03.960]   Figure it out.
[00:26:03.960 --> 00:26:08.560]   Tens of thousands of people in that department who's expressed job is to figure this out.
[00:26:08.560 --> 00:26:10.120]   So why, why aren't you?
[00:26:10.120 --> 00:26:11.120]   Yeah.
[00:26:11.120 --> 00:26:14.920]   You have billions of dollars and you're upset because Apple won't let people track people.
[00:26:14.920 --> 00:26:17.440]   So figure it out.
[00:26:17.440 --> 00:26:19.160]   You know, you have tens of billions of dollars.
