;FFMETADATA1
title=All the President's Phones
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=690
genre=Podcast
comment=http://twit.tv/twit
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2018
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:02.400]   It's time for Twit.
[00:16:37.600 --> 00:16:40.400]   they cannot affect change if they don't stay engaged.
[00:16:40.400 --> 00:16:43.520]   And there's gonna be pretty much every country or union
[00:16:43.520 --> 00:16:45.360]   in the world is gonna want their data localized
[00:16:45.360 --> 00:16:46.200]   at some point.
[00:16:46.200 --> 00:16:47.280]   So I think it's a bigger question.
[00:16:47.280 --> 00:16:48.720]   I mean, Microsoft was wrestling with it,
[00:16:48.720 --> 00:16:50.080]   Apple is wrestling with it,
[00:16:50.080 --> 00:16:51.560]   Google is off and on with it,
[00:16:51.560 --> 00:16:53.200]   but it's gonna have to be answered
[00:16:53.200 --> 00:16:55.600]   and it can't be just like, I'm a Canadian
[00:16:55.600 --> 00:16:57.800]   and I certainly don't want my data stored in the US,
[00:16:57.800 --> 00:16:59.160]   but frankly, anymore.
[00:16:59.160 --> 00:17:01.000]   So I don't know what we're all gonna do.
[00:17:01.000 --> 00:17:01.840]   - Right.
[00:17:03.000 --> 00:17:06.120]   You know, there's another data point to toss in there,
[00:17:06.120 --> 00:17:07.200]   which is Twitter.
[00:17:07.200 --> 00:17:13.560]   And Twitter, let's think back to the glorious Arab Spring
[00:17:13.560 --> 00:17:20.600]   where it seemed like Twitter was doing an amazing job
[00:17:20.600 --> 00:17:26.400]   of mobilizing the forces of the people
[00:17:26.400 --> 00:17:31.240]   to rise up and demand democracy in their countries.
[00:17:31.240 --> 00:17:34.760]   And as we learned, I think just in the last week or two,
[00:17:34.760 --> 00:17:39.040]   that a lot of that data was being siphoned away
[00:17:39.040 --> 00:17:44.040]   that a Twitter employee had actually been recruited
[00:17:44.040 --> 00:17:48.080]   by like the Saudi intelligence services
[00:17:48.080 --> 00:17:53.080]   to hand over the names and identifying details
[00:17:53.080 --> 00:17:57.920]   of people who were running anonymous
[00:17:57.920 --> 00:18:02.080]   or pseudonymous accounts that were involved
[00:18:02.080 --> 00:18:06.560]   in actions that were against the state.
[00:18:06.560 --> 00:18:09.960]   And so, you know, so at the time,
[00:18:09.960 --> 00:18:15.360]   all of the talk of Twitter was,
[00:18:15.360 --> 00:18:18.440]   look what a force for good Twitter is being here.
[00:18:18.440 --> 00:18:22.280]   And now years later with the benefit of hindsight,
[00:18:22.280 --> 00:18:24.520]   we look back on this and say, you know,
[00:18:24.520 --> 00:18:28.800]   how many people were arrested, imprisoned,
[00:18:28.800 --> 00:18:33.560]   and possibly executed as the result of all of that stuff.
[00:18:33.560 --> 00:18:37.200]   It really, you know, Renee is right.
[00:18:37.200 --> 00:18:40.720]   Encryption for a lot of this stuff is really crucial,
[00:18:40.720 --> 00:18:44.440]   but there's more to it than that.
[00:18:44.440 --> 00:18:48.680]   Identity is as important as anything.
[00:18:48.680 --> 00:18:51.120]   'Cause even if they can't see the content
[00:18:51.120 --> 00:18:53.960]   of what you're doing, if they can see the metadata
[00:18:53.960 --> 00:18:58.960]   or if they can see your account information
[00:18:58.960 --> 00:19:03.160]   and associate that with communications between point A
[00:19:03.160 --> 00:19:06.140]   and point B, you can get in a lot of trouble.
[00:19:06.140 --> 00:19:11.120]   - It's really been a terrible week for Silicon Valley.
[00:19:11.120 --> 00:19:11.960]   Yeah.
[00:19:11.960 --> 00:19:14.200]   In so many respects, there's of course,
[00:19:14.200 --> 00:19:16.920]   the debate over the Pentagon's $10 billion
[00:19:16.920 --> 00:19:19.320]   Jedi Cloud contract.
[00:19:19.320 --> 00:19:22.480]   Google said, well, we're not gonna bid on it.
[00:19:22.480 --> 00:19:24.320]   Amazon is likely to get it.
[00:19:24.320 --> 00:19:29.000]   Amazon employees have signed petitions saying,
[00:19:29.000 --> 00:19:32.160]   Amazon shouldn't be selling face recognition tech to police.
[00:19:32.160 --> 00:19:34.520]   Many employees say Amazon shouldn't be bidding
[00:19:34.520 --> 00:19:36.400]   on this cloud contract.
[00:19:36.400 --> 00:19:40.480]   Jeff Bezos said, I'm happy to bid on this contract.
[00:19:40.480 --> 00:19:42.720]   And you know, in a way, I can't exactly,
[00:19:42.720 --> 00:19:47.520]   he says sometimes one of the jobs of senior leadership
[00:19:47.520 --> 00:19:50.240]   is to make the right decision, even when that's unpopular.
[00:19:50.240 --> 00:19:52.520]   If big tech companies are gonna turn their back
[00:19:52.520 --> 00:19:54.600]   on the US Department of Defense,
[00:19:54.600 --> 00:19:55.960]   this country is gonna be in trouble.
[00:19:55.960 --> 00:19:59.280]   And actually, I thought that was a compelling argument.
[00:19:59.280 --> 00:20:02.800]   So we, this stuff is so tough.
[00:20:02.800 --> 00:20:05.680]   And of course, Silicon Valley is under a microscope.
[00:20:05.680 --> 00:20:08.880]   Everybody's looking at what Silicon Valley does.
[00:20:08.880 --> 00:20:11.760]   And I honestly feel like there's nothing,
[00:20:11.760 --> 00:20:14.720]   it's almost nothing these big companies can do
[00:20:14.720 --> 00:20:18.040]   that's gonna not put them under further scrutiny.
[00:20:18.040 --> 00:20:19.920]   Take the contract or not.
[00:20:19.920 --> 00:20:22.800]   Text becomes so central to everything we do.
[00:20:22.800 --> 00:20:24.960]   - Right, it's part of the mainstream now, isn't it?
[00:20:24.960 --> 00:20:25.800]   - Yeah.
[00:20:25.800 --> 00:20:29.960]   - It is intrinsic in every part of business,
[00:20:29.960 --> 00:20:31.080]   in every part of government,
[00:20:31.080 --> 00:20:32.600]   in every part of healthcare.
[00:20:32.600 --> 00:20:36.360]   And it's become that way, you know, so quickly,
[00:20:36.360 --> 00:20:38.600]   almost overnight, right, in a matter of decades.
[00:20:38.600 --> 00:20:40.880]   I mean, all of us, obviously,
[00:20:40.880 --> 00:20:43.280]   you've been talking about this story for a long time,
[00:20:43.280 --> 00:20:46.240]   knew it was coming, have seen parts of it happen.
[00:20:46.240 --> 00:20:48.600]   But we're at the point where it has gotten
[00:20:48.600 --> 00:20:51.880]   mission critical everywhere and part of everything.
[00:20:51.880 --> 00:20:56.000]   And so it's now, there are problems
[00:20:56.000 --> 00:20:59.320]   and the tech industry's been so focused on innovation
[00:20:59.320 --> 00:21:02.120]   specifically for the past several decades,
[00:21:02.120 --> 00:21:05.080]   three or four decades, so little on privacy,
[00:21:05.080 --> 00:21:06.720]   so little on security.
[00:21:06.720 --> 00:21:10.000]   And now, and while things are better
[00:21:10.000 --> 00:21:11.840]   and there's more attention to those things
[00:21:11.840 --> 00:21:14.160]   in the last, say, five years,
[00:21:14.160 --> 00:21:17.280]   there's still a lot of things out there
[00:21:17.280 --> 00:21:21.960]   that are not, you know, up to snuff.
[00:21:21.960 --> 00:21:23.440]   And we're paying the price for it.
[00:21:23.440 --> 00:21:26.240]   We have a huge technical debt to pay
[00:21:26.240 --> 00:21:28.720]   in cybersecurity and privacy.
[00:21:28.720 --> 00:21:31.040]   And it's gonna take, you know,
[00:21:31.040 --> 00:21:33.880]   it's gonna take decades to get it right
[00:21:33.880 --> 00:21:36.360]   because it's taken that long to, you know,
[00:21:36.360 --> 00:21:40.080]   build all of these things so that those are not
[00:21:40.080 --> 00:21:45.000]   a natural part of, an intrinsic part of the world
[00:21:45.000 --> 00:21:46.960]   that we've built with technology.
[00:21:46.960 --> 00:21:49.840]   - It's funny, Ed and I, and I guess you too, Jason
[00:21:49.840 --> 00:21:52.680]   and Renee, I've been covering this for so long.
[00:21:52.680 --> 00:21:54.840]   And when I first started covering tech,
[00:21:54.840 --> 00:21:58.400]   it was just a narrow slice of the economy,
[00:21:58.400 --> 00:22:00.200]   it was a narrow slice of the world.
[00:22:00.200 --> 00:22:02.920]   And these decisions didn't carry much weight
[00:22:02.920 --> 00:22:05.520]   all of a sudden because it's so important,
[00:22:05.520 --> 00:22:08.440]   these decisions carry huge weight.
[00:22:08.440 --> 00:22:10.360]   And it's hard to know what's right.
[00:22:10.360 --> 00:22:11.720]   - And they were different companies, right?
[00:22:11.720 --> 00:22:12.960]   They were Oracle, they weren't Amazon,
[00:22:12.960 --> 00:22:14.200]   they weren't the company you bought from
[00:22:14.200 --> 00:22:15.160]   that was making these systems.
[00:22:15.160 --> 00:22:16.760]   It was companies you maybe had a parent
[00:22:16.760 --> 00:22:17.920]   or uncle who worked for.
[00:22:17.920 --> 00:22:19.160]   - Right.
[00:22:19.160 --> 00:22:22.400]   - Well, and there's another thing too,
[00:22:22.400 --> 00:22:25.680]   to add, I agree completely with what Jason said
[00:22:25.680 --> 00:22:29.200]   and I will add that right now,
[00:22:29.200 --> 00:22:34.200]   most of the technical and ethical decisions
[00:22:34.200 --> 00:22:38.880]   are being made by engineers in Silicon Valley,
[00:22:38.880 --> 00:22:42.040]   even though there's a huge political component to them.
[00:22:42.040 --> 00:22:44.800]   And at least in the Western world,
[00:22:44.800 --> 00:22:48.560]   the two largest powers,
[00:22:48.560 --> 00:22:51.600]   the United States and the United Kingdom
[00:22:51.600 --> 00:22:56.600]   are basically so consumed with self-destructive,
[00:22:56.600 --> 00:22:59.920]   internal problems that nobody,
[00:22:59.920 --> 00:23:04.480]   nobody is offering the slightest bit of leadership
[00:23:04.480 --> 00:23:05.760]   on these issues.
[00:23:05.760 --> 00:23:12.200]   Probably the one force in the Western economies
[00:23:12.200 --> 00:23:15.040]   that's offering anything there is Germany.
[00:23:15.040 --> 00:23:17.440]   And the reason that Germany is doing that
[00:23:17.440 --> 00:23:20.720]   is because of the unfortunate history that they have
[00:23:20.720 --> 00:23:25.920]   from both from the Nazi times,
[00:23:25.920 --> 00:23:29.920]   but also more recently from East Germany,
[00:23:29.920 --> 00:23:34.920]   where they've baked privacy into their constitution,
[00:23:34.920 --> 00:23:39.640]   into their government and into their culture.
[00:23:39.640 --> 00:23:44.240]   And even there, there's a struggle
[00:23:44.240 --> 00:23:48.480]   to still come to terms with a lot of the technical decisions
[00:23:48.480 --> 00:23:49.320]   that are happening there.
[00:23:49.320 --> 00:23:54.120]   So when you have this huge interlocking problem
[00:23:54.120 --> 00:23:56.840]   of technology and politics,
[00:23:56.840 --> 00:23:59.080]   and yet the political leadership
[00:23:59.080 --> 00:24:01.520]   is almost completely lacking on this,
[00:24:01.520 --> 00:24:06.280]   and that fundamentally is the problem, I think.
[00:24:06.280 --> 00:24:07.120]   - It's true as well.
[00:24:07.120 --> 00:24:09.280]   - You do have to admire, sorry Rene,
[00:24:09.280 --> 00:24:10.520]   I just wanted a quick thing.
[00:24:10.520 --> 00:24:14.880]   You do have to admire Tim Cook and his remarks,
[00:24:14.880 --> 00:24:16.480]   where we started this conversation.
[00:24:16.480 --> 00:24:21.040]   It is self-serving, Apple has played its hand
[00:24:21.040 --> 00:24:25.560]   where it's not being Amazon or Facebook or Google
[00:24:25.560 --> 00:24:27.360]   and making all of this money off of data,
[00:24:27.360 --> 00:24:29.000]   which is a goldmine.
[00:24:29.000 --> 00:24:33.200]   And ultimately, all of those companies will eclipse Apple
[00:24:33.200 --> 00:24:38.120]   in monetarily and in market share and those things.
[00:24:38.120 --> 00:24:40.920]   Because of that, the writing knows it's on the wall,
[00:24:40.920 --> 00:24:44.120]   but where Apple has put its,
[00:24:44.120 --> 00:24:47.400]   it's stake in the ground, is on privacy.
[00:24:47.400 --> 00:24:49.680]   It doesn't have the data operations
[00:24:49.680 --> 00:24:51.000]   that the other companies have,
[00:24:51.000 --> 00:24:55.360]   and it's put its stake in the ground with its products there.
[00:24:55.360 --> 00:24:58.160]   So it is self-serving, but still you have to admire
[00:24:58.160 --> 00:25:00.440]   Tim Cook for showing some leadership
[00:25:00.440 --> 00:25:02.080]   because we have to, at its point,
[00:25:02.080 --> 00:25:04.640]   a huge vacuum in leadership on these things,
[00:25:04.640 --> 00:25:06.080]   and we need it in the public world
[00:25:06.080 --> 00:25:08.320]   as well as the private world.
[00:25:08.320 --> 00:25:11.280]   - Well, here's a site you might enjoy.
[00:25:11.280 --> 00:25:13.240]   I don't know, I'm gonna have to say an adult word
[00:25:13.240 --> 00:25:15.680]   to say this site's URL.
[00:25:15.680 --> 00:25:19.560]   We can bloop it off Google.de.
[00:25:19.560 --> 00:25:21.720]   Don't let Google take over Berlin.
[00:25:21.720 --> 00:25:24.560]   Google plans to implant a Google campus in Kreitzburg,
[00:25:24.560 --> 00:25:27.280]   Berlin, we, as a decentralized network of people
[00:25:27.280 --> 00:25:30.200]   want to keep our lives and space is free
[00:25:30.200 --> 00:25:33.080]   from this law and tax evading company
[00:25:33.080 --> 00:25:35.760]   that's building a dystopian future.
[00:25:35.760 --> 00:25:37.080]   - This campaign succeeded.
[00:25:37.080 --> 00:25:37.920]   - More on our wiki.
[00:25:37.920 --> 00:25:40.360]   - This campaign succeeded.
[00:25:40.360 --> 00:25:44.000]   Google has decided not to open that.
[00:25:44.000 --> 00:25:45.920]   - It's super interesting to me
[00:25:45.920 --> 00:25:47.800]   because we can't all afford everything.
[00:25:47.800 --> 00:25:49.520]   We want a lot of things, but we can't all afford them,
[00:25:49.520 --> 00:25:50.880]   but we're all data billionaires.
[00:25:50.880 --> 00:25:52.360]   We're all equally data rich.
[00:25:52.360 --> 00:25:53.440]   It's the great equalizer,
[00:25:53.440 --> 00:25:56.080]   and we can get all these data subsidized products,
[00:25:56.080 --> 00:25:57.600]   but we have different expectations.
[00:25:57.600 --> 00:26:00.000]   Like we know, we can, we give Google our selfies,
[00:26:00.000 --> 00:26:02.120]   and it gives us amazing Google photos,
[00:26:02.120 --> 00:26:03.360]   but we probably don't think about them
[00:26:03.360 --> 00:26:05.040]   using that for military drone strikes.
[00:26:05.040 --> 00:26:07.120]   And when we hear that, it's not the deal
[00:26:07.120 --> 00:26:09.280]   we feel like we signed up for.
[00:26:09.280 --> 00:26:11.320]   Our expectations get suddenly out of whack,
[00:26:11.320 --> 00:26:13.520]   or we hear with Amazon and law enforcement.
[00:26:13.520 --> 00:26:15.920]   And it's gonna, I think, have to result
[00:26:15.920 --> 00:26:18.040]   in a lot more disclosure and a lot more
[00:26:18.040 --> 00:26:19.560]   sort of sobering of our community,
[00:26:19.560 --> 00:26:21.240]   'cause it really is no free.
[00:26:21.240 --> 00:26:23.320]   We're just, we are giving them our selfies,
[00:26:23.320 --> 00:26:25.760]   and they're gonna monetize that some way.
[00:26:25.760 --> 00:26:31.400]   - To paraphrase, or actually not, to quote Charles Dickens,
[00:26:31.400 --> 00:26:33.040]   it's the best of times.
[00:26:33.040 --> 00:26:34.280]   It's the worst of times.
[00:26:34.280 --> 00:26:35.120]   - It really, really is.
[00:26:35.120 --> 00:26:36.840]   - It's a really interesting mix,
[00:26:36.840 --> 00:26:38.320]   and it's a very challenging one.
[00:26:38.320 --> 00:26:39.600]   We're gonna talk, we're gonna take a break,
[00:26:39.600 --> 00:26:43.880]   talk about the biggest software acquisition in history,
[00:26:43.880 --> 00:26:47.160]   which just broke hours ago, and it's kind of a stutter,
[00:26:47.160 --> 00:26:49.120]   and you guys are gonna have to explain to me
[00:26:49.120 --> 00:26:50.040]   what's going on here.
[00:26:50.040 --> 00:26:53.440]   But first a word from word press.
[00:26:53.440 --> 00:26:56.440]   If you don't have a website, you ought to make one.
[00:26:56.440 --> 00:26:59.760]   I think it's increasingly obvious that merely existing
[00:26:59.760 --> 00:27:02.560]   on social media, having a Facebook page or a Twitter feed
[00:27:02.560 --> 00:27:03.880]   is not enough.
[00:27:03.880 --> 00:27:06.840]   If you're a, even if you're a teenager in high school,
