
[00:00:00.000 --> 00:00:01.180]   (upbeat music)
[00:12:57.900 --> 00:13:01.220]   And the only reason I'm a little skeptical is because remember the broggy dash, which
[00:13:01.220 --> 00:13:03.340]   was the kickstarter for Bluetooth headphones.
[00:13:03.340 --> 00:13:04.340]   Also $300.
[00:13:04.340 --> 00:13:08.980]   Yeah, and they did a lot more except that when you got them, they didn't do much.
[00:13:08.980 --> 00:13:11.140]   Everybody I know who ordered them has put them in.
[00:13:11.140 --> 00:13:13.100]   Battery life on all these products is terrible.
[00:13:13.100 --> 00:13:14.100]   Terrible.
[00:13:14.100 --> 00:13:16.300]   Three hours, four hours max.
[00:13:16.300 --> 00:13:18.140]   But I'm excited about the future of that.
[00:13:18.140 --> 00:13:22.700]   I really think that having a lot of processing power in your ears and wearing those things
[00:13:22.700 --> 00:13:27.420]   all the time is going to be pretty great in some unexpected ways.
[00:13:27.420 --> 00:13:30.020]   It is not, however, why Apple is removing the headphones from the headphones.
[00:13:30.020 --> 00:13:31.020]   No, it is not.
[00:13:31.020 --> 00:13:32.020]   No, it is not.
[00:13:32.020 --> 00:13:33.020]   Will they do that, Roberto?
[00:13:33.020 --> 00:13:34.660]   You work at Engadget.
[00:13:34.660 --> 00:13:36.580]   You have to deal with this in some way.
[00:13:36.580 --> 00:13:37.580]   I mean, they might.
[00:13:37.580 --> 00:13:38.580]   Who knows?
[00:13:38.580 --> 00:13:39.580]   It's Apple.
[00:13:39.580 --> 00:13:40.580]   And the thing is that people keep bringing it up.
[00:13:40.580 --> 00:13:42.580]   Well, you know what, we have all these ports on our computers.
[00:13:42.580 --> 00:13:45.740]   Well, the audio jack is essentially a computer port.
[00:13:45.740 --> 00:13:46.740]   It's an audio jack.
[00:13:46.740 --> 00:13:49.380]   It's a jack that's used by millions of products.
[00:13:49.380 --> 00:13:55.380]   Everything from sound boards to tape players to everything uses that audio jack.
[00:13:55.380 --> 00:14:00.420]   And then to remove that, you're basically giving the middle finger to an entire industry
[00:14:00.420 --> 00:14:04.220]   that's been set up for, I don't even know how long I'll do it.
[00:14:04.220 --> 00:14:06.260]   Are you familiar with Apple?
[00:14:06.260 --> 00:14:08.420]   The middle finger to the entire industry is what they do.
[00:14:08.420 --> 00:14:14.180]   But you're also giving the middle finger to millions of users because if I get a phone
[00:14:14.180 --> 00:14:16.500]   and I'm paying $20 a month, I can afford that.
[00:14:16.500 --> 00:14:18.700]   I'm not making a lot of money, but I want a smartphone.
[00:14:18.700 --> 00:14:19.700]   Everyone has a smartphone.
[00:14:19.700 --> 00:14:20.700]   How do you get your jobs?
[00:14:20.700 --> 00:14:23.660]   Everyone's computer for the most part.
[00:14:23.660 --> 00:14:24.660]   These mobile phones.
[00:14:24.660 --> 00:14:27.620]   And they say, "Okay, here's your computer that you can buy from us."
[00:14:27.620 --> 00:14:31.860]   But all the things that you've been using since you were born to listen to music, you
[00:14:31.860 --> 00:14:33.260]   can't use those anymore.
[00:14:33.260 --> 00:14:37.980]   We want you to use whatever insane beats headphones we have.
[00:14:37.980 --> 00:14:41.860]   And then we'll give it to maybe some third parties, we'll license it, and then give
[00:14:41.860 --> 00:14:44.460]   some control over who, what will work and what will not work.
[00:14:44.460 --> 00:14:48.220]   If the next iPhone doesn't, none of them have audio jack.
[00:14:48.220 --> 00:14:49.460]   I'm not buying an iPhone anymore.
[00:14:49.460 --> 00:14:50.460]   I think that's fair.
[00:14:50.460 --> 00:14:51.460]   And I do.
[00:14:51.460 --> 00:14:52.460]   And that's a real thing.
[00:14:52.460 --> 00:14:53.460]   Damn it.
[00:14:53.460 --> 00:14:54.460]   I'm in a band.
[00:14:54.460 --> 00:14:56.180]   I use that audio jack for a lot of stuff.
[00:14:56.180 --> 00:14:57.180]   I use it to record.
[00:14:57.180 --> 00:14:58.180]   Well, you're a musician.
[00:14:58.180 --> 00:14:59.180]   There you go.
[00:14:59.180 --> 00:15:00.180]   There you go.
[00:15:00.180 --> 00:15:01.180]   Yeah.
[00:15:01.180 --> 00:15:02.180]   And yeah, it's ridiculous.
[00:15:02.180 --> 00:15:03.820]   And if they're doing it, they've already done it.
[00:15:03.820 --> 00:15:05.180]   If they're not doing it, then yeah.
[00:15:05.180 --> 00:15:08.020]   But watch, because I don't think, was it Buzzfeed or Business Week?
[00:15:08.020 --> 00:15:10.620]   It might even have been Business Week.
[00:15:10.620 --> 00:15:14.780]   The storyline that this is innovation, that's what Apple's going to say.
[00:15:14.780 --> 00:15:18.660]   We're innovating by taking out that phone chat.
[00:15:18.660 --> 00:15:22.740]   The deletion of some formats of storage and data transmission is good over time.
[00:15:22.740 --> 00:15:25.260]   We kept all the ports we've ever had over the history of the computers.
[00:15:25.260 --> 00:15:26.540]   This was a Gruber said.
[00:15:26.540 --> 00:15:28.100]   He got rid of the floppy drive.
[00:15:28.100 --> 00:15:29.100]   That's not the same.
[00:15:29.100 --> 00:15:30.900]   But I don't think it's the same thing.
[00:15:30.900 --> 00:15:32.140]   It's totally not the same thing.
[00:15:32.140 --> 00:15:34.140]   Delevinging floppy drives was the same thing.
[00:15:34.140 --> 00:15:36.260]   That was a very good move in the iMac.
[00:15:36.260 --> 00:15:37.260]   But this is different.
[00:15:37.260 --> 00:15:41.380]   I was even like, oh, you got rid of 30-pin port and we have a smaller port that's reversible.
[00:15:41.380 --> 00:15:42.940]   Yeah, totally fine with that.
[00:15:42.940 --> 00:15:43.940]   Well, that's the main reason.
[00:15:43.940 --> 00:15:44.940]   Because it's the main reason.
[00:15:44.940 --> 00:15:48.580]   It's still using USB, getting rid of serial ports, can roll.
[00:15:48.580 --> 00:15:49.580]   Great.
[00:15:49.580 --> 00:15:50.580]   I totally understand it.
[00:15:50.580 --> 00:15:52.860]   The audio port is not a computer port.
[00:15:52.860 --> 00:15:54.260]   It's a universal port.
[00:15:54.260 --> 00:15:55.820]   That's why they want to get rid of it.
[00:15:55.820 --> 00:15:56.820]   They can't control it.
[00:15:56.820 --> 00:15:57.820]   Exactly.
[00:15:57.820 --> 00:16:00.180]   More than that, they can't sell you license to use.
[00:16:00.180 --> 00:16:02.220]   They also can't fully waterproof the iPhone.
[00:16:02.220 --> 00:16:04.220]   Oh, that would be a good reason.
[00:16:04.220 --> 00:16:05.580]   Yeah, I think- Wait a minute.
[00:16:05.580 --> 00:16:07.700]   My Samsung Galaxy has them in his waterproof.
[00:16:07.700 --> 00:16:08.700]   It has their head phone chat.
[00:16:08.700 --> 00:16:09.700]   Sony has their phone chat.
[00:16:09.700 --> 00:16:10.700]   Yeah, and it doesn't even have-
[00:16:10.700 --> 00:16:11.700]   It just makes it easier.
[00:16:11.700 --> 00:16:14.340]   It simplifies the phone, really.
[00:16:14.340 --> 00:16:15.340]   They want to be thinner.
[00:16:15.340 --> 00:16:17.340]   They want to do all this Apple-y stuff that people-
[00:16:17.340 --> 00:16:18.340]   No, but that's another thing.
[00:16:18.340 --> 00:16:19.340]   They don't need a thinner phone.
[00:16:19.340 --> 00:16:21.900]   I need more battery life.
[00:16:21.900 --> 00:16:22.900]   I don't need a thinner phone.
[00:16:22.900 --> 00:16:23.900]   Make it thicker.
[00:16:23.900 --> 00:16:24.900]   Give me more battery life.
[00:16:24.900 --> 00:16:25.900]   This has been enough.
[00:16:25.900 --> 00:16:26.900]   This is definitely-
[00:16:26.900 --> 00:16:27.900]   How much more space do you need to go to this?
[00:16:27.900 --> 00:16:30.300]   Well, the funny thing is people, Apple doesn't fire.
[00:16:30.300 --> 00:16:31.740]   They want a more battery life.
[00:16:31.740 --> 00:16:33.340]   They put- No, I want more-
[00:16:33.340 --> 00:16:36.140]   By the way, you guys are all three of you using iPhones.
[00:16:36.140 --> 00:16:38.340]   I'm using iPhone as soon as they go to-
[00:16:38.340 --> 00:16:40.340]   I'm like, well, I'm using an iPhone.
[00:16:40.340 --> 00:16:41.340]   It's just the last iPhone.
[00:16:41.340 --> 00:16:42.340]   Looks just like the iPhone.
[00:16:42.340 --> 00:16:43.340]   That's fine.
[00:16:43.340 --> 00:16:44.340]   It's a rectangle.
[00:16:44.340 --> 00:16:45.340]   There's all your iPhones.
[00:16:45.340 --> 00:16:48.780]   I like my 2007 vintage iOS.
[00:16:48.780 --> 00:16:49.780]   Oh, that's sweet.
[00:16:49.780 --> 00:16:50.780]   You're using-
[00:16:50.780 --> 00:16:52.780]   No, it just doesn't change since 2007.
[00:16:52.780 --> 00:16:53.780]   That is true.
[00:16:53.780 --> 00:16:56.780]   By the way, I don't know if Apple said this, but I think that it will-
[00:16:56.780 --> 00:17:02.620]   This will be the 10th anniversary iPhone because the iPhone was announced January 2007.
[00:17:02.620 --> 00:17:03.620]   Sounds right.
[00:17:03.620 --> 00:17:06.380]   It shipped in June 2007.
[00:17:06.380 --> 00:17:11.020]   So it's not going to be the iPhone that comes out in 2017 because that'll be nine months
[00:17:11.020 --> 00:17:12.020]   later.
[00:17:12.020 --> 00:17:14.440]   It will be the one they announced in September for October release.
[00:17:14.440 --> 00:17:16.040]   That will be the 10th anniversary iPhone.
[00:17:16.040 --> 00:17:18.040]   It will be like the 20th anniversary Mac.
[00:17:18.040 --> 00:17:19.040]   No one has-
[00:17:19.040 --> 00:17:20.800]   Yeah, I have one over there.
[00:17:20.800 --> 00:17:21.800]   No value.
[00:17:21.800 --> 00:17:22.800]   Has not kept its value well.
[00:17:22.800 --> 00:17:26.140]   Didn't give it value when it's sold.
[00:17:26.140 --> 00:17:29.340]   Apple is in a little tiff right now with Spotify.
[00:17:29.340 --> 00:17:32.420]   I'm actually interested in where you guys come down on this.
[00:17:32.420 --> 00:17:35.300]   I think there's two reasonable points of view.
[00:17:35.300 --> 00:17:41.000]   Spotify started the battle by complaining that Apple- they sent a letter to Apple's
[00:17:41.000 --> 00:17:46.500]   legal counsel saying that Apple is rejecting an update that Spotify has had waiting to
[00:17:46.500 --> 00:17:53.140]   be released in the iOS store causing "grave harm" to users by doing so.
[00:17:53.140 --> 00:17:56.460]   The letter says Apple and they released it publicly, of course.
[00:17:56.460 --> 00:18:00.220]   Apple won't approve the new version because Spotify doesn't use the company's billing
[00:18:00.220 --> 00:18:04.940]   method for in-app purchases and subscription services.
[00:18:04.940 --> 00:18:11.240]   Apple did say that, well, Apple's response to this is, "Well, we've always treated you
[00:18:11.240 --> 00:18:12.240]   this way.
[00:18:12.240 --> 00:18:14.320]   This is nothing new.
[00:18:14.320 --> 00:18:17.920]   We've always said that in fact Spotify charges three bucks a month if you buy it through
[00:18:17.920 --> 00:18:22.680]   Apple, which is actually kind of maddening.
[00:18:22.680 --> 00:18:26.200]   So in fact, Spotify will tell you, and one of the things Apple doesn't like will tell
[00:18:26.200 --> 00:18:28.320]   you, don't subscribe here.
[00:18:28.320 --> 00:18:34.200]   Well, Apple's response, and I'm paraphrasing, I assure you, is that we abuse everybody in
[00:18:34.200 --> 00:18:35.200]   exactly the same way.
[00:18:35.200 --> 00:18:37.700]   So why are you complaining about that?
[00:18:37.700 --> 00:18:39.340]   Yes, so we've always abused you this way.
[00:18:39.340 --> 00:18:45.660]   In a nutshell, they charge a 30-something percent premium for anybody who's selling stuff, but
[00:18:45.660 --> 00:18:48.660]   they don't charge themselves, and if they did it would be ridiculous, obviously.
[00:18:48.660 --> 00:18:53.500]   So everybody has a disadvantage against Apple, and they're right.
[00:18:53.500 --> 00:18:57.660]   I think what Spotify is doing, they're trying to force the issue into the public conversation
[00:18:57.660 --> 00:18:59.220]   because it really is unfair.
[00:18:59.220 --> 00:19:00.220]   Especially for subscriptions.
[00:19:00.220 --> 00:19:03.180]   Like in apps that just says, "Oh my God, I can understand it."
[00:19:03.180 --> 00:19:07.700]   But for subscription, the in-app purchase, okay, it's being stored on whatever random
[00:19:07.700 --> 00:19:11.620]   server Apple's going to use in Google, who cares.
[00:19:11.620 --> 00:19:16.460]   But for subscriptions, like an ongoing payment system, it doesn't seem fair, but everyone
[00:19:16.460 --> 00:19:18.060]   bought into it.
[00:19:18.060 --> 00:19:20.900]   And now they're like, "Well, you bought into it before."
[00:19:20.900 --> 00:19:24.820]   Well, they said the terms when there wasn't really an app store or app ecosystem in place,
[00:19:24.820 --> 00:19:29.020]   and so they could invent the rules that were the common methods that everyone could follow
[00:19:29.020 --> 00:19:30.020]   on.
[00:19:30.020 --> 00:19:32.940]   So I'm like, "Well, I'm going to buy into Spotify, saying how much money will I pay over these
[00:19:32.940 --> 00:19:33.940]   millions of users every month?
[00:19:33.940 --> 00:19:34.940]   That's just not reasonable."
[00:19:34.940 --> 00:19:37.980]   And I, given that Apple has more money, I land on Spotify's eggs.
[00:19:37.980 --> 00:19:39.340]   I like smaller business than bigger.
[00:19:39.340 --> 00:19:40.660]   Well, this is the problem.
[00:19:40.660 --> 00:19:46.980]   Spotify gets more than half of its customers through the app store, which means both cost
[00:19:46.980 --> 00:19:49.820]   the money, and they can't say goodbye to Apple.
[00:19:49.820 --> 00:19:51.180]   This is a big part of their business.
[00:19:51.180 --> 00:19:53.100]   Well, that's why I charge 13.
[00:19:53.100 --> 00:19:55.140]   So they're still getting there like 10 bucks.
[00:19:55.140 --> 00:19:57.100]   Well, this is what cost it.
[00:19:57.100 --> 00:20:00.540]   A Spotify launched a promotion.
[00:20:00.540 --> 00:20:03.260]   The second time they've done it, they said, "If you're new, get three months of service
[00:20:03.260 --> 00:20:08.220]   for a buck, but you can only get it if you sign up on the web."
[00:20:08.220 --> 00:20:12.900]   And Apple threatened, apparently, threatened to pull the app unless Spotify stopped pushing
[00:20:12.900 --> 00:20:14.900]   the deal for iPhone owners.
[00:20:14.900 --> 00:20:18.060]   This is from Billy Steel's Engadget article.
[00:20:18.060 --> 00:20:22.540]   Spotify compliant, but also nixed the iTunes billing option in the iOS version that they
[00:20:22.540 --> 00:20:27.260]   currently stalled, they took it out, and Apple says, "Well, you can't do that either."
[00:20:27.260 --> 00:20:28.260]   So it's about 100--
[00:20:28.260 --> 00:20:29.260]   That's what Amazon did, though, for a long time.
[00:20:29.260 --> 00:20:30.420]   And I think still does.
[00:20:30.420 --> 00:20:32.940]   You can't buy a book in the Kindle app.
[00:20:32.940 --> 00:20:35.460]   You have to go to the Kindle store on the web.
[00:20:35.460 --> 00:20:36.460]   Right, right.
[00:20:36.460 --> 00:20:37.460]   Same thing with Amazon streaming.
[00:20:37.460 --> 00:20:41.900]   You can't buy movies within it because they'd have to give a 30% vig to the Apple folks.
[00:20:41.900 --> 00:20:42.900]   Yeah, yeah, you have to go to the book.
[00:20:42.900 --> 00:20:45.060]   Like I find a book in the Kindle app, and I'm like, "Oh."
[00:20:45.060 --> 00:20:47.740]   Is Apple going to ban the Kindle app in the Amazon streaming?
[00:20:47.740 --> 00:20:50.740]   I mean, that may be part of the reason you don't have Amazon streaming on Apple TV.
[00:20:50.740 --> 00:20:53.100]   How do you put it in a wish list?
[00:20:53.100 --> 00:20:54.100]   Yeah, right.
[00:20:54.100 --> 00:20:58.580]   And then later you go on to your Amazon account on any other device in the world and you buy
[00:20:58.580 --> 00:20:59.580]   it.
[00:20:59.580 --> 00:21:04.180]   The reason this is for the complaint now, of course, is that Apple has a competing service.
[00:21:04.180 --> 00:21:08.900]   So it's even more in the interest to slow Spotify down a little bit.
[00:21:08.900 --> 00:21:09.900]   Yep.
[00:21:09.900 --> 00:21:12.900]   And they haven't been super successful against Spotify.
[00:21:12.900 --> 00:21:13.900]   Right.
[00:21:13.900 --> 00:21:19.540]   You know, Apple has dominated music since the early 2000s, and they just don't like it.
[00:21:19.540 --> 00:21:20.540]   They don't like it, Leo.
[00:21:20.540 --> 00:21:26.780]   They don't like another company sort of like doing a lot better on subscriptions and paid
[00:21:26.780 --> 00:21:29.620]   subscriptions than they are able to do.
