
[00:00:00.000 --> 00:00:02.000]   This week in time.
[01:01:24.780 --> 01:01:27.580]   Do you think we're about to see the same thing with video?
[01:01:27.580 --> 01:01:29.460]   Yeah, because more bandwidth.
[01:01:29.460 --> 01:01:31.740]   Well, guys, guys, take a step back from that.
[01:01:31.740 --> 01:01:36.700]   If you read the rest of the article that came from David, they're also losing money because
[01:01:36.700 --> 01:01:39.940]   they make about 10% of the amount of download.
[01:01:39.940 --> 01:01:42.940]   Oh, they claim that the numbers say they're making, they're saying they're saying they're
[01:01:42.940 --> 01:01:46.380]   on a download, they make up about 10% of what they do off of the DVD.
[01:01:46.380 --> 01:01:48.980]   They've done something grossly inflated price.
[01:01:48.980 --> 01:01:50.580]   They've done something stupid.
[01:01:50.580 --> 01:01:53.660]   No, this is called creative bookkeeping.
[01:01:53.660 --> 01:01:54.660]   Yeah.
[01:01:54.660 --> 01:01:55.660]   More likely.
[01:01:55.660 --> 01:01:56.660]   Anything.
[01:01:56.660 --> 01:01:58.300]   Well, I mean, it's 142% and you make less money.
[01:01:58.300 --> 01:02:00.940]   Yeah, you're stupid or you're lying.
[01:02:00.940 --> 01:02:03.180]   No, but guys, guys, guys, listen to me.
[01:02:03.180 --> 01:02:05.580]   CD sales are down.
[01:02:05.580 --> 01:02:08.220]   You know, individual track sales and all my downloads are on our own.
[01:02:08.220 --> 01:02:09.540]   CD sales are going to never go back up.
[01:02:09.540 --> 01:02:12.220]   They are going to go down until they go to zero.
[01:02:12.220 --> 01:02:13.220]   It's the end of the month.
[01:02:13.220 --> 01:02:17.140]   I know what I'm saying though, is they're used to scamming so much money out of people.
[01:02:17.140 --> 01:02:19.860]   DVD sales costs $2 to make, right?
[01:02:19.860 --> 01:02:20.860]   So their margins are small.
[01:02:20.860 --> 01:02:22.580]   And they're still, if you scam it.
[01:02:22.580 --> 01:02:24.700]   What does it cost them to make a digital decision?
[01:02:24.700 --> 01:02:26.300]   It's not $2 even.
[01:02:26.300 --> 01:02:27.980]   It's only about, it's less than $1.
[01:02:27.980 --> 01:02:30.580]   But what does it cost them to make a download?
[01:02:30.580 --> 01:02:31.580]   Zilch.
[01:02:31.580 --> 01:02:32.580]   Well, C-O-R-O.
[01:02:32.580 --> 01:02:36.180]   With distribution, the maintenance of the website.
[01:02:36.180 --> 01:02:38.020]   That's also Apple's got it.
[01:02:38.020 --> 01:02:39.540]   Apple's the one is not making any money.
[01:02:39.540 --> 01:02:42.500]   I guarantee you, the music industry is making a ton of money.
[01:02:42.500 --> 01:02:46.900]   No, what I'm saying though, is what the music industry says is they're making money, but
[01:02:46.900 --> 01:02:48.220]   they make less money off of it.
[01:02:48.220 --> 01:02:51.660]   They're claiming they make less money off of a digital track than they do off of a CD
[01:02:51.660 --> 01:02:52.660]   track.
[01:02:52.660 --> 01:02:53.660]   And you believe them?
[01:02:53.660 --> 01:02:58.220]   Actually, if you think about it, if it's a 10 song album and you pay 10 bucks on iTunes,
[01:02:58.220 --> 01:03:03.380]   they're going to rip you for $18 in CDs and half of the retail stores in North America.
[01:03:03.380 --> 01:03:06.780]   Well, the case I would make is that that business is going to die no matter what.
[01:03:06.780 --> 01:03:10.540]   So you guys can get 10 bucks or you get no bucks.
[01:03:10.540 --> 01:03:12.300]   You ain't going to get 18 bucks.
[01:03:12.300 --> 01:03:16.940]   I think we settled that.
[01:03:16.940 --> 01:03:18.980]   So let's get back to the question then.
[01:03:18.980 --> 01:03:22.540]   Is video the next frontier for this?
[01:03:22.540 --> 01:03:24.540]   It has to be.
[01:03:24.540 --> 01:03:27.460]   I'm going to disagree with this one.
[01:03:27.460 --> 01:03:29.620]   Of course, I'm disagreeing in the short term.
[01:03:29.620 --> 01:03:33.580]   I think video is the next frontier, but it's way out until we get better bandwidth in this
[01:03:33.580 --> 01:03:34.580]   country.
[01:03:34.580 --> 01:03:36.580]   It's falling behind.
[01:03:36.580 --> 01:03:38.620]   We're like 15th or worse in the world.
[01:03:38.620 --> 01:03:41.180]   Actually, we were up to 13th as of November.
[01:03:41.180 --> 01:03:42.180]   Oh, wow.
[01:03:42.180 --> 01:03:43.180]   But it still we're pretty pathetic.
[01:03:43.180 --> 01:03:44.180]   But it's interesting.
[01:03:44.180 --> 01:03:48.220]   Look how long it took for us to turn around from CDs to download the music.
[01:03:48.220 --> 01:03:50.020]   Look how quickly this video thing is happening.
[01:03:50.020 --> 01:03:51.500]   It's having much faster.
[01:03:51.500 --> 01:03:52.500]   Yeah.
[01:03:52.500 --> 01:03:56.140]   And it's going to saturate fast too, because there's not enough people with enough bandwidth
[01:03:56.140 --> 01:03:59.140]   to do it, you know, on mass.
[01:03:59.140 --> 01:04:00.860]   And there's one other problem, I think.
[01:04:00.860 --> 01:04:06.100]   And that is that everyone keeps going crazy about HD and HD looks fricking awesome.
[01:04:06.100 --> 01:04:08.660]   But that bandwidth that that requires is ridiculous.
[01:04:08.660 --> 01:04:12.940]   So if you get used to liking your HD, I don't think you're going to be able to find it on
[01:04:12.940 --> 01:04:15.060]   Google video or iTunes anytime soon.
[01:04:15.060 --> 01:04:17.820]   I mean, they can they can compress it and make it look like that.
[01:04:17.820 --> 01:04:19.740]   But the bandwidth they just can't do it.
[01:04:19.740 --> 01:04:20.740]   Isn't it?
[01:04:20.740 --> 01:04:21.740]   They're both happening at the same time.
[01:04:21.740 --> 01:04:26.780]   We're both moving to this lower quality streaming and downloadable video.
[01:04:26.780 --> 01:04:29.740]   And then this higher quality, you know, high definition video.
[01:04:29.740 --> 01:04:31.740]   Yeah, you know, it's a world wide.
[01:04:31.740 --> 01:04:33.820]   Leo, it's like a worldwide political trend.
[01:04:33.820 --> 01:04:35.700]   If you think about it, you have the EC and bulk.
[01:04:35.700 --> 01:04:38.220]   Andization taking place at the same time.
[01:04:38.220 --> 01:04:39.220]   Wow.
[01:04:39.220 --> 01:04:40.220]   Wow.
[01:04:40.220 --> 01:04:41.220]   I love profundity.
[01:04:41.220 --> 01:04:42.220]   I got it.
[01:04:42.220 --> 01:04:43.220]   I have to wrap my head out.
[01:04:43.220 --> 01:04:44.220]   You can write jeans down.
[01:04:44.220 --> 01:04:45.220]   Holy moly.
[01:04:45.220 --> 01:04:47.700]   That's going in the show notes.
[01:04:47.700 --> 01:04:49.700]   Let me go.
[01:04:49.700 --> 01:04:51.700]   The main world wide.
[01:04:51.700 --> 01:04:55.820]   EC and bulk andization at the same time.
[01:04:55.820 --> 01:04:56.820]   Maybe that is.
[01:04:56.820 --> 01:04:57.820]   Maybe you're right.
[01:04:57.820 --> 01:04:58.820]   Maybe there's a political thing going on here.
[01:04:58.820 --> 01:05:04.420]   Well, on the other hand, high fidelity music as we've talked about before is history.
[01:05:04.420 --> 01:05:07.900]   Everybody's moving towards low quality downloadable music formats.
[01:05:07.900 --> 01:05:11.860]   I myself hope that CDs, Lig, are on for a while.
[01:05:11.860 --> 01:05:16.020]   Well, anybody who wants to do multiple formats, so that I would violate the Digital Oneeum
[01:05:16.020 --> 01:05:21.620]   Copyright Act by cracking their audio so they can have it on four different systems or without
[01:05:21.620 --> 01:05:24.100]   buying a Sonos system or something.
[01:05:24.100 --> 01:05:27.140]   I mean, it's kind of, I don't know.
[01:05:27.140 --> 01:05:31.740]   I guess maybe that's the last best hope for the $18 CD is the copy protection and the
[01:05:31.740 --> 01:05:35.300]   low quality of a downloadable one will keep you from doing it.
[01:05:35.300 --> 01:05:37.740]   Well, it would be interesting to me to be enough.
[01:05:37.740 --> 01:05:41.780]   If you think about it this way, if Sony will buy into that horrible root kit pseudo copy
[01:05:41.780 --> 01:05:46.400]   protection they put on the disk, I'm sure they'll be willing to dump CDs to move everything
[01:05:46.400 --> 01:05:52.220]   to online and try to do some sort of rotating horrible copy encryption management system
[01:05:52.220 --> 01:05:56.220]   that has a proprietary player or something just as asinine.
[01:05:56.220 --> 01:05:58.380]   You just talked about your ebook reader.
[01:05:58.380 --> 01:06:00.940]   That's what you're talking about right there.
[01:06:00.940 --> 01:06:05.780]   And yeah, but the book reader, but they're saying what they're saying about the ebook
[01:06:05.780 --> 01:06:09.180]   reader is that it's going to actually, you're going to be able to import content into it.
[01:06:09.180 --> 01:06:11.580]   Yeah, but you'll have to go through that Sony program.
[01:06:11.580 --> 01:06:13.580]   Yeah, if it's Sony, it's baloney.
[01:06:13.580 --> 01:06:14.580]   Yeah, I agree.
[01:06:14.580 --> 01:06:19.020]   Sony makes the user program, even for PDFs and JPEGs, you'll have to go through the
[01:06:19.020 --> 01:06:20.020]   Sony program.
[01:06:20.020 --> 01:06:22.220]   Well, Apple makes you use iTunes.
[01:06:22.220 --> 01:06:24.060]   You know, and what do people do?
[01:06:24.060 --> 01:06:29.380]   They hack ways around that there's half dozen applications that, you know, there's a there's
[01:06:29.380 --> 01:06:32.180]   a there's a win amp plug in that'll actually allow you to contact.
[01:06:32.180 --> 01:06:33.620]   I got an idea.
[01:06:33.620 --> 01:06:39.220]   What topic number two, which is the E.C. and ball.
[01:06:39.220 --> 01:06:42.060]   Not really pretty much wrapped.
[01:06:42.060 --> 01:06:44.060]   I think CES is done.
[01:06:44.060 --> 01:06:49.900]   Now we're going to do a live show from the Zeeam Tuesday, the 10th.
[01:06:49.900 --> 01:06:52.580]   It'll be the evening of Tuesday, the 10th, the day.
[01:06:52.580 --> 01:06:54.460]   The evening of live or live to take?
[01:06:54.460 --> 01:06:58.220]   Well, live for the listeners, but live for us.
[01:06:58.220 --> 01:07:00.260]   We'll be in the Zeeam, which is a beautiful theater.
[01:07:00.260 --> 01:07:01.260]   Well, you see it.
[01:07:01.260 --> 01:07:03.140]   We have about 170 seats.
[01:07:03.140 --> 01:07:04.300]   I think they're all gone.
[01:07:04.300 --> 01:07:07.660]   In fact, I think we have a waiting list of about 75, but you may still be.
[01:07:07.660 --> 01:07:09.900]   Is that Tuesday, the 10th you're talking about?
[01:07:09.900 --> 01:07:10.900]   Tuesday.
[01:07:10.900 --> 01:07:12.460]   Wozniakle, join us.
[01:07:12.460 --> 01:07:15.900]   David Pogue is going to stop by and Chris Breen.
[01:07:15.900 --> 01:07:20.260]   And if any of you would like to come, it'll be seven o'clock.
[01:07:20.260 --> 01:07:21.820]   If it's 6.30, the door is open.
[01:07:21.820 --> 01:07:22.820]   It's 6, I think.
[01:07:22.820 --> 01:07:26.220]   But if you're not there by 6.30, we're going to start giving your seats away.
[01:07:26.220 --> 01:07:28.980]   And I think there'll be a little bit to talk about.
[01:07:28.980 --> 01:07:30.620]   I certainly hope so.
[01:07:30.620 --> 01:07:32.660]   Yeah, that would be nice.
[01:07:32.660 --> 01:07:36.180]   I want to thank the folks on AOL Radio and their podcast channel for broadcasting our
[01:07:36.180 --> 01:07:39.260]   show, and providing us for the bandwidth to bring you this show.
[01:07:39.260 --> 01:07:41.020]   Our BitTorrent servers will be coming back up.
[01:07:41.020 --> 01:07:44.700]   In fact, they should be back up by the time this makes air.
[01:07:44.700 --> 01:07:45.700]   So we'll have audio and video.
[01:07:45.700 --> 01:07:50.060]   And it'll take a little while for me to get all of the stuff back over, though.
[01:07:50.060 --> 01:07:52.940]   I have to see all of the old shows as well.
[01:07:52.940 --> 01:07:55.580]   But we'll get the new shows up right away.
[01:07:55.580 --> 01:07:58.340]   We've got a whole new dedicated server just for BitTorrent.
[01:07:58.340 --> 01:08:02.940]   And it's running very swift.
[01:08:02.940 --> 01:08:07.260]   So our final verdict on CES, so you're all going to go next year?
[01:08:07.260 --> 01:08:08.260]   Of course.
[01:08:08.260 --> 01:08:09.260]   I am.
[01:08:09.260 --> 01:08:12.580]   There's going to be three million square feet of exhibition space.
[01:08:12.580 --> 01:08:15.580]   I'm going to go again next year the same way I went this year.
[01:08:15.580 --> 01:08:16.580]   Me too.
[01:08:16.580 --> 01:08:18.740]   I'm going to be with John's house to have some more dough while we...
[01:08:18.740 --> 01:08:19.740]   The virtual sea.
[01:08:19.740 --> 01:08:21.340]   I think it's going to be more and more.
[01:08:21.340 --> 01:08:22.620]   I mean, look at it this time.
[01:08:22.620 --> 01:08:24.180]   I've never seen coverage like this online.
[01:08:24.180 --> 01:08:27.780]   I think there'll be less and less reason to go to CES every year.
[01:08:27.780 --> 01:08:30.980]   But as long as you guys slog it out, make sure you get some really good parties, most
[01:08:30.980 --> 01:08:32.900]   of which I missed.
[01:08:32.900 --> 01:08:34.460]   The Foo Fighters played for Motorola.
[01:08:34.460 --> 01:08:35.460]   Wow.
[01:08:35.460 --> 01:08:36.460]   Geez.
[01:08:36.460 --> 01:08:37.460]   Actually, I'm really pissed at Motorola's PR people.
[01:08:37.460 --> 01:08:40.500]   I had three other phones and a couple other items on the show on Thursday.
[01:08:40.500 --> 01:08:43.020]   They didn't tell me the Foo Fighters were playing at their party Thursday night.
[01:08:43.020 --> 01:08:44.180]   They didn't tell me about the party.
[01:08:44.180 --> 01:08:45.500]   Stevie Wonder on Friday night.
[01:08:45.500 --> 01:08:47.420]   Somebody tell me the who were playing Saturday night.
[01:08:47.420 --> 01:08:48.420]   Was that true?
[01:08:48.420 --> 01:08:49.420]   That should have been fried.
[01:08:49.420 --> 01:08:50.420]   I don't think so.
[01:08:50.420 --> 01:08:54.140]   There was a private event with Samsung with the who they were there.
[01:08:54.140 --> 01:08:57.140]   These Peacetownson and the other guy was there.
[01:08:57.140 --> 01:09:00.140]   And I think the Black Crows played for AMD, I believe.
[01:09:00.140 --> 01:09:01.140]   Yeah.
[01:09:01.140 --> 01:09:02.140]   Really?
[01:09:02.140 --> 01:09:03.140]   Wow.
[01:09:03.140 --> 01:09:06.220]   Yeah, it's a kid that would make a money if the serious parties are back.
[01:09:06.220 --> 01:09:07.220]   That must be.
[01:09:07.220 --> 01:09:10.980]   Yeah, that's a good sign the economy's coming around.
[01:09:10.980 --> 01:09:13.580]   And Tom Cruise and Danny DeVito were there.
[01:09:13.580 --> 01:09:15.700]   And Robert Williams was there.
[01:09:15.700 --> 01:09:17.260]   And Justin Timberlake.
[01:09:17.260 --> 01:09:21.700]   And Robin Williams was apparently really, really out of control.
[01:09:21.700 --> 01:09:22.940]   I heard it was very funny.
[01:09:22.940 --> 01:09:25.740]   Yeah, but they couldn't print any of it.
[01:09:25.740 --> 01:09:27.420]   Is that going to be on the stream?
[01:09:27.420 --> 01:09:29.660]   I mean, can we watch that on the stream or do they cut that?
[01:09:29.660 --> 01:09:33.860]   They wouldn't let us record it.
[01:09:33.860 --> 01:09:37.580]   They knew it was going to be score early.
[01:09:37.580 --> 01:09:38.580]   I love it.
[01:09:38.580 --> 01:09:39.580]   Mensa Boy.
[01:09:39.580 --> 01:09:42.420]   Yeah, Roger actually is the one that has the scoop on that one, Roger Chang.
[01:09:42.420 --> 01:09:43.420]   He called Larry Pader.
[01:09:43.420 --> 01:09:44.420]   He was there.
[01:09:44.420 --> 01:09:45.420]   Mensa Boy.
[01:09:45.420 --> 01:09:47.820]   I like that.
[01:09:47.820 --> 01:09:48.820]   Back to you, Mensa Boy.
[01:09:48.820 --> 01:09:49.820]   All right.
[01:09:49.820 --> 01:09:50.820]   Hey, thanks everybody.
[01:09:50.820 --> 01:09:52.340]   Another twit is in the can.
[01:09:52.340 --> 01:09:53.140]   We'll see you Tuesday.
[01:09:53.140 --> 01:10:21.340]   And there's Patrick's plane.
[01:10:21.340 --> 01:10:27.020]   Patrick, you'll be glad to hear my car was not stolen.
[01:10:27.020 --> 01:10:28.660]   It was not stolen.
[01:10:28.660 --> 01:10:31.820]   I was going to actually ask you whether or not a stolen.
[01:10:31.820 --> 01:10:33.420]   So what happened to poet?
[01:10:33.420 --> 01:10:35.180]   No, I was one block off.
[01:10:35.180 --> 01:10:36.180]   That's all.
[01:10:36.180 --> 01:10:38.460]   I thought my car was one block closer than it really was.
[01:10:38.460 --> 01:10:40.660]   I should have put this on me.
[01:10:40.660 --> 01:10:42.300]   Wait a minute.
[01:10:42.300 --> 01:10:43.300]   Where was that?
[01:10:43.300 --> 01:10:44.300]   Was that in Vegas?
[01:10:44.300 --> 01:10:47.460]   No, just last night I was coming home from out in the Mission District.
[01:10:47.460 --> 01:10:50.060]   My car was, I thought I parked my car one block closer.
[01:10:50.060 --> 01:10:54.140]   And there was the exact same little parking spot that was open with the same green little
[01:10:54.140 --> 01:10:55.900]   logo on the parking.
[01:10:55.900 --> 01:10:58.780]   So what kind of car are you driving?
[01:10:58.780 --> 01:11:00.620]   A Volvo C70.
[01:11:00.620 --> 01:11:02.060]   Very popular with the thieves.
[01:11:02.060 --> 01:11:06.980]   Oh yeah, those guys in the Mission Boy, those Volvos, they're high in their list.
[01:11:06.980 --> 01:11:08.580]   I was driving him up on the Impala.
[01:11:08.580 --> 01:11:10.980]   I was driving a white Lexus coupe.
[01:11:10.980 --> 01:11:12.620]   And it just disappeared.
[01:11:12.620 --> 01:11:14.620]   Didn't she help you look for it for her?
[01:11:14.620 --> 01:11:15.620]   I know.
[01:11:15.620 --> 01:11:16.620]   Who's she?
[01:11:16.620 --> 01:11:17.620]   The white Lexus coupe.
[01:11:17.620 --> 01:11:18.620]   The girl you were with?
[01:11:18.620 --> 01:11:19.620]   Mindy?
[01:11:19.620 --> 01:11:20.620]   Who's Mindy?
[01:11:20.620 --> 01:11:21.620]   Yeah, who's that?
[01:11:21.620 --> 01:11:22.620]   There's no one.
[01:11:22.620 --> 01:11:23.620]   Is she from Japan?
[01:11:23.620 --> 01:11:27.620]   No, she's not from Japan and that's a great change of subject.
[01:11:27.620 --> 01:11:29.620]   This is amazing.
[01:11:29.620 --> 01:11:36.620]   I should have paid attention.
[01:11:36.620 --> 01:11:44.620]   I don't know what I'm going to do.
[01:11:44.620 --> 01:11:45.620]   Too much work.
[01:11:45.620 --> 01:11:47.620]   The problem is, there's no limit.
[01:11:47.620 --> 01:11:50.620]   I'm going to do it.
[01:11:50.620 --> 01:11:51.620]   I'm going to do it.
[01:11:51.620 --> 01:11:52.620]   I'm going to do it.
[01:11:52.620 --> 01:11:53.620]   I'm going to do it.
[01:11:53.620 --> 01:11:54.620]   I'm going to do it.
[01:11:54.620 --> 01:11:55.620]   I'm going to do it.
[01:11:55.620 --> 01:11:56.620]   I'm going to do it.
[01:11:56.620 --> 01:11:57.620]   I'm going to do it.
[01:11:57.620 --> 01:11:58.620]   I'm going to do it.
[01:11:58.620 --> 01:11:59.620]   There's no limit.
[01:11:59.620 --> 01:12:00.620]   My server is completely collapsed.
[01:12:00.620 --> 01:12:02.620]   So here's the deal.
[01:12:02.620 --> 01:12:06.620]   I'm just trying to get the thing off, but I have a hell of a ton of blue screens.
[01:12:06.620 --> 01:12:07.620]   Like forget it.
[01:12:07.620 --> 01:12:08.620]   I'm killing you.
[01:12:08.620 --> 01:12:09.620]   I'm killing you.
[01:12:09.620 --> 01:12:10.620]   I'm killing you.
[01:12:10.620 --> 01:12:11.620]   I'm killing you.
[01:12:11.620 --> 01:12:12.620]   I'm killing you.
[01:12:12.620 --> 01:12:13.620]   I'm killing you.
[01:12:13.620 --> 01:12:14.620]   I'm killing you.
[01:12:14.620 --> 01:12:15.620]   I'm killing you.
[01:12:15.620 --> 01:12:16.620]   I'm killing you.
[01:12:16.620 --> 01:12:17.620]   I'm killing you.
[01:12:17.620 --> 01:12:18.620]   I'm killing you.
[01:12:18.620 --> 01:12:19.620]   I'm killing you.
[01:12:19.620 --> 01:12:20.620]   I'm killing you.
[01:12:20.620 --> 01:12:21.620]   I'm killing you.
[01:12:21.620 --> 01:12:22.620]   I'm killing you.
[01:12:22.620 --> 01:12:23.620]   I'm killing you.
[01:12:23.620 --> 01:12:24.620]   I'm killing you.
[01:12:24.620 --> 01:12:25.620]   I'm killing you.
[01:12:25.620 --> 01:12:26.620]   I'm killing you.
[01:12:26.620 --> 01:12:27.620]   I'm killing you.
[01:12:27.620 --> 01:12:28.620]   I'm killing you.
[01:12:28.620 --> 01:12:29.620]   I'm killing you.
[01:12:29.620 --> 01:12:30.620]   I'm killing you.
[01:12:30.620 --> 01:12:31.620]   I'm killing you.
[01:12:31.620 --> 01:12:32.620]   I'm killing you.
[01:12:32.620 --> 01:12:33.620]   I'm killing you.
[01:12:33.620 --> 01:12:34.620]   I'm killing you.
[01:12:34.620 --> 01:12:35.620]   I'm killing you.
[01:12:35.620 --> 01:12:36.620]   I'm killing you.
[01:12:36.620 --> 01:12:37.620]   I'm killing you.
[01:12:37.620 --> 01:12:38.620]   I'm killing you.
[01:12:38.620 --> 01:12:39.620]   I'm killing you.
[01:12:39.620 --> 01:12:40.620]   I'm killing you.
[01:12:40.620 --> 01:12:41.620]   I'm killing you.
[01:12:41.620 --> 01:12:42.620]   I'm killing you.
[01:12:42.620 --> 01:12:43.620]   I'm killing you.
[01:12:43.620 --> 01:12:44.620]   I'm killing you.
[01:12:44.620 --> 01:12:45.620]   I'm killing you.
[01:12:45.620 --> 01:12:46.620]   I'm killing you.

