
[00:00:00.000 --> 00:00:02.000]   This Week in Time.
[01:00:20.240 --> 01:00:21.920]   No, you know, I know you don't.
[01:00:21.920 --> 01:00:22.920]   I never cut out the answer.
[01:00:22.920 --> 01:00:25.600]   I really like to shoot the breeze there at the end.
[01:00:25.600 --> 01:00:28.400]   You get that, really?
[01:00:28.400 --> 01:00:30.400]   Nobody said that to me yet, really?
[01:00:30.400 --> 01:00:31.960]   Like you're talking too much at the end?
[01:00:31.960 --> 01:00:34.480]   I figure people have tuned out by now.
[01:00:34.480 --> 01:00:36.400]   Most people, yeah, I have hung up by now.
[01:00:36.400 --> 01:00:38.600]   They're on this show today.
[01:00:38.600 --> 01:00:41.120]   I think they hung up really early.
[01:00:41.120 --> 01:00:44.920]   That's why I try to put the, you know, some really juicy gossipy stuff at the end.
[01:00:44.920 --> 01:00:45.920]   So keep them tuned.
[01:00:45.920 --> 01:00:46.920]   Cats pregnant.
[01:00:46.920 --> 01:00:48.840]   Yeah, it's official now.
[01:00:48.840 --> 01:00:50.800]   There's a big story.
[01:00:50.800 --> 01:00:52.000]   She put it on a blog.
[01:00:52.000 --> 01:00:53.000]   Oh, she did.
[01:00:53.000 --> 01:00:54.000]   Yeah.
[01:00:54.000 --> 01:00:56.000]   Along with a list of products she'd be showing up.
[01:00:56.000 --> 01:00:57.000]   Sorry.
[01:00:57.000 --> 01:00:58.000]   Sorry.
[01:00:58.000 --> 01:01:00.000]   What's your broadening?
[01:01:00.000 --> 01:01:03.000]   Catchwords.com/blog or no.
[01:01:03.000 --> 01:01:06.160]   Yeah, just go to .com and then you have to...
[01:01:06.160 --> 01:01:08.760]   It's kind of a strange interface.
[01:01:08.760 --> 01:01:10.680]   Baby gadgets and high-tech parents?
[01:01:10.680 --> 01:01:11.680]   Yeah.
[01:01:11.680 --> 01:01:12.680]   Let's stop.
[01:01:12.680 --> 01:01:19.720]   First comes love, then comes marriage, then comes baby in a high-tech baby carriage.
[01:01:19.720 --> 01:01:22.320]   Is Megan still doing her jumping monkeys with...
[01:01:22.320 --> 01:01:24.320]   I think she kind of stopped doing that.
[01:01:24.320 --> 01:01:25.320]   She's kind of busy.
[01:01:25.320 --> 01:01:26.320]   Wow.
[01:01:26.320 --> 01:01:28.080]   She's got a lot of products on here.
[01:01:28.080 --> 01:01:29.800]   Are these for sale?
[01:01:29.800 --> 01:01:30.800]   What's the deal?
[01:01:30.800 --> 01:01:31.800]   Did she get them for free?
[01:01:31.800 --> 01:01:34.520]   Because she put a link on there or what?
[01:01:34.520 --> 01:01:36.600]   The world's first hands-free breast pump.
[01:01:36.600 --> 01:01:39.360]   Hey, can we jump on some else?
[01:01:39.360 --> 01:01:41.720]   Are they looking for volunteers?
[01:01:41.720 --> 01:01:43.720]   We've really just revolted John.
[01:01:43.720 --> 01:01:46.680]   I think this is a first...
[01:01:46.680 --> 01:01:47.800]   I don't even see that on here.
[01:01:47.800 --> 01:01:48.800]   I'm looking at her home page.
[01:01:48.800 --> 01:01:53.520]   You've got to click the blog link, the blog thing, and then it's kind of a weird user interface.
[01:01:53.520 --> 01:01:54.520]   No, I see.
[01:01:54.520 --> 01:01:58.040]   Okay, so I really have no idea about breast pumps because I've never used one, but this
[01:01:58.040 --> 01:01:59.040]   looks really darn cool.
[01:01:59.040 --> 01:02:00.040]   No, Patrick, stop.
[01:02:00.040 --> 01:02:01.040]   Don't read the copy.
[01:02:01.040 --> 01:02:04.040]   Let's hope the pictures don't leak out again.
[01:02:04.040 --> 01:02:06.040]   How about this?
[01:02:06.040 --> 01:02:07.040]   How about this?
[01:02:07.040 --> 01:02:13.360]   We all wish Cat and Keith a painless as possible safe birthing process.
[01:02:13.360 --> 01:02:15.400]   Of course we wish that.
[01:02:15.400 --> 01:02:18.760]   Patrick, when is Patrick Norton Jr. coming along?
[01:02:18.760 --> 01:02:20.640]   Oh boy, that's coming soon.
[01:02:20.640 --> 01:02:21.640]   Oh yeah?
[01:02:21.640 --> 01:02:23.040]   Anything you want to share with us?
[01:02:23.040 --> 01:02:25.360]   I think it's a good to have a career for a little while.
[01:02:25.360 --> 01:02:26.360]   Okay.
[01:02:26.360 --> 01:02:27.280]   Now she's not selling any of this stuff.
[01:02:27.280 --> 01:02:28.280]   I'm looking at the URLs.
[01:02:28.280 --> 01:02:30.040]   There's no way that there's no way to...
[01:02:30.040 --> 01:02:31.800]   Dude, they're not tracking it.
[01:02:31.800 --> 01:02:32.800]   Yeah.
[01:02:32.800 --> 01:02:33.800]   Which is a mistake.
[01:02:33.800 --> 01:02:41.040]   How do you get the John Devorak model breast pump?
[01:02:41.040 --> 01:02:42.040]   Dead silencing.
[01:02:42.040 --> 01:02:43.040]   I'm just visualizing.
[01:02:43.040 --> 01:02:44.040]   No, I'm just visualizing.
[01:02:44.040 --> 01:02:46.560]   It's just like a thousand jokes just passed through the night.
[01:02:46.560 --> 01:02:48.720]   I'm thinking, "God, I can't say any of them."
[01:02:48.720 --> 01:02:51.800]   Because we know Leo won't edit it out.
[01:02:51.800 --> 01:02:56.840]   Has anybody heard any more about the origami, the portable device from Microsoft?
[01:02:56.840 --> 01:02:59.440]   There's like a weird sight that Microsoft seems to have owned.
[01:02:59.440 --> 01:03:00.440]   Yeah, I saw that.
[01:03:00.440 --> 01:03:01.440]   That's crazy.
[01:03:01.440 --> 01:03:02.600]   You see the little device that Engadget showing?
[01:03:02.600 --> 01:03:03.600]   No.
[01:03:03.600 --> 01:03:05.280]   They're saying it's a handheld.
[01:03:05.280 --> 01:03:10.200]   They're showing off pictures of mock-up or not mock-up, but actually hidden photos or
[01:03:10.200 --> 01:03:12.200]   something that somebody took from a mobile.
[01:03:12.200 --> 01:03:14.520]   Oh, for mobile lifestyle PC says Engadget.
[01:03:14.520 --> 01:03:16.160]   And when is Microsoft going to announce this?
[01:03:16.160 --> 01:03:18.160]   Soon, I guess, a whole week from now or something.
[01:03:18.160 --> 01:03:20.960]   Is this going to be like that idiotic watch they did?
[01:03:20.960 --> 01:03:22.280]   A little bigger than that.
[01:03:22.280 --> 01:03:23.280]   Oh, the spot watch.
[01:03:23.280 --> 01:03:24.280]   That's still around.
[01:03:24.280 --> 01:03:25.280]   Yeah, it is.
[01:03:25.280 --> 01:03:27.040]   I've met people who actually use those.
[01:03:27.040 --> 01:03:28.440]   Oh, I work with people who use them.
[01:03:28.440 --> 01:03:29.440]   It just baffles me.
[01:03:29.440 --> 01:03:31.920]   The thing is as big as a loaf of bread on your arm.
[01:03:31.920 --> 01:03:32.920]   It's ridiculous.
[01:03:32.920 --> 01:03:39.120]   Also, for the kids today, that's a big style, the giant ten-inch ear a watch from.
[01:03:39.120 --> 01:03:41.680]   Yeah, so, yeah, it's a new PC category.
[01:03:41.680 --> 01:03:42.680]   Ten inches.
[01:03:42.680 --> 01:03:43.680]   Uh-oh.
[01:03:43.680 --> 01:03:44.680]   Uh-oh.
[01:03:44.680 --> 01:03:47.320]   It's just you and me now, Doug.
[01:03:47.320 --> 01:03:48.320]   Just the boys, huh?
[01:03:48.320 --> 01:03:49.840]   I think we just had a major...
[01:03:49.840 --> 01:03:51.360]   You got a Skype meltdown?
[01:03:51.360 --> 01:03:52.360]   Skype meltdown, I guess.
[01:03:52.360 --> 01:03:53.360]   I don't know what happened.
[01:03:53.360 --> 01:03:54.360]   Well, yeah.
[01:03:54.360 --> 01:03:55.800]   Leo forgot to put quarters in the meter.
[01:03:55.800 --> 01:03:56.800]   We're back.
[01:03:56.800 --> 01:03:59.160]   Okay, well, I think that wraps it up.
[01:03:59.160 --> 01:04:01.280]   I think really Skype was trying to tell us something.
[01:04:01.280 --> 01:04:02.440]   It's a message from the guys.
[01:04:02.440 --> 01:04:04.240]   We probably should wrap this up.
[01:04:04.240 --> 01:04:09.200]   I think it's the old yellow edition between behind the wood shed.
[01:04:09.200 --> 01:04:10.200]   Oh, no.
[01:04:10.200 --> 01:04:11.840]   Okay, you've named it now.
[01:04:11.840 --> 01:04:12.840]   It's official.
[01:04:12.840 --> 01:04:13.840]   The old yellow episode.
[01:04:13.840 --> 01:04:17.440]   You've been telling me to tell some of those punch cards stories.
[01:04:17.440 --> 01:04:18.760]   It's a long guys.
[01:04:18.760 --> 01:04:22.160]   All right, have fun in Florida and in Germany.
[01:04:22.160 --> 01:04:23.160]   If anybody is...
[01:04:23.160 --> 01:04:28.240]   Deutsche Line, if anybody wants to escort John to see the sites of Berlin, including...
[01:04:28.240 --> 01:04:29.240]   John@devorect.org.
[01:04:29.240 --> 01:04:30.240]   The KitKat Club.
[01:04:30.240 --> 01:04:33.040]   That's what I'm open for.
[01:04:33.040 --> 01:04:34.640]   That's what he's looking for.
[01:04:34.640 --> 01:04:36.560]   All right, John, thanks a lot for joining us.
[01:04:36.560 --> 01:04:37.720]   Devorect.org/blog.
[01:04:37.720 --> 01:04:40.360]   Doug K at IT Conversations.
[01:04:40.360 --> 01:04:43.760]   I hope we haven't dragged your reputation through the mud with this, particularly by
[01:04:43.760 --> 01:04:46.440]   podcast, but remember he had nothing to do with this, ladies and gentlemen.
[01:04:46.440 --> 01:04:47.640]   Hey, he's the man.
[01:04:47.640 --> 01:04:52.920]   He is the original, the progenitor of podcasting, which doesn't roll off the tongue like the
[01:04:52.920 --> 01:04:55.320]   pod father, but it's what it is.
[01:04:55.320 --> 01:04:56.320]   Thank you, Leo.
[01:04:56.320 --> 01:04:57.320]   Thank you, Doug.
[01:04:57.320 --> 01:04:58.320]   Have a great one.
[01:04:58.320 --> 01:04:59.320]   We'll talk soon.
[01:04:59.320 --> 01:05:00.320]   Take care.
[01:05:00.320 --> 01:05:01.760]   Kevin Rose, I'm glad you could be here.
[01:05:01.760 --> 01:05:03.440]   It was nice to talk to you.
[01:05:03.440 --> 01:05:04.440]   Definitely.
[01:05:04.440 --> 01:05:05.440]   How things going with Dig?
[01:05:05.440 --> 01:05:06.440]   Well, good.
[01:05:06.440 --> 01:05:07.600]   We've got some new features coming out soon.
[01:05:07.600 --> 01:05:08.600]   Good.
[01:05:08.600 --> 01:05:09.600]   We'll look forward to that.
[01:05:09.600 --> 01:05:10.600]   Very soon.
[01:05:10.600 --> 01:05:11.600]   Yeah, digg.com.
[01:05:11.600 --> 01:05:13.720]   David Prager, are you working on any new show?
[01:05:13.720 --> 01:05:15.480]   What shows for a system?
[01:05:15.480 --> 01:05:16.840]   Yeah, yeah.
[01:05:16.840 --> 01:05:19.560]   And then we've been doing Dig Nation Live.
[01:05:19.560 --> 01:05:21.680]   We've got this in Digital Show.
[01:05:21.680 --> 01:05:25.360]   Alex Albrecht is working really hard on Control Alt Chicken.
[01:05:25.360 --> 01:05:27.240]   I don't know if you've heard of that.
[01:05:27.240 --> 01:05:28.240]   Could you show?
[01:05:28.240 --> 01:05:29.240]   Chicken.
[01:05:29.240 --> 01:05:30.240]   So that's serious.
[01:05:30.240 --> 01:05:31.240]   It's not a joke.
[01:05:31.240 --> 01:05:32.240]   No, not a joke.
[01:05:32.240 --> 01:05:33.240]   It's serious.
[01:05:33.240 --> 01:05:34.240]   Oh, my God.
[01:05:34.240 --> 01:05:35.240]   All right.
[01:05:35.240 --> 01:05:36.240]   We'll see how it is.
[01:05:36.240 --> 01:05:37.240]   I've got my fingers crossed.
[01:05:37.240 --> 01:05:42.760]   But we've also got a short comedy show that's going to be coming out.
[01:05:42.760 --> 01:05:47.280]   It's about maybe a minute or two minutes per show that it'll be starting up in the next
[01:05:47.280 --> 01:05:48.280]   month.
[01:05:48.280 --> 01:05:49.280]   Excellent.
[01:05:49.280 --> 01:05:50.280]   And then what else?
[01:05:50.280 --> 01:05:51.280]   We've got one more.
[01:05:51.280 --> 01:05:52.280]   I just came thinking of it.
[01:05:52.280 --> 01:05:53.280]   Keep it in business.
[01:05:53.280 --> 01:05:54.720]   Control Alt Chicken is a cooking show.
[01:05:54.720 --> 01:05:55.720]   Yeah.
[01:05:55.720 --> 01:05:56.920]   It's a geek cooking show.
[01:05:56.920 --> 01:05:57.920]   Wow.
[01:05:57.920 --> 01:05:58.920]   Alex is doing it.
[01:05:58.920 --> 01:05:59.920]   That's very cool.
[01:05:59.920 --> 01:06:00.920]   What kind of stuff is he going to cook?
[01:06:00.920 --> 01:06:01.920]   No.
[01:06:01.920 --> 01:06:02.920]   We have no idea.
[01:06:02.920 --> 01:06:03.920]   It should be interesting.
[01:06:03.920 --> 01:06:04.920]   Are you going to join him?
[01:06:04.920 --> 01:06:06.280]   Are you going to join him on that?
[01:06:06.280 --> 01:06:07.280]   No, no.
[01:06:07.280 --> 01:06:08.280]   He's doing that in a way.
[01:06:08.280 --> 01:06:09.280]   So it's his thing, huh?
[01:06:09.280 --> 01:06:10.280]   Yeah, yeah.
[01:06:10.280 --> 01:06:11.520]   And what do you mean Dig Nation has been live?
[01:06:11.520 --> 01:06:12.520]   Have you been in live audiences?
[01:06:12.520 --> 01:06:14.480]   Well, I just came out the other night.
[01:06:14.480 --> 01:06:16.200]   We just did a live show for the first time.
[01:06:16.200 --> 01:06:19.840]   Well, I didn't manage to get there until the tail end of it.
[01:06:19.840 --> 01:06:21.480]   Where were you?
[01:06:21.480 --> 01:06:22.480]   In coding.
[01:06:22.480 --> 01:06:23.480]   No, I mean, where was--
[01:06:23.480 --> 01:06:24.480]   We got to deal.
[01:06:24.480 --> 01:06:26.480]   We'll get to that.
[01:06:26.480 --> 01:06:29.000]   What was the beach-- the beach chalet?
[01:06:29.000 --> 01:06:30.000]   Oh, fun.
[01:06:30.000 --> 01:06:31.000]   Yeah.
[01:06:31.000 --> 01:06:32.000]   That was cool.
[01:06:32.000 --> 01:06:33.000]   That sounds great.
[01:06:33.000 --> 01:06:34.000]   Very cool, yeah.
[01:06:34.000 --> 01:06:35.000]   All right.
[01:06:35.000 --> 01:06:36.160]   Well, you guys have a great time.
[01:06:36.160 --> 01:06:37.920]   Thank you for joining us on this Twitter.
[01:06:37.920 --> 01:06:38.920]   And I promise I'll edit it down.
[01:06:38.920 --> 01:06:42.800]   And it'll be a snappy 30-minute show.
[01:06:42.800 --> 01:06:44.400]   It'll sound so good.
[01:06:44.400 --> 01:06:45.400]   They'll get--
[01:06:45.400 --> 01:06:46.400]   18 minutes.
[01:06:46.400 --> 01:06:47.400]   Maybe-- OK.
[01:06:47.400 --> 01:06:48.400]   13 minutes.
[01:06:48.400 --> 01:06:49.400]   Maybe a five-minute show.
[01:06:49.400 --> 01:06:51.040]   But it'll be good.
[01:06:51.040 --> 01:06:52.280]   It doesn't be with long commutes.
[01:06:52.280 --> 01:06:53.440]   Just play it over and over.
[01:06:53.440 --> 01:06:59.560]   And D-L-T-V, of course, D-L-DOT-TV is the future of tech
[01:06:59.560 --> 01:07:01.720]   programming on the net.
[01:07:01.720 --> 01:07:03.920]   Yeah, the video-- I'm basically the AV department
[01:07:03.920 --> 01:07:05.280]   for all of this video in the audience.
[01:07:05.280 --> 01:07:06.800]   Back in the AV squad.
[01:07:06.800 --> 01:07:09.560]   Back in the AV squad.
[01:07:09.560 --> 01:07:10.160]   This shows you.
[01:07:10.160 --> 01:07:11.360]   And everything's never changed.
[01:07:11.360 --> 01:07:12.360]   Thanks, guys.
[01:07:12.360 --> 01:07:14.600]   Another tweet is in the can.
[01:07:14.600 --> 01:07:15.600]   This is week in tech.
[01:07:15.600 --> 01:07:16.600]   Tech.
[01:07:16.600 --> 01:07:17.600]   Tech.
[01:07:17.600 --> 01:07:19.600]   [MUSIC PLAYING]
[01:07:19.600 --> 01:07:20.600]   This is a crap.
[01:07:20.600 --> 01:07:21.600]   This is exciting.
[01:07:21.600 --> 01:07:22.600]   This is a crap.
[01:07:22.600 --> 01:07:23.600]   The other race is from the--
[01:07:23.600 --> 01:07:24.600]   [MUSIC PLAYING]
[01:07:24.600 --> 01:07:25.600]   This is crap everywhere.
[01:07:25.600 --> 01:07:26.600]   This is everything in tech.
[01:07:26.600 --> 01:07:27.600]   [MUSIC PLAYING]
[01:07:27.600 --> 01:07:28.600]   This is a crap.
[01:07:28.600 --> 01:07:29.600]   This is a crap.
[01:07:29.600 --> 01:07:30.600]   The other race is from the--
[01:07:30.600 --> 01:07:31.600]   [MUSIC PLAYING]
[01:07:31.600 --> 01:07:32.600]   This is a crap.
[01:07:32.600 --> 01:07:33.600]   This is a crap.
[01:07:33.600 --> 01:07:34.600]   This is a crap.
[01:07:34.600 --> 01:07:35.600]   The other race is from the--
[01:07:35.600 --> 01:07:36.600]   [MUSIC PLAYING]
[01:07:36.600 --> 01:07:37.600]   This is a crap everywhere.
[01:07:37.600 --> 01:07:38.600]   This is everywhere.
[01:07:38.600 --> 01:07:39.600]   This is everything in tech.
[01:07:39.600 --> 01:07:40.600]   This is a crap everywhere.
[01:07:40.600 --> 01:07:41.600]   This is a crap everywhere.
[01:07:41.600 --> 01:07:42.600]   This is a crap everywhere.
[01:07:42.600 --> 01:07:43.600]   This is everywhere.
[01:07:43.600 --> 01:07:44.600]   This is everywhere.
[01:07:44.600 --> 01:07:45.600]   This is everything in tech.
[01:07:45.600 --> 01:07:46.600]   This is everything in tech.
[01:07:46.600 --> 01:07:47.600]   This is everything in tech.
[01:07:47.600 --> 01:07:48.600]   A crap.
[01:07:48.600 --> 01:07:49.600]   A crap you all man.
[01:07:49.600 --> 01:07:50.600]   And long.
[01:07:50.600 --> 01:07:52.600]   This is everything in tech.
[01:07:52.600 --> 01:07:53.600]   This is everything in tech.
[01:07:53.600 --> 01:07:54.600]   This is everything in tech.
[01:07:54.600 --> 01:07:55.600]   This is everything in tech.
[01:07:55.600 --> 01:07:56.600]   This is everything in tech.
[01:07:56.600 --> 01:07:57.600]   This is everything in tech.
[01:07:57.600 --> 01:07:58.600]   This is everything in tech.
[01:07:58.600 --> 01:07:59.600]   This is everything in tech.
[01:07:59.600 --> 01:08:00.600]   This is everything in tech.
[01:08:00.600 --> 01:08:01.600]   This is everything in tech.
[01:08:01.600 --> 01:08:03.600]   This is everything in tech.
[01:08:03.600 --> 01:08:04.600]   This is everything in tech.
[01:08:04.600 --> 01:08:05.600]   This is everything in tech.
[01:08:05.600 --> 01:08:06.600]   This is everything in tech.
[01:08:06.600 --> 01:08:07.600]   This is everything in tech.
[01:08:07.600 --> 01:08:08.600]   This is everything in tech.
[01:08:08.600 --> 01:08:09.600]   This is everything in tech.
[01:08:09.600 --> 01:08:10.600]   This is everything in tech.
[01:08:10.600 --> 01:08:11.600]   This is everything in tech.
[01:08:11.600 --> 01:08:12.600]   This is everything in tech.
[01:08:12.600 --> 01:08:13.600]   This is everything in tech.
[01:08:13.600 --> 01:08:14.600]   This is everything in tech.
[01:08:14.600 --> 01:08:15.600]   This is everything in tech.
[01:08:15.600 --> 01:08:16.600]   This is everything in tech.
[01:08:16.600 --> 01:08:17.600]   This is everything in tech.
[01:08:17.600 --> 01:08:22.600]   My friends, my tweets, are you ready?
[01:08:22.600 --> 01:08:24.600]   Yeah, the Twitter army.
[01:08:24.600 --> 01:08:27.600]   I don't know what the answer is.
[01:08:27.600 --> 01:08:28.600]   I really don't.
[01:08:28.600 --> 01:08:31.600]   Let me introduce the table mates.
[01:08:31.600 --> 01:08:36.600]   John C. DeBore.
[01:08:36.600 --> 01:08:40.600]   Kevin Rose.
[01:08:40.600 --> 01:08:44.600]   Patrick Norton.
[01:08:44.600 --> 01:08:46.600]   David Prager.
[01:08:46.600 --> 01:08:51.600]   Robert Heron.
[01:08:51.600 --> 01:08:56.600]   I got the Twitter army behind me.
[01:08:56.600 --> 01:09:01.600]   Microsoft poop-rooted.
[01:09:01.600 --> 01:09:04.600]   It's not as if no problem.
[01:09:04.600 --> 01:09:11.600]   It's a fool's paradise.
[01:09:11.600 --> 01:09:15.600]   It's amazing.
[01:09:15.600 --> 01:09:22.600]   It's amazing.
[01:09:22.600 --> 01:09:27.600]   In tech.
[01:09:27.600 --> 01:09:30.600]   Do it in Twitter.
[01:09:30.600 --> 01:09:31.600]   All right.
[01:09:31.600 --> 01:09:33.600]   Do it in Twitter, baby.
[01:09:33.600 --> 01:09:34.600]   Do it in Twitter.
[01:09:34.600 --> 01:09:35.600]   All right.
[01:09:35.600 --> 01:09:36.600]   Do it in Twitter, baby.
[01:09:36.600 --> 01:09:38.600]   Do it in Twitter, baby.
[01:09:38.600 --> 01:09:40.600]   Do it in Twitter, baby.
[01:09:40.600 --> 01:09:42.600]   Do it in Twitter, baby.
[01:09:42.600 --> 01:09:44.600]   Do it in Twitter, baby.
[01:09:44.600 --> 01:09:47.600]   Do it in Twitter, baby.
[01:09:47.600 --> 01:09:49.600]   Do it in Twitter, baby.
[01:09:49.600 --> 01:09:51.600]   Do it in Twitter, baby.
[01:09:51.600 --> 01:09:55.600]   Do it in Twitter, baby.
[01:09:55.600 --> 01:09:59.600]   Do it in Twitter, baby.

