
[00:00:00.000 --> 00:00:01.180]   (upbeat music)
[00:13:36.920 --> 00:13:38.400]   than actually just plugging the car in directly,
[00:13:38.400 --> 00:13:40.000]   but they did do a prototype last year.
[00:13:40.000 --> 00:13:43.120]   They said, I think it was 500 meters of road in Paris
[00:13:43.120 --> 00:13:44.640]   that they had lined with these things
[00:13:44.640 --> 00:13:46.960]   and they were actually able to get a car
[00:13:46.960 --> 00:13:48.760]   to charge while it was driving.
[00:13:48.760 --> 00:13:50.720]   It takes a lot of work to make that work
[00:13:50.720 --> 00:13:52.920]   because usually with these wireless charging systems,
[00:13:52.920 --> 00:13:56.440]   you have to have like a direct PDP kind of connection
[00:13:56.440 --> 00:13:57.280]   sort of thing.
[00:13:57.280 --> 00:13:58.360]   But they're actually able to make it work
[00:13:58.360 --> 00:13:59.400]   as the car was driving.
[00:13:59.400 --> 00:14:02.080]   So in theory, if there was a city with enough money,
[00:14:02.080 --> 00:14:04.040]   and I'm guessing it would cost a whole lot of money,
[00:14:04.040 --> 00:14:05.880]   they could make major roads,
[00:14:05.880 --> 00:14:07.200]   wirelessly charging vehicles.
[00:14:07.200 --> 00:14:08.680]   So you'd have buses cruising along,
[00:14:08.680 --> 00:14:11.200]   just pulling electricity right out of the ground.
[00:14:11.200 --> 00:14:12.360]   - Seems like they would have to work with that.
[00:14:12.360 --> 00:14:14.960]   That'd be a toll road kind of situation.
[00:14:14.960 --> 00:14:16.480]   - Probably sell, yeah, absolutely.
[00:14:16.480 --> 00:14:18.040]   - You could sell technology going anywhere
[00:14:18.040 --> 00:14:19.680]   'cause that's another alternative
[00:14:19.680 --> 00:14:22.300]   where you have faster fill-ups, I think.
[00:14:22.300 --> 00:14:24.240]   - Absolutely.
[00:14:24.240 --> 00:14:25.560]   So we saw that was another thing.
[00:14:25.560 --> 00:14:28.240]   I see, yes, Hyundai showed off their fuel cell electric car.
[00:14:28.240 --> 00:14:30.200]   In fact, Antoine Goodwin on our team drove one
[00:14:30.200 --> 00:14:32.640]   from San Francisco down to Las Vegas
[00:14:32.640 --> 00:14:35.120]   for the unveiling of the car, which was pretty cool.
[00:14:35.120 --> 00:14:36.120]   The advantage of fuel cells,
[00:14:36.120 --> 00:14:37.800]   well, they're basically electric cars,
[00:14:37.800 --> 00:14:39.160]   but rather than having a big battery,
[00:14:39.160 --> 00:14:42.200]   they pull their electricity from an onboard hydrogen tank.
[00:14:42.200 --> 00:14:44.000]   And you can refill those in about five minutes,
[00:14:44.000 --> 00:14:44.840]   give or take.
[00:14:44.840 --> 00:14:47.080]   So yeah, in theory, you could basically get a full amount
[00:14:47.080 --> 00:14:50.040]   of range from compressed liquid hydrogen
[00:14:50.040 --> 00:14:51.040]   in about the same amount of time
[00:14:51.040 --> 00:14:52.920]   it would take you to fill up your car.
[00:14:52.920 --> 00:14:55.760]   Range on those, does tend to be in the 250 to 300 mile range.
[00:14:55.760 --> 00:14:56.600]   So that's plenty.
[00:14:56.600 --> 00:14:59.240]   And again, no emissions other than water vapor.
[00:14:59.240 --> 00:15:01.000]   We've seen more and more companies working on it,
[00:15:01.000 --> 00:15:03.720]   both Honda and Toyota have been kind of taking the lead here,
[00:15:03.720 --> 00:15:05.880]   but Hyundai now has this car as well,
[00:15:05.880 --> 00:15:06.800]   which is pretty great to see.
[00:15:06.800 --> 00:15:08.040]   And essentially, Aquana and I still looking
[00:15:08.040 --> 00:15:09.840]   a little crossover SUV.
[00:15:09.840 --> 00:15:11.920]   But they're actually, the problem is much bigger.
[00:15:11.920 --> 00:15:14.640]   If I have an EV, in fact, I do have an EV,
[00:15:14.640 --> 00:15:16.360]   I could just plug it in my garage and charge it up.
[00:15:16.360 --> 00:15:18.200]   And in the next day, it's fully charged.
[00:15:18.200 --> 00:15:20.320]   So if I don't go further than the range of my car,
[00:15:20.320 --> 00:15:22.200]   I don't even need to think about charging.
[00:15:22.200 --> 00:15:23.720]   With a hydrogen system,
[00:15:23.720 --> 00:15:25.600]   you don't probably have a hydrogen filling station
[00:15:25.600 --> 00:15:26.600]   in your garage.
[00:15:26.600 --> 00:15:27.880]   So that point, you need to find one.
[00:15:27.880 --> 00:15:30.840]   And there are, I think, maybe a dozen or two in New York
[00:15:30.840 --> 00:15:33.040]   States, which is a pretty big state in California.
[00:15:33.040 --> 00:15:36.400]   There's more, but still, they're very, very hard to find.
[00:15:36.400 --> 00:15:38.520]   And getting those things deployed in metropolitan areas
[00:15:38.520 --> 00:15:41.240]   is actually pretty difficult, because hydrogen is, of course,
[00:15:41.240 --> 00:15:42.000]   rather explosive.
[00:15:42.000 --> 00:15:43.920]   So there needs to be some regulation on that front too.
[00:15:43.920 --> 00:15:46.200]   So the potential is there, the emissions are great.
[00:15:46.200 --> 00:15:46.880]   The range is great.
[00:15:46.880 --> 00:15:48.880]   It solves a lot of the EV problems.
[00:15:48.880 --> 00:15:50.800]   And the nice thing is it kind of piggybacks
[00:15:50.800 --> 00:15:53.040]   on EV technology from a drive train standpoint.
[00:15:53.040 --> 00:15:54.240]   So that's nice too.
[00:15:54.240 --> 00:15:56.080]   But distribution there is actually even harder
[00:15:56.080 --> 00:15:58.160]   than on the EV side, because you can just
[00:15:58.160 --> 00:16:00.520]   put a charging station pretty much anywhere you want to.
[00:16:00.520 --> 00:16:02.120]   You can't really store a big tank of hydrogen
[00:16:02.120 --> 00:16:03.240]   anywhere you want to.
[00:16:03.240 --> 00:16:07.440]   Georgia, how much is gas expensive in Canada?
[00:16:07.440 --> 00:16:11.840]   Somebody's saying, in Vancouver, it's $5.25 a gallon.
[00:16:11.840 --> 00:16:13.080]   No, it's expensive here.
[00:16:13.080 --> 00:16:14.720]   We pay a lot for our gas, and we're
[00:16:14.720 --> 00:16:15.960]   one of the major producers.
[00:16:15.960 --> 00:16:19.320]   So, you know, just a ton of sense.
[00:16:19.320 --> 00:16:22.360]   It's gone down, but it's still really expensive in Canada.
[00:16:22.360 --> 00:16:23.360]   I wonder why--
[00:16:23.360 --> 00:16:24.960]   And especially in Quebec.
[00:16:24.960 --> 00:16:29.960]   Is that the government trying to disincentivize people
[00:16:29.960 --> 00:16:34.120]   to use gas, or why is it cheap here in expensive in Canada?
[00:16:34.120 --> 00:16:35.760]   I bet it has to taxation.
[00:16:35.760 --> 00:16:36.280]   Yeah.
[00:16:36.280 --> 00:16:38.240]   I think that it's not just even taxation.
[00:16:38.240 --> 00:16:40.880]   I think that it's agreements that we have of, you know,
[00:16:40.880 --> 00:16:42.680]   how many distillation systems we're
[00:16:42.680 --> 00:16:44.520]   going to have here versus overseas.
[00:16:44.520 --> 00:16:47.080]   And we really pretty much sell off all of our crude
[00:16:47.080 --> 00:16:51.680]   and then buy it back, which, again, the logic is flawed.
[00:16:51.680 --> 00:16:55.280]   But so a lot of that has to do with us buying back our own.
[00:16:55.280 --> 00:16:56.960]   I mean, I'm not against the idea,
[00:16:56.960 --> 00:16:59.680]   because I think you do want to encourage the switch
[00:16:59.680 --> 00:17:00.800]   to renewables.
[00:17:00.800 --> 00:17:01.280]   Sure.
[00:17:01.280 --> 00:17:03.440]   And it's one of the things that's held it back here.
[00:17:03.440 --> 00:17:03.920]   Yeah.
[00:17:03.920 --> 00:17:09.120]   But if gas prices are low, you know, everything costs less,
[00:17:09.120 --> 00:17:11.040]   because everything's delivered by gas, drug.
[00:17:11.040 --> 00:17:12.960]   And I'm kind of assuming-- and I'm-- this
[00:17:12.960 --> 00:17:15.400]   is going to reveal my Canada ignorance,
[00:17:15.400 --> 00:17:19.320]   but that public transportation systems are probably not
[00:17:19.320 --> 00:17:21.240]   much better than they are in the US, just because
[00:17:21.240 --> 00:17:25.120]   of the population density and size of the country.
[00:17:25.120 --> 00:17:26.200]   So that is interesting.
[00:17:26.200 --> 00:17:27.000]   Yeah.
[00:17:27.000 --> 00:17:27.800]   Yeah, it's true.
[00:17:27.800 --> 00:17:29.400]   We do have-- there's certain areas
[00:17:29.400 --> 00:17:31.720]   that have a really great public transport.
[00:17:31.720 --> 00:17:35.200]   But our road systems also are really pitiful.
[00:17:35.200 --> 00:17:37.160]   And in Quebec, they're probably one of the worst
[00:17:37.160 --> 00:17:38.680]   in the country.
[00:17:38.680 --> 00:17:40.280]   Just there's potholes everywhere, which--
[00:17:40.280 --> 00:17:40.800]   Oh, you have--
[00:17:40.800 --> 00:17:42.280]   which is climate related, right?
[00:17:42.280 --> 00:17:42.800]   I mean--
[00:17:42.800 --> 00:17:44.600]   It's not just climate related.
[00:17:44.600 --> 00:17:46.880]   It's actually also about--
[00:17:46.880 --> 00:17:50.320]   they found out all kinds of nefarious things with--
[00:17:50.320 --> 00:17:53.240]   they've chosen to give contracts to people for 20 years.
[00:17:53.240 --> 00:17:55.520]   And so they build roads that are actually
[00:17:55.520 --> 00:17:57.480]   poor road systems, and the concrete is not
[00:17:57.480 --> 00:18:01.320]   made to last for as long as the contract is
[00:18:01.320 --> 00:18:04.200]   so that people are constantly renewing the road systems
[00:18:04.200 --> 00:18:05.160]   because of that.
[00:18:05.160 --> 00:18:08.040]   So there's a lot of stuff that kind of happens.
[00:18:08.040 --> 00:18:08.840]   Canada's great.
[00:18:08.840 --> 00:18:09.800]   I really love Canada.
[00:18:09.800 --> 00:18:13.440]   But there's another side to that as well.
[00:18:13.440 --> 00:18:15.200]   We should mention George is in Montreal.
[00:18:15.200 --> 00:18:17.320]   With your blue background, I think, Carson,
[00:18:17.320 --> 00:18:18.360]   we should work on something.
[00:18:18.360 --> 00:18:21.360]   Let's put fish or something behind your shoes.
[00:18:21.360 --> 00:18:24.280]   I can do-- you're on a blue screen, Georgia.
[00:18:24.280 --> 00:18:26.080]   I don't know if you know about blue screens.
[00:18:26.080 --> 00:18:28.040]   I think you could be careful here.
[00:18:28.040 --> 00:18:31.000]   We're going to see what we could do to mess with you a little bit.
[00:18:31.000 --> 00:18:32.480]   Mess with you a little bit.
[00:18:32.480 --> 00:18:36.480]   That fisker looks really cool, but that's going to be--
[00:18:36.480 --> 00:18:39.960]   first of all, I mean, I remember the first fisker.
[00:18:39.960 --> 00:18:43.200]   Wasn't that a horrible flop and all sorts of problems?
[00:18:43.200 --> 00:18:47.400]   A friend of mine drove one, eh?
[00:18:47.400 --> 00:18:48.400]   Who's telling stories?
[00:18:48.400 --> 00:18:50.480]   Like, he couldn't get out of the car once.
[00:18:50.480 --> 00:18:51.480]   Wow.
[00:18:51.480 --> 00:18:52.480]   Yeah.
[00:18:52.480 --> 00:18:54.120]   It was not a resounding success.
[00:18:54.120 --> 00:18:55.840]   It burned down a few people's homes.
[00:18:55.840 --> 00:18:58.240]   It was not exactly what you want out of your EV.
[00:18:58.240 --> 00:19:01.560]   But Henrik Fisker is actually a renowned designer.
[00:19:01.560 --> 00:19:03.400]   He's done a lot of the most beautiful cars on the road.
[00:19:03.400 --> 00:19:04.880]   Oh, the most gorgeous.
[00:19:04.880 --> 00:19:05.920]   I want this car.
[00:19:05.920 --> 00:19:06.400]   Yeah.
[00:19:06.400 --> 00:19:06.960]   It is beautiful.
[00:19:06.960 --> 00:19:08.040]   Except for that little grill in the nose,
[00:19:08.040 --> 00:19:10.560]   which I'm not particularly fond of, I must be honest.
[00:19:10.560 --> 00:19:11.760]   But otherwise, yeah, it is gorgeous.
[00:19:11.760 --> 00:19:13.560]   It's got suicide doors, which is one of the things
[00:19:13.560 --> 00:19:14.760]   that we love to see in concert cars,
[00:19:14.760 --> 00:19:16.880]   but they never actually come to production.
[00:19:16.880 --> 00:19:18.520]   But it is a great looking car.
[00:19:18.520 --> 00:19:20.000]   And hopefully, a lot of lessons learned
[00:19:20.000 --> 00:19:23.480]   from the Fisker Karma, which was the car that came before.
[00:19:23.480 --> 00:19:24.960]   And that car actually is still available.
[00:19:24.960 --> 00:19:26.240]   Another company bought the technology
[00:19:26.240 --> 00:19:27.640]   and brought it out with bigger batteries.
[00:19:27.640 --> 00:19:29.360]   And a few other tweaks.
[00:19:29.360 --> 00:19:31.680]   Unfortunately, it still just not a very good car.
[00:19:31.680 --> 00:19:32.320]   It's really--
[00:19:32.320 --> 00:19:33.600]   We're hopeful this one will be better.
[00:19:33.600 --> 00:19:33.880]   We'll see.
[00:19:33.880 --> 00:19:37.680]   This one looks to me like a Tesla mixed with an offer of mayo.
[00:19:37.680 --> 00:19:38.760]   Yes.
[00:19:38.760 --> 00:19:40.040]   It's like they had a baby.
[00:19:40.040 --> 00:19:42.400]   And then it had a really cool--
[00:19:42.400 --> 00:19:43.320]   Is that real?
[00:19:43.320 --> 00:19:44.760]   That's weird.
[00:19:44.760 --> 00:19:45.760]   I can't wait.
[00:19:45.760 --> 00:19:47.640]   So how much did they say a price?
[00:19:47.640 --> 00:19:49.560]   I don't think they gave us a formal price on this,
[00:19:49.560 --> 00:19:51.520]   but we're definitely talking hundreds of thousands of dollars
[00:19:51.520 --> 00:19:52.720]   to get into something like that.
[00:19:52.720 --> 00:19:54.600]   Yeah, if you have to ask, you can't afford it.
[00:19:54.600 --> 00:19:55.880]   Tim, do you think that you took a car?
[00:19:55.880 --> 00:19:57.440]   I don't know about the back end.
[00:19:57.440 --> 00:20:00.400]   The rump is a little bit more frumpy than the front side.
[00:20:00.400 --> 00:20:01.200]   Rumpy rump.
[00:20:01.200 --> 00:20:02.240]   It is a frumpy rump.
[00:20:02.240 --> 00:20:03.240]   A little bit.
[00:20:03.240 --> 00:20:06.120]   When you're driving towards you, you're like, wow, that's really--
[00:20:06.120 --> 00:20:06.920]   And then it's going away.
[00:20:06.920 --> 00:20:09.440]   You're like, mm, mm.
[00:20:09.440 --> 00:20:10.440]   Frumpy rump.
[00:20:10.440 --> 00:20:12.360]   That is the frontiest rump I've ever seen.
[00:20:12.360 --> 00:20:14.360]   [LAUGHTER]
[00:20:14.360 --> 00:20:16.040]   Now you spoiled it for me.
[00:20:16.040 --> 00:20:16.720]   You like it?
[00:20:16.720 --> 00:20:18.280]   Do you like it?
[00:20:18.280 --> 00:20:19.200]   I like it.
[00:20:19.200 --> 00:20:20.720]   I guess I just like a frumpy rump.
[00:20:20.720 --> 00:20:22.480]   [LAUGHTER]
[00:20:22.480 --> 00:20:24.320]   OK, I like a frumpy rump.
[00:20:24.320 --> 00:20:25.480]   They're the show title right now.
[00:20:25.480 --> 00:20:26.560]   I think so.
[00:20:26.560 --> 00:20:28.720]   $2,000 to reserve it.
[00:20:28.720 --> 00:20:30.600]   Oh, base price, $129,000.
[00:20:30.600 --> 00:20:32.880]   It's in the Tesla range.
[00:20:32.880 --> 00:20:34.360]   This is like a Tesla.
[00:20:34.360 --> 00:20:37.120]   You never get the base model of any of these, though, right?
[00:20:37.120 --> 00:20:41.160]   So you probably write it closer to $200,000.
[00:20:41.160 --> 00:20:42.800]   I don't know, though.
[00:20:42.800 --> 00:20:44.520]   After the last fisker, it's like--
[00:20:44.520 --> 00:20:45.920]   Well, that was my question.
[00:20:45.920 --> 00:20:48.280]   I feel like fisker had a ton of name recognition
[00:20:48.280 --> 00:20:49.760]   around the time that Tesla was also
[00:20:49.760 --> 00:20:51.080]   gaining name recognition.
[00:20:51.080 --> 00:20:52.440]   They were kind of neck and necked,
[00:20:52.440 --> 00:20:55.120]   Tesla a little bit ahead, and then everything went wrong
[00:20:55.120 --> 00:20:56.800]   for fisker and kind of fell off the map.
[00:20:56.800 --> 00:20:58.680]   It seems very hard to dig out of that.
[00:20:58.680 --> 00:21:02.320]   But I don't know, Tim, do you think they've kept their panache?
[00:21:02.320 --> 00:21:03.800]   I don't think that this is a car
[00:21:03.800 --> 00:21:06.320]   that they're expecting to sell in large volumes anyway.
[00:21:06.320 --> 00:21:08.520]   So ultimately, I think he's got a sort of clientele
