
[00:00:00.000 --> 00:00:01.880]   It's time for Twit.
[00:17:04.120 --> 00:17:10.800]   But but in traditional media, I think there is still this idea that more like, like creating
[00:17:10.800 --> 00:17:16.400]   huge amounts of content auto magically through the miracles and wonders of machine learning,
[00:17:16.400 --> 00:17:17.400]   right?
[00:17:17.400 --> 00:17:22.000]   And somehow going to create enough traffic that that helps boost the numbers.
[00:17:22.000 --> 00:17:23.640]   So you saw that at Tronk.
[00:17:23.640 --> 00:17:24.640]   Let me show.
[00:17:24.640 --> 00:17:27.440]   Let me I got to show this because it's so crazy.
[00:17:27.440 --> 00:17:28.720]   That press release was insane.
[00:17:28.720 --> 00:17:35.160]   Well, let me just show you the the Tronk video with Malcolm Cassell, who I know for you've
[00:17:35.160 --> 00:17:36.160]   known for years.
[00:17:36.160 --> 00:17:38.080]   This is the future of journalism.
[00:17:38.080 --> 00:17:42.080]   The future of contact doesn't get much better than that.
[00:17:42.080 --> 00:17:46.400]   If you care about media technology, this is the place to see if you can identify any
[00:17:46.400 --> 00:17:51.520]   actual concrete ideas in this at all.
[00:17:51.520 --> 00:17:56.440]   Tronk stands for a Tribune Online Content and it also means pooling of resources.
[00:17:56.440 --> 00:18:02.320]   It's about meeting in the middle, having a tech startup culture meet a legacy corporate
[00:18:02.320 --> 00:18:04.600]   culture and then evolving and changing.
[00:18:04.600 --> 00:18:06.760]   That's really the fun part.
[00:18:06.760 --> 00:18:07.760]   That's exciting.
[00:18:07.760 --> 00:18:09.760]   You have great titles.
[00:18:09.760 --> 00:18:12.880]   We produce tons of great content every single day.
[00:18:12.880 --> 00:18:17.800]   We're really focused on how we deliver it to people in a way that they want to consume
[00:18:17.800 --> 00:18:19.800]   it more and more.
[00:18:19.800 --> 00:18:20.800]   More and more.
[00:18:20.800 --> 00:18:26.040]   We want to harness the power of our journalism is to have an optimization group.
[00:18:26.040 --> 00:18:30.840]   This Tronk team will work with all of the local markets to harness the power of our
[00:18:30.840 --> 00:18:31.840]   partners.
[00:18:31.840 --> 00:18:33.640]   It feels like a parody video from Ready Player One.
[00:18:33.640 --> 00:18:34.640]   I'm just saying.
[00:18:34.640 --> 00:18:37.560]   I'm trying to find the way that we reach the biggest global audience possible.
[00:18:37.560 --> 00:18:38.560]   This is I.O.I.
[00:18:38.560 --> 00:18:43.360]   Our content really valuable to the broadest possible audience.
[00:18:43.360 --> 00:18:44.360]   That's enough of that.
[00:18:44.360 --> 00:18:45.360]   I can't hear any more.
[00:18:45.360 --> 00:18:47.280]   I'll play the opposite of that.
[00:18:47.280 --> 00:18:50.440]   You know who's doing really well the information.
[00:18:50.440 --> 00:18:51.680]   I love the information.
[00:18:51.680 --> 00:18:53.880]   Jessica Lesson is a genius.
[00:18:53.880 --> 00:18:54.880]   That's right.
[00:18:54.880 --> 00:18:55.880]   They're not trying to.
[00:18:55.880 --> 00:18:56.880]   This is the opposite method, right?
[00:18:56.880 --> 00:18:58.720]   But this is that paywall.
[00:18:58.720 --> 00:19:00.120]   They charge 400 bucks a year.
[00:19:00.120 --> 00:19:01.880]   I pay it.
[00:19:01.880 --> 00:19:04.160]   They have some of the best journalists, right?
[00:19:04.160 --> 00:19:08.480]   And they really focus not on linkbait but on really what you said.
[00:19:08.480 --> 00:19:10.480]   They're valuable content users.
[00:19:10.480 --> 00:19:13.280]   Because you have to earn that 400 bucks.
[00:19:13.280 --> 00:19:16.200]   These big conglomeration, there was all this consolidation.
[00:19:16.200 --> 00:19:21.000]   And so you have these huge like Tronk, you know, there are too many news organizations
[00:19:21.000 --> 00:19:24.600]   within this big bubble and you just can't support all of them and they can't all be
[00:19:24.600 --> 00:19:26.000]   the same thing to all people.
[00:19:26.000 --> 00:19:29.920]   So the information I think is succeeding because it's not trying to be everything.
[00:19:29.920 --> 00:19:33.560]   It's trying to do one thing exceptionally well and it does.
[00:19:33.560 --> 00:19:36.560]   And so people are willing to pay for it and they're able to sustain that way.
[00:19:36.560 --> 00:19:39.160]   Doesn't feel like that's a model that can be used.
[00:19:39.160 --> 00:19:41.560]   It's a model that works for doing something specific.
[00:19:41.560 --> 00:19:47.520]   And I think that Jessica's a genius also and she's really straightforward about what she's
[00:19:47.520 --> 00:19:48.520]   doing.
[00:19:48.520 --> 00:19:49.520]   She's a real vision.
[00:19:49.520 --> 00:19:50.520]   I'm really good at it.
[00:19:50.520 --> 00:19:55.040]   And I think it's going to allow her to continue to do what she wants to do, which is pursue
[00:19:55.040 --> 00:20:00.280]   serious journalism about the Valley with the caveat that that's probably never going to
[00:20:00.280 --> 00:20:04.520]   extend beyond the Valley unless the same model gets applied to a different topic.
[00:20:04.520 --> 00:20:05.840]   It's kind of like what we do here.
[00:20:05.840 --> 00:20:08.320]   We're not trying to get a mass audience.
[00:20:08.320 --> 00:20:09.600]   She's not trying to get a mass audience.
[00:20:09.600 --> 00:20:14.280]   But is there a room for, I mean, CNET is, tech republic is to some degree.
[00:20:14.280 --> 00:20:15.840]   I mean, you have a focus.
[00:20:15.840 --> 00:20:21.400]   But certainly CBS Interactive is how there has to be room for mass media as well.
[00:20:21.400 --> 00:20:26.520]   Does mass media, can it find its way without descending the link bait?
[00:20:26.520 --> 00:20:27.520]   I think it has.
[00:20:27.520 --> 00:20:31.920]   I mean, if you look at what, I mean, I'm obviously going to say this, but if you look
[00:20:31.920 --> 00:20:37.480]   at what CBS Interactive has done, we have continued to serve an audience, the content
[00:20:37.480 --> 00:20:40.360]   that they want in a serious manner over time.
[00:20:40.360 --> 00:20:41.680]   And that doesn't mean we don't expand.
[00:20:41.680 --> 00:20:45.920]   We expand aggressively into lots of different parts of what that means.
[00:20:45.920 --> 00:20:47.680]   We cover culture, we cover science.
[00:20:47.680 --> 00:20:52.720]   And you don't get pressure from CBS to drive numbers and stuff like you must.
[00:20:52.720 --> 00:20:53.960]   Always looking to grow.
[00:20:53.960 --> 00:20:59.480]   But we look to grow by pleasing a broad audience and talking to them about what matters.
[00:20:59.480 --> 00:21:00.480]   Right.
[00:21:00.480 --> 00:21:01.960]   And what matters to them.
[00:21:01.960 --> 00:21:05.400]   The thing that is difficult is that what matters to them changes a lot.
[00:21:05.400 --> 00:21:07.600]   People change, generations change.
[00:21:07.600 --> 00:21:08.600]   That's hard to do.
[00:21:08.600 --> 00:21:10.400]   We are constantly, constantly looking very closely.
[00:21:10.400 --> 00:21:11.400]   I'm dealing with that now.
[00:21:11.400 --> 00:21:12.400]   Yeah.
[00:21:12.400 --> 00:21:13.400]   Oh, it's changing.
[00:21:13.400 --> 00:21:14.400]   Oh, it's changing.
[00:21:14.400 --> 00:21:16.280]   It's very different 13 years later.
[00:21:16.280 --> 00:21:20.800]   And as a broadcaster, I always told broadcasters, don't chase the audience because it's chasing
[00:21:20.800 --> 00:21:21.800]   your tail.
[00:21:21.800 --> 00:21:22.800]   You can't.
[00:21:22.800 --> 00:21:28.000]   So you, for me, and I guess for niche broadcasters or niche journalists like Jessica, having
[00:21:28.000 --> 00:21:31.520]   a vision and pursuing that vision and hoping that what you're doing, being true to yourself
[00:21:31.520 --> 00:21:35.840]   through that vision, will generate enough revenue enough of an audience that you can survive.
[00:21:35.840 --> 00:21:40.080]   But it's very different from a mass marketer or a mass media enterprise, which really does
[00:21:40.080 --> 00:21:41.440]   need to chase the audience, I guess.
[00:21:41.440 --> 00:21:43.760]   It needs to be nimble and understand what the audience wants.
[00:21:43.760 --> 00:21:44.760]   Understand the audience.
[00:21:44.760 --> 00:21:45.760]   Right.
[00:21:45.760 --> 00:21:48.040]   And I think that there's, I think we fell down a rabbit hole where we started to think
[00:21:48.040 --> 00:21:49.800]   as an industry.
[00:21:49.800 --> 00:21:52.840]   And this is the mashable topic that we're talking about that we could tell the audience
[00:21:52.840 --> 00:21:53.840]   what they wanted.
[00:21:53.840 --> 00:21:54.840]   Yeah.
[00:21:54.840 --> 00:21:59.760]   They're almost beating them at their own game, right, by using machines to tell us what they
[00:21:59.760 --> 00:22:02.520]   were going to want before they knew what they wanted.
[00:22:02.520 --> 00:22:06.880]   And the reality is that everybody gets wise to that eventually and says, no, I'm interested
[00:22:06.880 --> 00:22:12.080]   in something else now and circling all the way back to that Facebook issue that we were
[00:22:12.080 --> 00:22:13.080]   talking about a minute ago.
[00:22:13.080 --> 00:22:16.120]   I noticed that something in the chat room said, I don't think Facebook is going away.
[00:22:16.120 --> 00:22:19.720]   I have the same number of friends this week that I did last week.
[00:22:19.720 --> 00:22:22.880]   But what I found is interesting is that, yeah, that's because people are just walking
[00:22:22.880 --> 00:22:23.880]   away.
[00:22:23.880 --> 00:22:25.040]   They're just wandering off somewhere else.
[00:22:25.040 --> 00:22:28.240]   I actually removed the app from my phone.
[00:22:28.240 --> 00:22:29.240]   Me too.
[00:22:29.240 --> 00:22:32.200]   And my behavior radically changed within a week.
[00:22:32.200 --> 00:22:33.200]   So much happier.
[00:22:33.200 --> 00:22:34.200]   Right.
[00:22:34.200 --> 00:22:36.640]   I can go back and find it on the desktop if I want it to.
[00:22:36.640 --> 00:22:39.040]   Did everybody delete Instagram too?
[00:22:39.040 --> 00:22:40.040]   No.
[00:22:40.040 --> 00:22:41.040]   And that's the thing.
[00:22:41.040 --> 00:22:42.720]   I actually just switched right over to Instagram.
[00:22:42.720 --> 00:22:43.720]   And I know.
[00:22:43.720 --> 00:22:46.800]   But Facebook's getting the same, but they're not, I mean, they're not getting the same signals
[00:22:46.800 --> 00:22:50.680]   from Instagram that they got from Facebook, not nearly the richness of information.
[00:22:50.680 --> 00:22:55.040]   I mean, I don't do any of us actually know for sure.
[00:22:55.040 --> 00:22:59.920]   I am certain that my day to day behavior, the things that I search for, the things that
[00:22:59.920 --> 00:23:03.800]   I do online affects what shows up in my Instagram feed.
[00:23:03.800 --> 00:23:04.800]   Sure.
[00:23:04.800 --> 00:23:07.560]   The targeted ads that show up know exactly who I am and what I'm doing.
[00:23:07.560 --> 00:23:08.560]   Yeah.
[00:23:08.560 --> 00:23:10.800]   I buy more stuff from Instagram than any of us.
[00:23:10.800 --> 00:23:11.800]   They have to take Instagram.
[00:23:11.800 --> 00:23:12.800]   Oh, yeah.
[00:23:12.800 --> 00:23:15.400]   Is three to four X.
[00:23:15.400 --> 00:23:18.400]   I think any of the other social networks on ads.
[00:23:18.400 --> 00:23:19.400]   Sure.
[00:23:19.400 --> 00:23:23.840]   I don't presume that Instagram's not keeping a really close eye on what I'm doing.
[00:23:23.840 --> 00:23:26.440]   I just, that's where my friends are.
[00:23:26.440 --> 00:23:27.440]   Yeah.
[00:23:27.440 --> 00:23:28.440]   They are not on Facebook.
[00:23:28.440 --> 00:23:29.440]   Same.
[00:23:29.440 --> 00:23:30.440]   It's straight forward.
[00:23:30.440 --> 00:23:31.440]   This is like such a cool thing.
[00:23:31.440 --> 00:23:33.240]   Do you guys use Snap?
[00:23:33.240 --> 00:23:34.720]   No, not much.
[00:23:34.720 --> 00:23:36.280]   But I bet your daughter does.
[00:23:36.280 --> 00:23:38.280]   No, she's not allowed to.
[00:23:38.280 --> 00:23:40.240]   She's the smartest daughter ever.
[00:23:40.240 --> 00:23:41.760]   I think so.
[00:23:41.760 --> 00:23:44.480]   My kids do, but they're, you know, they're in their 20s.
[00:23:44.480 --> 00:23:47.640]   This user thing is such a push pull thing because yeah, we say.
[00:23:47.640 --> 00:23:48.640]   What's wrong with it before you.
[00:23:48.640 --> 00:23:53.440]   Before you go into this, what's wrong with Snap?
[00:23:53.440 --> 00:23:54.440]   Where should I start?
[00:23:54.440 --> 00:23:55.440]   Oh, boy.
[00:23:55.440 --> 00:23:56.720]   So, well, no, no.
[00:23:56.720 --> 00:24:03.760]   So I think it was in 26, 2014 or 15, 16.
[00:24:03.760 --> 00:24:06.320]   Snap filed some very, very interesting patents.
[00:24:06.320 --> 00:24:11.800]   I will see if I can pull them up, but they had to do with a online advertising marketplace
[00:24:11.800 --> 00:24:18.160]   that use machine learning and object recognition to automatically surface, sellable things
[00:24:18.160 --> 00:24:22.520]   within a photo that others could buy ads against.
[00:24:22.520 --> 00:24:27.320]   And to me, they were also describing in this thing what that system would look like.
[00:24:27.320 --> 00:24:36.160]   To me, that very, very much look like the next generation of auction-based ads for display.
[00:24:36.160 --> 00:24:41.120]   So are you saying that Snap would look at things in your pictures?
[00:24:41.120 --> 00:24:42.120]   Yeah.
[00:24:42.120 --> 00:24:43.120]   Yeah.
[00:24:43.120 --> 00:24:44.640]   So like you've got a bunch of cupcakes there.
[00:24:44.640 --> 00:24:48.120]   They're going to start selling me cupcakes?
[00:24:48.120 --> 00:24:56.160]   So yeah, so there may be filters that appear or like stories like part of the feed where
[00:24:56.160 --> 00:25:01.160]   I'm being targeted because you're being targeted with something related to a cupcake.
[00:25:01.160 --> 00:25:02.880]   You're not drinking what you go.
[00:25:02.880 --> 00:25:06.680]   I've always suspected that the reason Amazon keeps trying to get cameras in my house is
[00:25:06.680 --> 00:25:07.680]   that.
[00:25:07.680 --> 00:25:08.680]   Right?
[00:25:08.680 --> 00:25:17.960]   It's hard to note to what's driving the choices that targeting makes.
[00:25:17.960 --> 00:25:20.440]   But this is not just Instagram.
[00:25:20.440 --> 00:25:21.440]   It's not just Snapchat.
[00:25:21.440 --> 00:25:25.480]   I mean, I went on vacation to Hawaii last week, rented a Jeep.
[00:25:25.480 --> 00:25:27.720]   I did it through Touro.
[00:25:27.720 --> 00:25:29.440]   It's kind of like Airbnb for car rentals.
[00:25:29.440 --> 00:25:31.320]   It was a great experience.
[00:25:31.320 --> 00:25:38.640]   I know that I talked about Jeeps with my friends and on text and I was discussing it all the
[00:25:38.640 --> 00:25:40.680]   time and taking pictures of the Jeep.
[00:25:40.680 --> 00:25:43.080]   And now I am being advertised as Jeeps.
[00:25:43.080 --> 00:25:45.080]   It's just the best for the rest of Hawaii.
