
[00:00:00.000 --> 00:00:02.000]   It's time for Twit.
[00:19:59.160 --> 00:20:04.280]   And he says all six are large broadband consumer networks with a dominant or exclusive market
[00:20:04.280 --> 00:20:06.160]   share in their local market.
[00:20:06.160 --> 00:20:10.560]   And interestingly enough, they're all dead last in customer satisfaction.
[00:20:10.560 --> 00:20:11.880]   For that reason.
[00:20:11.880 --> 00:20:14.360]   So you can triangulate on that one pretty quickly.
[00:20:14.360 --> 00:20:15.360]   Exactly.
[00:20:15.360 --> 00:20:16.840]   Yeah, he doesn't name names.
[00:20:16.840 --> 00:20:17.840]   These are customers.
[00:20:17.840 --> 00:20:18.840]   These are deals he doesn't want to.
[00:20:18.840 --> 00:20:19.840]   Sounds like everybody.
[00:20:19.840 --> 00:20:24.760]   Basically, yeah, one is in, I think England and Fiverr in the US.
[00:20:24.760 --> 00:20:30.480]   Basically all the big broadband providers in the US are intentionally letting ports become
[00:20:30.480 --> 00:20:35.840]   congested because what they try, it's essentially blackmail to level three and others saying,
[00:20:35.840 --> 00:20:39.440]   you know what, you gotta give me no fair fact that this is intentional.
[00:20:39.440 --> 00:20:41.520]   Or they're just, well, they're asking, they're demanding money.
[00:20:41.520 --> 00:20:44.520]   It's a heck of a coincidence.
[00:20:44.520 --> 00:20:48.800]   Well, they're coming to level three saying you need to pay us or we're going to keep
[00:20:48.800 --> 00:20:49.800]   those congested.
[00:20:49.800 --> 00:20:50.800]   They did this to Netflix.
[00:20:50.800 --> 00:20:58.400]   They said your Netflix internet connectivity went down on Comcast 38% since last October.
[00:20:58.400 --> 00:21:01.320]   And that's basically Comcast saying, you know what, you're sending a lot of traffic.
[00:21:01.320 --> 00:21:04.760]   They wanted better peering Comcast or Netflix than this.
[00:21:04.760 --> 00:21:05.760]   So they did a deal.
[00:21:05.760 --> 00:21:08.040]   Well, Netflix did a deal, but they're not happy about it.
[00:21:08.040 --> 00:21:12.360]   Reed Hastings has published that, you know, in the Netflix blog that he was felt he was
[00:21:12.360 --> 00:21:13.360]   blackmailing.
[00:21:13.360 --> 00:21:17.120]   And by the way, now it's Verizon and AT&T are coming to Netflix.
[00:21:17.120 --> 00:21:20.960]   Same thing, hat and hand saying, if you would like for full access to our subscribers, you
[00:21:20.960 --> 00:21:23.800]   would be behoove you to pay us a little money.
[00:21:23.800 --> 00:21:26.440]   I think this would all be solved by a fast lane.
[00:21:26.440 --> 00:21:27.440]   What's a fast lane?
[00:21:27.440 --> 00:21:28.440]   I don't know.
[00:21:28.440 --> 00:21:29.440]   That's a Gilmore state.
[00:21:29.440 --> 00:21:30.440]   HOV.
[00:21:30.440 --> 00:21:36.400]   You need two people watching Netflix or three, depending if you're in the Bay Area is three,
[00:21:36.400 --> 00:21:38.200]   or you can't get on and watch it.
[00:21:38.200 --> 00:21:40.600]   We always usually watch with two.
[00:21:40.600 --> 00:21:43.400]   I feel like we should be able to cut through this and explain it.
[00:21:43.400 --> 00:21:44.600]   And I don't feel like we know.
[00:21:44.600 --> 00:21:46.360]   Vihart has done a great video.
[00:21:46.360 --> 00:21:47.360]   Have you seen Vihart's video?
[00:21:47.360 --> 00:21:49.720]   I think the thing, who is the guys who said that we should have it more like a public
[00:21:49.720 --> 00:21:50.720]   utility?
[00:21:50.720 --> 00:21:51.720]   That was Dan's position.
[00:21:51.720 --> 00:21:52.720]   I agree.
[00:21:52.720 --> 00:21:53.720]   Oh, you do?
[00:21:53.720 --> 00:21:57.320]   Oh, that's funny because at least two years ago I went on and on about how we should meter
[00:21:57.320 --> 00:22:01.680]   the internet like a public utility, and oh, we can't meter the internet, but that's what
[00:22:01.680 --> 00:22:03.280]   they do with public utilities.
[00:22:03.280 --> 00:22:05.000]   So why don't we meter the internet?
[00:22:05.000 --> 00:22:09.320]   No, my position was you can meter it, but there is plenty of bandwidth.
[00:22:09.320 --> 00:22:13.680]   If in fact we did what Dan's suggesting, which is laid fiber across this country that's
[00:22:13.680 --> 00:22:17.960]   owned by the government, lease it out to people, there would be true competition.
[00:22:17.960 --> 00:22:21.200]   The highway system would be preserved.
[00:22:21.200 --> 00:22:24.720]   I truly don't mind paying for more speed.
[00:22:24.720 --> 00:22:25.720]   That's not what we're talking about.
[00:22:25.720 --> 00:22:26.720]   I'm not talking about metering.
[00:22:26.720 --> 00:22:32.280]   We're talking about equal access to customers for edge providers.
[00:22:32.280 --> 00:22:33.640]   What's been with caps?
[00:22:33.640 --> 00:22:35.440]   Yeah, bandwidth caps effectively.
[00:22:35.440 --> 00:22:38.240]   This guy then, the chat, who says they meter the interstate?
[00:22:38.240 --> 00:22:41.880]   No, they meter utilities, water, electricity, and low.
[00:22:41.880 --> 00:22:43.520]   We want to be like the interstate.
[00:22:43.520 --> 00:22:45.120]   They don't meter the highway.
[00:22:45.120 --> 00:22:46.120]   Well they do.
[00:22:46.120 --> 00:22:47.880]   In some places they have toll roads.
[00:22:47.880 --> 00:22:48.880]   Right.
[00:22:48.880 --> 00:22:49.880]   That's what we're talking about.
[00:22:49.880 --> 00:22:50.880]   We don't want a toll road.
[00:22:50.880 --> 00:22:52.640]   Well, maybe we do.
[00:22:52.640 --> 00:22:54.320]   I would rather go with the metering the internet.
[00:22:54.320 --> 00:22:57.040]   I've said this for years.
[00:22:57.040 --> 00:22:59.160]   I'm not sure I really understand what you're talking about.
[00:22:59.160 --> 00:23:00.640]   You pay for your bits.
[00:23:00.640 --> 00:23:01.640]   You buy a million bits.
[00:23:01.640 --> 00:23:02.640]   You pay for a million bits.
[00:23:02.640 --> 00:23:03.640]   You buy one bit.
[00:23:03.640 --> 00:23:04.640]   You pay for one bit.
[00:23:04.640 --> 00:23:06.240]   That's fine as long as all bits are equal.
[00:23:06.240 --> 00:23:07.560]   It's fine with me.
[00:23:07.560 --> 00:23:09.680]   They would be equal because you're paying for them.
[00:23:09.680 --> 00:23:12.840]   Well, that's not what these companies want.
[00:23:12.840 --> 00:23:14.400]   I think it is.
[00:23:14.400 --> 00:23:15.400]   Go ahead.
[00:23:15.400 --> 00:23:18.240]   The risk is not for Netflix.
[00:23:18.240 --> 00:23:19.240]   You know, Netflix.
[00:23:19.240 --> 00:23:20.240]   They can afford it.
[00:23:20.240 --> 00:23:21.240]   Right.
[00:23:21.240 --> 00:23:22.240]   They can afford it.
[00:23:22.240 --> 00:23:27.600]   The risk is that you have smaller content companies and smaller providers who can't afford
[00:23:27.600 --> 00:23:29.600]   to pay for the fast lane.
[00:23:29.600 --> 00:23:31.120]   Their content gets slowed down.
[00:23:31.120 --> 00:23:34.280]   That's a risk not just for people who want to watch TV programs.
[00:23:34.280 --> 00:23:37.880]   That's a risk for the free flow of information period.
[00:23:37.880 --> 00:23:38.880]   Right.
[00:23:38.880 --> 00:23:44.720]   By the way, a quarter million people have watched Vihart's video on net neutrality.
[00:23:44.720 --> 00:23:45.720]   I recommend.
[00:23:45.720 --> 00:23:46.920]   I'm not going to play the whole thing.
[00:23:46.920 --> 00:23:51.360]   It's on YouTube if you look for VI, HART and net neutrality.
[00:23:51.360 --> 00:23:54.240]   I think it's an analogy that is perhaps a little strange.
[00:23:54.240 --> 00:24:01.400]   She describes the internet service providers like delivery trucks.
[00:24:01.400 --> 00:24:05.120]   But I think the gist of it is exactly the delivery truck that costs money.
[00:24:05.120 --> 00:24:06.120]   Yeah.
[00:24:06.120 --> 00:24:07.680]   Nobody's saying it doesn't cost money, John.
[00:24:07.680 --> 00:24:08.680]   Nobody's saying that.
[00:24:08.680 --> 00:24:09.680]   Yeah.
[00:24:09.680 --> 00:24:10.680]   I know.
[00:24:10.680 --> 00:24:11.680]   I want Comcast to make money.
[00:24:11.680 --> 00:24:13.240]   I'm not saying don't make money Comcast.
[00:24:13.240 --> 00:24:14.240]   I'm not a commie.
[00:24:14.240 --> 00:24:16.040]   I think that was a market.
[00:24:16.040 --> 00:24:17.040]   A commie.
[00:24:17.040 --> 00:24:18.040]   What?
[00:24:18.040 --> 00:24:19.040]   Go ahead.
[00:24:19.040 --> 00:24:24.680]   Mark Hendrickson used the truck analogy too and said, you know, if Netflix, if Netflix
[00:24:24.680 --> 00:24:28.240]   trucks were using up 80% of the highway system.
[00:24:28.240 --> 00:24:29.240]   Okay.
[00:24:29.240 --> 00:24:30.240]   So that's BS.
[00:24:30.240 --> 00:24:32.840]   So, and this is why Vihart describes this.
[00:24:32.840 --> 00:24:33.840]   That's BS.
[00:24:33.840 --> 00:24:37.960]   This is one of those drawing things.
[00:24:37.960 --> 00:24:40.240]   She does a good job actually and I highly recommend it.
[00:24:40.240 --> 00:24:41.240]   It is a drawing thing.
[00:24:41.240 --> 00:24:42.240]   I hate those.
[00:24:42.240 --> 00:24:43.400]   You know the other way to stop.
[00:24:43.400 --> 00:24:47.000]   The other thing I hate besides these drawing things is that you ever will turn out and
[00:24:47.000 --> 00:24:48.000]   you're like, oh, watch this video.
[00:24:48.000 --> 00:24:50.040]   And it's just a bunch of words coming at you.
[00:24:50.040 --> 00:24:52.240]   It's like you're reading it slow motion.
[00:24:52.240 --> 00:24:58.480]   This is a poor man's or woman's way of illustrating what she's talking about and she does quite
[00:24:58.480 --> 00:24:59.480]   a good job.
[00:24:59.480 --> 00:25:00.480]   It's actually a good artist.
[00:25:00.480 --> 00:25:01.720]   I've gone mad.
[00:25:01.720 --> 00:25:05.640]   You're not like drawings, John?
[00:25:05.640 --> 00:25:07.400]   John doesn't like life.
[00:25:07.400 --> 00:25:08.400]   No, I love life.
[00:25:08.400 --> 00:25:10.120]   This is crap I don't like.
[00:25:10.120 --> 00:25:12.440]   This is actually, you should listen to this very good.
[00:25:12.440 --> 00:25:19.480]   So her point is, look, you're already paying for delivery of these packages via this truck.
[00:25:19.480 --> 00:25:25.800]   It's as if UPS said, oh, Amazon, you're sending us so much business that we want you to pay
[00:25:25.800 --> 00:25:28.160]   as well as the customer.
[00:25:28.160 --> 00:25:30.040]   The delivery is already paid for.
[00:25:30.040 --> 00:25:35.480]   They're double dipping going to Amazon saying, if you would like to reach our customers,
[00:25:35.480 --> 00:25:39.040]   you should, because you're sending so much business to us.
[00:25:39.040 --> 00:25:40.760]   And Amazon should say, well, that's good, isn't it?
[00:25:40.760 --> 00:25:43.240]   Wow, that's the most specious thing you've ever said.
[00:25:43.240 --> 00:25:44.240]   Really, why is that specious?
[00:25:44.240 --> 00:25:47.400]   Well, for one thing, half the time you're not paying for Amazon, it's always free.
[00:25:47.400 --> 00:25:50.240]   And the second thing is Amazon does pay them to ship the stuff.
[00:25:50.240 --> 00:25:51.400]   And Amazon, if they want more--
[00:25:51.400 --> 00:25:52.400]   Well, somebody pays you either.
[00:25:52.400 --> 00:25:53.400]   Give me your Amazon.
[00:25:53.400 --> 00:25:54.400]   But the point is, once more money--
[00:25:54.400 --> 00:25:55.400]   To ask for charge.
[00:25:55.400 --> 00:25:58.280]   --more money and they do that commonly, charge more.
[00:25:58.280 --> 00:25:59.400]   The post office does it.
[00:25:59.400 --> 00:26:00.400]   They keep raising the rates.
[00:26:00.400 --> 00:26:01.400]   Oh, that's fine.
[00:26:01.400 --> 00:26:02.400]   If it's cool.
[00:26:02.400 --> 00:26:04.760]   Actually, John, there's a discount for volume in shipping.
[00:26:04.760 --> 00:26:05.760]   No, that's true.
[00:26:05.760 --> 00:26:07.760]   In fact, they pay less.
[00:26:07.760 --> 00:26:10.760]   The customer is paying for the shipment from Amazon.
[00:26:10.760 --> 00:26:11.760]   It's what Amazon is paying for.
[00:26:11.760 --> 00:26:12.760]   It's the customer.
[00:26:12.760 --> 00:26:13.760]   Right.
[00:26:13.760 --> 00:26:14.760]   John's very confused.
[00:26:14.760 --> 00:26:15.760]   No, I'm not confused.
[00:26:15.760 --> 00:26:17.760]   Amazon writes the check.
[00:26:17.760 --> 00:26:20.760]   Well, they do because I pay them for price.
[00:26:20.760 --> 00:26:21.760]   And if they rack--
[00:26:21.760 --> 00:26:23.760]   But at the end of the day, the customer pays.
[00:26:23.760 --> 00:26:24.760]   I agree with you.
[00:26:24.760 --> 00:26:25.760]   Yes.
[00:26:25.760 --> 00:26:26.760]   It's true.
[00:26:26.760 --> 00:26:27.760]   Yes.
[00:26:27.760 --> 00:26:31.760]   It's as if they said, if UPS said, both parties should pay.
[00:26:31.760 --> 00:26:35.760]   That's what basically Comcast wants to do.
[00:26:35.760 --> 00:26:38.760]   They want Amazon and you to pay.
[00:26:38.760 --> 00:26:39.760]   That's what you think.
[00:26:39.760 --> 00:26:42.760]   If they're what they say is, because you're sending us so much business.
[00:26:42.760 --> 00:26:43.760]   Well, I think--
[00:26:43.760 --> 00:26:46.840]   But you've got to take Gilmore's point into account, which is that they actually give
[00:26:46.840 --> 00:26:50.760]   them a discount for all that extra business, which is the reality.
[00:26:50.760 --> 00:26:58.600]   If there was one shipper that Amazon could use for any given community, only one was
[00:26:58.600 --> 00:27:02.920]   allowed to serve that community, things would be really different.
[00:27:02.920 --> 00:27:06.560]   It would be a lot worse for everybody except for that shipper.
[00:27:06.560 --> 00:27:11.720]   I think we all agree that if there were real competition in internet service, this wouldn't--
[00:27:11.720 --> 00:27:12.720]   we wouldn't have to worry about it.
