
[00:00:00.000 --> 00:00:01.360]   (upbeat music)
[00:14:46.680 --> 00:14:50.400]   Yeah, it's live that people shared on Instagram and I see all the dunks.
[00:14:50.400 --> 00:14:51.560]   I already know one.
[00:14:51.560 --> 00:14:52.800]   It ruins it for you, Uncle Leo.
[00:14:52.800 --> 00:14:54.320]   You can't get away from stuff anymore.
[00:14:54.320 --> 00:14:55.320]   Yeah.
[00:14:55.320 --> 00:14:57.320]   If you really care about something, you got to watch it live.
[00:14:57.320 --> 00:14:58.320]   Ah, yeah.
[00:14:58.320 --> 00:14:59.880]   That's why I saw Deadpool twice.
[00:14:59.880 --> 00:15:00.880]   Twice?
[00:15:00.880 --> 00:15:01.880]   In one day.
[00:15:01.880 --> 00:15:02.880]   Because it was live.
[00:15:02.880 --> 00:15:03.880]   It was live.
[00:15:03.880 --> 00:15:07.520]   The internet reaction would have been live and the spoilers would have been live.
[00:15:07.520 --> 00:15:11.360]   I saw open a night first show and I saw it again last night.
[00:15:11.360 --> 00:15:16.000]   Well, this is Valentine's Day, but it's also International Free Software Day.
[00:15:16.000 --> 00:15:21.240]   So share some love with an open source project that you're particularly fond of.
[00:15:21.240 --> 00:15:23.200]   There's lots of great open source software out there.
[00:15:23.200 --> 00:15:25.160]   This would be a good day to celebrate that.
[00:15:25.160 --> 00:15:29.120]   Ah, I love this story.
[00:15:29.120 --> 00:15:31.560]   So they're, they have arrested a teen.
[00:15:31.560 --> 00:15:36.960]   He was British kid, 16 year old teen who was the kid they believe may have hacked the
[00:15:36.960 --> 00:15:41.520]   FBI and the Department of Homeland Security.
[00:15:41.520 --> 00:15:51.080]   He's been releasing the contact information for thousands of FBI and DHS employees.
[00:15:51.080 --> 00:15:57.120]   He calls himself cracka with an A and you'll enjoy this.
[00:15:57.120 --> 00:16:01.360]   His hacking crew crackas with attitude.
[00:16:01.360 --> 00:16:04.840]   Wow, is right.
[00:16:04.840 --> 00:16:06.920]   But here's the amazing story.
[00:16:06.920 --> 00:16:10.040]   Motherboard had this story before he was arrested.
[00:16:10.040 --> 00:16:11.040]   By the way, he's going to dump.
[00:16:11.040 --> 00:16:17.600]   They said 20,000 FBI and now 9,000 DHS employee details and they have, they claimed to have
[00:16:17.600 --> 00:16:20.000]   hundreds of gigabytes.
[00:16:20.000 --> 00:16:23.960]   They published these lists on Monday.
[00:16:23.960 --> 00:16:30.880]   Motherboard story explains how it happened.
[00:16:30.880 --> 00:16:32.560]   It's almost hard to believe.
[00:16:32.560 --> 00:16:39.400]   So apparently it all started with a spearfishing attack that the 16 year old sent an email
[00:16:39.400 --> 00:16:41.600]   to a Department of Justice employee.
[00:16:41.600 --> 00:16:43.000]   You know how the spearfishing works?
[00:16:43.000 --> 00:16:44.800]   It says, you know, this is your bank.
[00:16:44.800 --> 00:16:45.800]   We have some documents.
[00:16:45.800 --> 00:16:49.040]   We want you to sign the PDF is attached or whatever.
[00:16:49.040 --> 00:16:54.120]   But it's how we believe how the Sony hack also was initially perpetrated was with a targeted
[00:16:54.120 --> 00:16:58.760]   email that had a malware payload.
[00:16:58.760 --> 00:17:05.480]   In fact, to confirm that on Monday, the 16 year old hacker contacted Kelsey Atherton,
[00:17:05.480 --> 00:17:08.960]   the reporter at Motherboard via that DOJ email account.
[00:17:08.960 --> 00:17:13.320]   Just to prove I do have access to this account.
[00:17:13.320 --> 00:17:15.160]   So he got the account.
[00:17:15.160 --> 00:17:16.360]   He compromised the system.
[00:17:16.360 --> 00:17:20.120]   He tried logging into the Department of Justice's web portal.
[00:17:20.120 --> 00:17:23.360]   It's an internet designed for employees.
[00:17:23.360 --> 00:17:24.880]   Many companies have this.
[00:17:24.880 --> 00:17:26.440]   Couldn't get through.
[00:17:26.440 --> 00:17:27.840]   Because it's got security.
[00:17:27.840 --> 00:17:32.840]   So he calls the IT department at the Department of Justice.
[00:17:32.840 --> 00:17:38.960]   He said, I called him up and told him I was new and didn't understand how to get past
[00:17:38.960 --> 00:17:39.960]   the portal.
[00:17:39.960 --> 00:17:42.360]   They asked, do you have a token code?
[00:17:42.360 --> 00:17:47.360]   He said, no, they said, oh, it use ours.
[00:17:47.360 --> 00:17:51.280]   They gave him a token code and he got in.
[00:17:51.280 --> 00:17:53.360]   You're all fired.
[00:17:53.360 --> 00:17:56.600]   This is the Department of Justice.
[00:17:56.600 --> 00:17:58.640]   This is the FBI.
[00:17:58.640 --> 00:18:01.440]   This is the Department of Homeland Security.
[00:18:01.440 --> 00:18:05.160]   First of all, people, I love America.
[00:18:05.160 --> 00:18:06.640]   And America loves me.
[00:18:06.640 --> 00:18:10.120]   But I will say that sometimes when you think the people that gave you say, okay, give you
[00:18:10.120 --> 00:18:13.640]   say, because they don't know what they're doing, I mean, it's not really hacking.
[00:18:13.640 --> 00:18:14.640]   Really.
[00:18:14.640 --> 00:18:15.640]   That's like a phone call.
[00:18:15.640 --> 00:18:16.640]   That's like a phone scam.
[00:18:16.640 --> 00:18:19.560]   Like you call your grandmother, or call somebody's grandmother and get them to buy you a watch
[00:18:19.560 --> 00:18:21.280]   or something over the phone.
[00:18:21.280 --> 00:18:23.080]   That's old school infantry.
[00:18:23.080 --> 00:18:25.240]   Like you don't think or have protocols.
[00:18:25.240 --> 00:18:26.240]   Like really?
[00:18:26.240 --> 00:18:28.240]   It's social engineering.
[00:18:28.240 --> 00:18:29.240]   Yes.
[00:18:29.240 --> 00:18:34.640]   And people like Kevin Mittnick, a reformed hacker Kevin Mick, who's a good friend, often
[00:18:34.640 --> 00:18:36.320]   he wrote a whole book on social engineering.
[00:18:36.320 --> 00:18:38.440]   He said, that's really the weak point.
[00:18:38.440 --> 00:18:40.320]   You can have the best passwords.
[00:18:40.320 --> 00:18:45.120]   You can do everything, you know, two factor authentication, fingerprint scanner.
[00:18:45.120 --> 00:18:48.960]   But if some customer service rep is going to give it all up with a phone call, you're
[00:18:48.960 --> 00:18:49.960]   screwed.
[00:18:49.960 --> 00:18:54.000]   Well, it's amazing how just with an era of authority, how far you can get in a lot of
[00:18:54.000 --> 00:18:55.000]   places.
[00:18:55.000 --> 00:18:56.000]   Oh, yeah.
[00:18:56.000 --> 00:19:01.720]   We definitely like had to get back into a location where I did belong, but I didn't
[00:19:01.720 --> 00:19:02.720]   have whatever I needed.
[00:19:02.720 --> 00:19:04.080]   Just talk my way through it.
[00:19:04.080 --> 00:19:05.080]   Act like you belong.
[00:19:05.080 --> 00:19:07.080]   I was like, oh, you know, hi.
[00:19:07.080 --> 00:19:08.080]   This is practical.
[00:19:08.080 --> 00:19:09.080]   Well, we had.
[00:19:09.080 --> 00:19:10.560]   I couldn't get into the portal.
[00:19:10.560 --> 00:19:11.560]   Oh, yeah.
[00:19:11.560 --> 00:19:12.560]   The issue is.
[00:19:12.560 --> 00:19:13.560]   I can't get into the portal.
[00:19:13.560 --> 00:19:16.040]   Well, the thing is, is that immediately as an American, that would be again, there's
[00:19:16.040 --> 00:19:20.120]   an inferior inferior order smarter than that because they talk like that.
[00:19:20.120 --> 00:19:21.840]   So you know, and so they're like, oh, he has an English accent.
[00:19:21.840 --> 00:19:24.840]   He must know what he's talking about.
[00:19:24.840 --> 00:19:25.840]   Unbelievable.
[00:19:25.840 --> 00:19:26.840]   It's the journalist thing.
[00:19:26.840 --> 00:19:30.600]   Like if you act like you're supposed to be there or act like you should get the information.
[00:19:30.600 --> 00:19:31.800]   Like a lot of times people give it to you.
[00:19:31.800 --> 00:19:33.400]   I mean, journalists do this all the time.
[00:19:33.400 --> 00:19:37.160]   I had one week where I got kicked out of the White House and the Capitol both because
[00:19:37.160 --> 00:19:39.160]   I wasn't.
[00:19:39.160 --> 00:19:44.400]   I was someplace I wasn't supposed to be, but I was just acting like I supposed to be there.
[00:19:44.400 --> 00:19:52.120]   Yeah, it's a long story, but the bottom line is, you know, people are the weakest link.
[00:19:52.120 --> 00:19:53.480]   It's not the security.
[00:19:53.480 --> 00:19:55.600]   And it takes a, it's a lot shorter loop.
[00:19:55.600 --> 00:19:56.920]   That's what Kevin McNich was great at.
[00:19:56.920 --> 00:20:01.680]   He's like, you know, it's a lot shorter loop to talk to somebody and, you know, be nice
[00:20:01.680 --> 00:20:06.240]   to them and, you know, ask for their help and they'll help you then to try to spend, you
[00:20:06.240 --> 00:20:10.240]   know, hours and hours on a lot of computer code to run some kind of brute force attack
[00:20:10.240 --> 00:20:11.720]   to steal their password.
[00:20:11.720 --> 00:20:14.320]   Well, in fact, they'll probably just let you in if you're nice to them.
[00:20:14.320 --> 00:20:16.080]   Well, it was three years ago.
[00:20:16.080 --> 00:20:18.160]   Remember Matt Honan's article?
[00:20:18.160 --> 00:20:20.400]   We all friends with Matt?
[00:20:20.400 --> 00:20:21.400]   Yes.
[00:20:21.400 --> 00:20:28.440]   He had, unfortunately, the Twitter handle MAT and three letter Twitter handle is catnip
[00:20:28.440 --> 00:20:30.880]   and get it was teenagers.
[00:20:30.880 --> 00:20:33.080]   And the way they got in was he had strong passwords.
[00:20:33.080 --> 00:20:37.040]   Wasn't that they wanted his Twitter account.
[00:20:37.040 --> 00:20:45.040]   So they used customer service reps and Amazon and Apple to get into it.
[00:20:45.040 --> 00:20:49.040]   And they used it to get into his Gmail and then asked Twitter to send the Gmail.
[00:20:49.040 --> 00:20:52.840]   He said, if I'd used two factor on Google, I might have been all right, but I wasn't
[00:20:52.840 --> 00:20:53.840]   using it at the time.
[00:20:53.840 --> 00:20:55.760]   That is one lesson, two factor.
[00:20:55.760 --> 00:20:58.480]   But again, if it's a customer service rep, they'll say, oh, well, let me just give you
[00:20:58.480 --> 00:20:59.960]   your second factor.
[00:20:59.960 --> 00:21:01.320]   Oh, you don't have the token.
[00:21:01.320 --> 00:21:02.320]   No problem.
[00:21:02.320 --> 00:21:03.920]   That's six, two, four, one, three, seven.
[00:21:03.920 --> 00:21:04.920]   Okay.
[00:21:04.920 --> 00:21:05.920]   They don't have caller ID.
[00:21:05.920 --> 00:21:08.080]   There's no somebody's calling outside the system.
[00:21:08.080 --> 00:21:09.080]   Oh, that doesn't work.
[00:21:09.080 --> 00:21:10.080]   That doesn't work.
[00:21:10.080 --> 00:21:12.400]   You can, you can, you can spoof any caller.
[00:21:12.400 --> 00:21:13.560]   I'm being facetious.
[00:21:13.560 --> 00:21:18.120]   It's the point of the fact that it's just, you know, but they want access to Facebook.
[00:21:18.120 --> 00:21:21.520]   They want to go through Twitter's servers and databases like for what?
[00:21:21.520 --> 00:21:22.520]   Y'all are stupid.
[00:21:22.520 --> 00:21:25.880]   What are you going to find in there to somebody else can tell you that's going on?
[00:21:25.880 --> 00:21:26.880]   Like really, really?
[00:21:26.880 --> 00:21:32.360]   I do think we're going to see a lot more, you know, biometrics now, you know, right now
[00:21:32.360 --> 00:21:33.360]   it's convenience.
[00:21:33.360 --> 00:21:35.680]   I can open up my iPhone, but I think that is fingerprints.
[00:21:35.680 --> 00:21:36.680]   Yeah.
[00:21:36.680 --> 00:21:41.680]   I saw the, I saw a report, I guess that Apple now is going to let you say your password,
[00:21:41.680 --> 00:21:45.480]   you know, to your Apple TV, you know, and I was like, I do not want to say my password
[00:21:45.480 --> 00:21:46.480]   in front of my kids.
[00:21:46.480 --> 00:21:48.880]   I want to be able to do it.
[00:21:48.880 --> 00:21:51.640]   Just hold down my thumb on my phone and have it.
[00:21:51.640 --> 00:21:53.120]   Let me buy that movie, you know.
[00:21:53.120 --> 00:21:54.120]   Yeah.
[00:21:54.120 --> 00:21:56.640]   Unless I spell it out, they're not going to understand my password anyway.
[00:21:56.640 --> 00:22:01.080]   My passwords are incredulously impeccable and cannot be hacked by anyone because they
[00:22:01.080 --> 00:22:05.920]   are ghetto hood rat typings of words like that you wouldn't imagine to be able to spell.
[00:22:05.920 --> 00:22:06.920]   Oh, yeah.
[00:22:06.920 --> 00:22:08.120]   I would never think of that.
[00:22:08.120 --> 00:22:09.120]   No.
[00:22:09.120 --> 00:22:14.240]   You know, if you use LIT, you know, three instead of an E or they know that they just
[00:22:14.240 --> 00:22:16.000]   get right through that one.
[00:22:16.000 --> 00:22:19.960]   I'm sure that I'm sure that they have access to the urban dictionary too.
[00:22:19.960 --> 00:22:25.480]   You know, oh, you know, the way I spell big pop on the way you spell big pop totally
[00:22:25.480 --> 00:22:26.480]   different things.
[00:22:26.480 --> 00:22:28.760]   And there's a number and a capital letter up in there.
[00:22:28.760 --> 00:22:30.720]   So go have fun with big pop of people.
[00:22:30.720 --> 00:22:32.760]   There's actually a related story.
[00:22:32.760 --> 00:22:33.760]   It's kind of interesting.
[00:22:33.760 --> 00:22:36.600]   The error of 53 story, which relates to this fingerprint reader.
[00:22:36.600 --> 00:22:37.760]   We'll talk about that in just a second.
[00:22:37.760 --> 00:22:38.760]   I want to take a break right now.
[00:22:38.760 --> 00:22:46.160]   Alex Lindsey is here for Pixelcore, Mr. Owen JJ Stone from IQMZ.com.
[00:22:46.160 --> 00:22:51.000]   He's at O.Daktah with an H on his Twitter.
[00:22:51.000 --> 00:22:52.000]   What?
[00:22:52.000 --> 00:22:53.000]   Tizai.
[00:22:53.000 --> 00:22:54.000]   Tizai.
[00:22:54.000 --> 00:22:55.160]   I thought you said Fishesl.
[00:22:55.160 --> 00:22:58.000]   I was, I was, I'm sorry.
[00:22:58.000 --> 00:23:00.440]   And what you would say that, wouldn't you?
[00:23:00.440 --> 00:23:01.440]   Sure.
[00:23:01.440 --> 00:23:04.080]   In the urban argot, the argot of the streets.
[00:23:04.080 --> 00:23:05.080]   Yeah.
[00:23:05.080 --> 00:23:08.360]   Yeah, the hood be the hood be.
[00:23:08.360 --> 00:23:14.160]   I love speaking the argot of the hood with you.
[00:23:14.160 --> 00:23:15.840]   I like when you read rap lyrics.
[00:23:15.840 --> 00:23:17.760]   I'll do that a little later on.
[00:23:17.760 --> 00:23:21.400]   Sometimes I play those clips back to sleep at night.
[00:23:21.400 --> 00:23:23.320]   It soothes me.
[00:23:23.320 --> 00:23:26.600]   You know, I feel that straight out of Compton got ripped off.
[00:23:26.600 --> 00:23:29.400]   That was that I really enjoyed that movie.
[00:23:29.400 --> 00:23:30.880]   Forget straight out of Compton.
[00:23:30.880 --> 00:23:31.880]   Creed.
[00:23:31.880 --> 00:23:32.880]   Creed.
[00:23:32.880 --> 00:23:34.120]   I cried three times when I saw Creed.
[00:23:34.120 --> 00:23:35.120]   Yeah.
[00:23:35.120 --> 00:23:36.120]   I haven't seen that yet.
[00:23:36.120 --> 00:23:37.120]   We're seeing you.
[00:23:37.120 --> 00:23:38.120]   You just see Creed.
[00:23:38.120 --> 00:23:39.120]   You're going to be up for rent on Tuesday.
[00:23:39.120 --> 00:23:40.120]   And I'm going to see it.
[00:23:40.120 --> 00:23:43.520]   Lee said I earn a quest to see all the Oscar nominated movies.
[00:23:43.520 --> 00:23:45.600]   And Stallone did get nominated, but you're saying.
[00:23:45.600 --> 00:23:46.600]   Yeah.
[00:23:46.600 --> 00:23:48.040]   Ten seconds to tell you the best part, right?
[00:23:48.040 --> 00:23:49.040]   Yep.
[00:23:49.040 --> 00:23:51.640]   So the kids going to rock and he's like, look, help me train.
[00:23:51.640 --> 00:23:52.640]   I'll go get him.
[00:23:52.640 --> 00:23:54.040]   Don't make this stuff.
[00:23:54.040 --> 00:23:57.120]   So he's like, well, just write down some stuff for me to work out on a gym.
[00:23:57.120 --> 00:23:58.840]   So Rocky sits down in the car with him.
[00:23:58.840 --> 00:24:00.560]   He writes his whole list for like 20 minutes.
