;FFMETADATA1
title=Uber for Metaphors
artist=TWiT
album_artist=TWiT
album=This Week in Google
track=291
genre=Podcast
comment=http://twit.tv/twig
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2015
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:04.500]   It's time for Twig this week in Google Gina Terpattie's back her monthly visit
[01:35:04.240 --> 01:35:10.560]   I mirror I did an hour and a half miercat yesterday with at the end of mac break weekly into lunch. We had a thousand viewers
[01:35:11.360 --> 01:35:16.800]   It was incredible and the and it's friction-free because it's twitter so you sign up with your twitter account
[01:35:16.800 --> 01:35:25.600]   It automatically tweets that you started the stream people can chat in the stream, but their chat comments go out as twitter comments as well
[01:35:25.600 --> 01:35:28.240]   It's really interesting
[01:35:28.240 --> 01:35:34.160]   It's and you know what it clear that they're planning that this is gonna they're hoping to be the thing at south by
[01:35:36.880 --> 01:35:42.080]   Todd lesson um so I got shot a correction from david schmitt on twitter that the
[01:35:42.080 --> 01:35:45.360]   Highway
[01:35:45.360 --> 01:35:49.280]   Well, I was in the wrong age is silent
[01:35:49.280 --> 01:35:55.600]   349 euros which right now is gonna be the euro as i'm going to be rich tonight. I was about to hit parity with the dollar
[01:35:55.600 --> 01:35:57.680]   No, it's like a buck seven
[01:35:57.680 --> 01:35:59.680]   Yeah, what the what?
[01:35:59.680 --> 01:36:03.200]   Guess I I thought the american century was over. I guess it's not
[01:36:03.200 --> 01:36:06.800]   um
[01:36:06.800 --> 01:36:08.800]   friend feed
[01:36:08.800 --> 01:36:16.960]   Officially dead. I love friend feed. It was the uber of social it was the uber
[01:36:16.960 --> 01:36:26.240]   This is the uber of shown we're the uber of podcasts. We totally are so facebook bought show title
[01:36:26.240 --> 01:36:33.840]   Yep, and bret taylor who was the creator of friend fee became the cto facebook and it's been there so long that he's actually
[01:36:34.000 --> 01:36:38.320]   I think he just left facebook didn't he go he left a while ago didn't he he's doing his own thing
[01:36:38.320 --> 01:36:44.880]   Uh, but this is sad. They bought friend feed for 50 million dollars. That's nothing chicken feed
[01:36:44.880 --> 01:36:47.840]   um
[01:36:47.840 --> 01:36:51.360]   So I guess they're putting it putting it to bed
[01:36:51.360 --> 01:36:55.920]   Uh the reason no one's using it. Oh still alive. Huh?
[01:36:55.920 --> 01:37:00.880]   Did you know it was still alive? Uh no well everyone's while I go to friend feed.com and i'd see that
[01:37:01.040 --> 01:37:06.320]   But it was all it was a ghost town because it because the mistake friend feed made which from which google learned was
[01:37:06.320 --> 01:37:09.600]   They allow you to pipe other feeds into friend feed right
[01:37:09.600 --> 01:37:12.000]   The fact that was the whole kind of the premise of it
[01:37:12.000 --> 01:37:18.800]   So I uh still have a friend feed account and it's still being posted all this stuff is just being cross posted from other
[01:37:18.800 --> 01:37:21.040]   So yeah, it's very much alive
[01:37:21.040 --> 01:37:26.560]   But uh, it's not what he's using it. It's a very much of the great
[01:37:27.120 --> 01:37:31.680]   Uh, it was a nickelodeon game show and my favorite game category ever was dead or Canadian
[01:37:31.680 --> 01:37:35.440]   That's terrible. It is
[01:37:35.440 --> 01:37:41.440]   Uh, but that's kind of something friend feed or dead. Yeah, it's uh, I have no idea some of these sites are still around
[01:37:41.440 --> 01:37:46.640]   Yeah, I love friend feed. I really thought this was like i see q is i see q still around
[01:37:46.640 --> 01:37:49.440]   Uh, that was purchased by aol. I think a well
[01:37:49.440 --> 01:37:54.560]   I still was a folded in. I don't know. I see q. Let's see
[01:37:55.120 --> 01:37:57.120]   Let's surf to icq.com
[01:37:57.120 --> 01:38:04.880]   Why yes, it's still around with video calls free messages and low-cost phone calls, but the site is really slow
[01:38:04.880 --> 01:38:09.600]   Can you measure the portion like out there? What? I'm the product manager for icq
[01:38:09.600 --> 01:38:16.960]   Sorry any chance I could get to play the sound effect for my i cq. That's right
[01:38:16.960 --> 01:38:20.640]   That's what that was yeah, that was the icq sound
[01:38:22.400 --> 01:38:27.360]   Said it's so familiar. Yeah people are looking right now. They're looking at their computer. So I know I got a message
[01:38:27.360 --> 01:38:34.880]   We've been maintaining this is uh friend feed's statement to recode
[01:38:34.880 --> 01:38:37.280]   We've been maintaining the service for the last five years
[01:38:37.280 --> 01:38:41.680]   But usage has been declining steadily the community is now just a fraction of what it once was
[01:38:41.680 --> 01:38:44.400]   Even this we've decided it's time to start winding things down
[01:38:44.400 --> 01:38:47.760]   Our thanks go out to the friend feed community for its many years
[01:38:47.760 --> 01:38:50.560]   Bye bye of sub-bye. Bye. Bye. Bye
[01:38:51.760 --> 01:38:53.760]   ball
[01:38:53.760 --> 01:38:55.840]   That was an act whoa higher
[01:38:55.840 --> 01:38:59.840]   Uh
[01:38:59.840 --> 01:39:03.360]   Anything else we want to talk about before we take a break and get our tips. Oh giga home
[01:39:03.360 --> 01:39:06.640]   Oh, yeah, so what happened?
[01:39:06.640 --> 01:39:09.120]   Seriously, what happened?
[01:39:09.120 --> 01:39:13.120]   There's an interview here with Matthew engram actually i haven't read through it
[01:39:13.120 --> 01:39:14.320]   Somebody in the chat room
[01:39:14.320 --> 01:39:19.680]   It's journalist if you got it we and we got to get matthe matthew engram and kevin tothful both regulars on our show
[01:39:20.400 --> 01:39:23.120]   uh great writers uh stacey higan bottom
[01:39:23.120 --> 01:39:26.160]   jenko recgers the
[01:39:26.160 --> 01:39:31.280]   ome had left the side a year ago because he wanted to become a venture capitalist. I think he was
[01:39:31.280 --> 01:39:34.960]   You know still part of the company. In fact, he tweeted
[01:39:34.960 --> 01:39:40.640]   Yesterday or the day before when the news came out. I just left giga home for the last time and
[01:39:40.640 --> 01:39:46.480]   You know my heart is breaking. Um, um, home has not I don't think given any interviews
[01:39:49.200 --> 01:39:51.200]   Were there any indications?
[01:39:51.200 --> 01:39:54.480]   You know, sure, are there any indications this is going to happen before monday? No
[01:39:54.480 --> 01:39:59.360]   You were just totally blindsided. Yeah, and I think the majority of staff were as well
[01:39:59.360 --> 01:40:05.280]   We were writing right up to the announcement kevin toffle posted an apple watch announcement minutes before the news came out
[01:40:05.280 --> 01:40:10.560]   We did get a new ceo recently. So I think people thought maybe there needed to be some changes maybe some
[01:40:10.560 --> 01:40:14.720]   Strategic changes, but there was little literally no talk of even layoffs
[01:40:14.720 --> 01:40:18.880]   But I think when I looked at the about pages as I was I couldn't find the ceo on it
[01:40:19.440 --> 01:40:20.880]   So
[01:40:20.880 --> 01:40:22.880]   So what happened? Uh
[01:40:22.880 --> 01:40:28.960]   Giga home, which is a great tech blog one that we read religiously and many of its contributors were
[01:40:28.960 --> 01:40:32.160]   regulars on this show and other uh twitch shows
[01:40:32.160 --> 01:40:37.440]   Um had taken I think eight million dollars in venture funding over the last couple of years
[01:40:37.440 --> 01:40:43.920]   No, that was just last year. I think total of three million 23 last year. I think so. Yeah, holy. I think you're right
[01:40:43.920 --> 01:40:46.480]   eight million last year
[01:40:46.480 --> 01:40:51.120]   Um, but weirdly enough they say the on their clothes
[01:40:51.120 --> 01:40:55.600]   They put a closing announcement on this on the page saying this is it. We're shutting the doors
[01:40:55.600 --> 01:41:00.240]   And they said uh the the creditors own us now. We're done
[01:41:00.240 --> 01:41:05.840]   So it's not a bankruptcy exactly. It's not a chapter. It's just go. We're going on
[01:41:05.840 --> 01:41:10.800]   Giga home recently became unable to pay its creditors in full at this time as a result
[01:41:10.800 --> 01:41:16.400]   The company is working with its creditors that have the rights to all of the companies assets as they're collateral
[01:41:16.800 --> 01:41:18.800]   all operations have ceased
[01:41:18.800 --> 01:41:23.600]   We do not know at this time what the lenders intend to do with the assets or if there will be any future operations
[01:41:23.600 --> 01:41:31.280]   And that was lenders of course with were senior 22.3 million and six rounds according to how do you go through 22.3 million and they had ads
[01:41:31.280 --> 01:41:34.080]   Yeah, is this bad
[01:41:34.080 --> 01:41:35.520]   last eight million
[01:41:35.520 --> 01:41:41.440]   The last eight million in February 2014 from read all severe ventures alloy ventures true ventures and shay ventures
[01:41:41.440 --> 01:41:42.960]   Wow
[01:41:42.960 --> 01:41:48.160]   They didn't have a lot of ads. They have some ads true and loi. We're in for a lot of it. That's a google ad
[01:41:48.160 --> 01:41:51.200]   These are all google ads
[01:41:51.200 --> 01:41:55.280]   What is this what is this portend for the future of uh, I know
[01:41:55.280 --> 01:41:57.440]   I see everybody's don't want somebody want me to a story on that
[01:41:57.440 --> 01:42:03.520]   We don't know enough to know anything right danny's all been wrote a good piece about how you know being the being the tortoise is a better way to go
[01:42:03.520 --> 01:42:07.760]   Um, don't take my thing is one you're the same way
[01:42:07.760 --> 01:42:12.720]   Um, I you know, I think that's one lesson in a media company unless you have an entirely new model
[01:42:12.800 --> 01:42:14.800]   We have no credit so
[01:42:14.800 --> 01:42:22.240]   And no other owners and no other owners so the in order for us to go out of business people would just have to stop watching and advertisers
[01:42:22.240 --> 01:42:26.400]   Would have to stop buying ads both of which could happen at any time, but it wouldn't be a sudden thing
[01:42:26.400 --> 01:42:29.920]   It would be a slow slow degradation
[01:42:29.920 --> 01:42:34.800]   Um, so something this sudden is is kind of odd. I don't I can't it's very odd
[01:42:34.800 --> 01:42:37.840]   I don't think that's why I think speculating is pretty meaningless
[01:42:37.840 --> 01:42:40.640]   I mean it's fine to contrast and look you know, danny's almost pieces a good one
[01:42:40.960 --> 01:42:45.360]   Saying here's how i'm running this right uh rafid Ali doesn't believe in taking too much
[01:42:45.360 --> 01:42:50.240]   Venture money. I think he's right. Um, so it doesn't mean that
[01:42:50.240 --> 01:42:54.400]   For well for instance, and somebody in the chat room said said it
[01:42:54.400 --> 01:42:58.640]   I don't who cares there's a hundred other blogs. I don't
[01:42:58.640 --> 01:43:01.760]   People no longer go to a blog and read the stories
[01:43:01.760 --> 01:43:04.560]   They get links from twitter or other sources
[01:43:04.560 --> 01:43:09.440]   Yeah, well the difference here is the gig ome was making money not just by being a tech blog
[01:43:09.440 --> 01:43:14.400]   But it had its high ed reports. It had events. It was trying to move past just a volume based
[01:43:14.400 --> 01:43:16.960]   How tech crunch made made
[01:43:16.960 --> 01:43:20.080]   Made its money was it said oh, we're gonna do we're gonna do conferences
[01:43:20.080 --> 01:43:23.600]   There's a lot more money in conferences than there is in being a tech blog
[01:43:23.600 --> 01:43:28.560]   Yeah, you're still dependent upon advertisers sponsors for it, but it's it's you're not dependent upon a
[01:43:28.560 --> 01:43:34.480]   commodifying business of impressions the mass business model is dying
[01:43:34.960 --> 01:43:39.600]   What's unknown now their big big data conference structure is coming up in a week
[01:43:39.600 --> 01:43:43.440]   Yeah, I don't even know who the lenders are
[01:43:43.440 --> 01:43:48.960]   Yeah, so who so when these creditors are not talking about their invest they're not their venture capitalist
[01:43:48.960 --> 01:43:51.360]   No, because your lent your lenders are senior to that
[01:43:51.360 --> 01:43:54.240]   Okay in a bankruptcy
[01:43:54.240 --> 01:43:56.160]   Oh in a bankruptcy. Yeah
[01:43:56.160 --> 01:43:58.000]   So that could be rent
[01:43:58.000 --> 01:44:04.000]   That could be servers. It just could be lines of credit too, but it could be they
[01:44:04.960 --> 01:44:10.400]   You got eight billion dollars venture last year and you have and you can't pay your creditors. Yeah
[01:44:10.400 --> 01:44:13.120]   I mean, I don't want to speculate. This is
[01:44:13.120 --> 01:44:16.000]   Yeah, I mean this could just be straight up mismanagement
[01:44:16.000 --> 01:44:17.600]   I mean I hate to say this because we love you
[01:44:17.600 --> 01:44:21.680]   Oh when we love oh and we love all the writers there and we love their work and we've talked about it here, right?
[01:44:21.680 --> 01:44:25.600]   But it's possible that this isn't like a sign of what's coming in the future
[01:44:25.600 --> 01:44:28.320]   It's possible. This is just straight up mismanagement
[01:44:28.320 --> 01:44:31.760]   By the way, it has to be so there's no conclusion to be drawn
[01:44:32.240 --> 01:44:39.200]   It's not it doesn't mean that tech blogs aren't going to be lucrative or you're not not even lucrative self-supporting or not necessarily
[01:44:39.200 --> 01:44:41.520]   I would love to hear and I and who knows
[01:44:41.520 --> 01:44:46.480]   You know if it gets me as if you go to the about page
[01:44:46.480 --> 01:44:49.280]   business team
[01:44:49.280 --> 01:44:52.320]   No ceo there all vice presidents executive editors there
[01:44:52.320 --> 01:44:57.440]   The ceo disappeared sort of I don't that's what that's what strikes me as odd here
[01:44:57.440 --> 01:45:00.240]   Is that he took the money and ran no
[01:45:00.240 --> 01:45:02.080]   board
[01:45:02.800 --> 01:45:05.200]   The board was read also via true alloy
[01:45:05.200 --> 01:45:11.520]   Oh and shave ventures. Yeah, so the board was four ventures and the founder well
[01:45:11.520 --> 01:45:18.880]   What's really sad is there are a lot of people that we love out of work all of a sudden without a preparation and
[01:45:18.880 --> 01:45:25.600]   We if I could hire them I would but I don't want to I don't want to bankrupt my company either and uh
[01:45:25.600 --> 01:45:31.440]   So on the editorial on the editorial side is signy Brewster is karson barbera
[01:45:31.760 --> 01:45:33.760]   caramel de michis
[01:45:33.760 --> 01:45:38.880]   Kay farenbacher. We've had many of these people on kevin fritchard. Derek Harris Stacy higob bottom matthew ingram
[01:45:38.880 --> 01:45:40.880]   We love you matthew
[01:45:40.880 --> 01:45:47.280]   There's a long list of yanko records kevin toffle was just on last week. I think oh I so well boarski
[01:45:47.280 --> 01:45:53.120]   Paul while boarski who was ceo he stepped down in september 2014 and they had a interim ceo brought in
[01:45:53.120 --> 01:45:58.000]   But he's not on the he's not on the on the no business listing
[01:46:00.960 --> 01:46:03.600]   Uh something that's a little something we are so
[01:46:03.600 --> 01:46:07.760]   I think this is this is not something to extrapolate. Yeah, good
[01:46:07.760 --> 01:46:10.640]   We know more let's hope let's hope not and om hasn't spoken
[01:46:10.640 --> 01:46:15.040]   No one's spoken really except matthew with this uh one interview with the clummy of journalism review
[01:46:15.040 --> 01:46:18.080]   Om just said to kara swisher not now dude right
[01:46:18.080 --> 01:46:23.920]   Cara of course reached out and said what really was said was some of the other tech blogs piling on
[01:46:23.920 --> 01:46:29.120]   Yeah, that's mean. This is a lot. Well, you know what? I've seen this happen with other closures
[01:46:29.120 --> 01:46:32.320]   The various thing would think I think was stacey was out on twitter immediately
[01:46:32.320 --> 01:46:37.280]   Just singing the praises of every single staff or why you should hire them. Yes, which is a generous thing to do. Yes
[01:46:37.280 --> 01:46:39.120]   Yes
[01:46:39.120 --> 01:46:44.560]   Yeah, and these are all very talented folks who I I don't think are gonna have trouble finding their next thing
[01:46:44.560 --> 01:46:49.200]   Uh, but certainly we should all help them recco their work and we will and we do yeah
[01:46:49.200 --> 01:46:57.680]   Uh one reason this is so strange giga. Oh, it seemed like it was doing so well. What should the takeaway be for other media outlets cga r asks
[01:46:58.400 --> 01:47:02.400]   Uh matthew engrom everyone has their own favorite lesson matthew says danny sullivant search engine land
[01:47:02.400 --> 01:47:07.120]   Talked about what this says about taking venture capital money when you're a media company and that's part of the story
[01:47:07.120 --> 01:47:11.920]   Giga om has been vc finance from the beginning other media startups were not and when you take venture capital
[01:47:11.920 --> 01:47:16.400]   Their golden handcuffs in a way. It's a foustian bargain you make certain promises about your growth
[01:47:16.400 --> 01:47:21.920]   If that growth doesn't materialize then vcs lose interest in your company fails, but they didn't say it was a vcs that pulled the blood
[01:47:21.920 --> 01:47:22.880]   No, no
[01:47:22.880 --> 01:47:28.400]   Means it was they ran out of money and obviously the vcs chose not to pour more in and at 22.3 million
[01:47:28.400 --> 01:47:32.480]   I get that yeah, they ran out of runway. Yeah, but the issue here was they ran out of runway. Yeah
[01:47:32.480 --> 01:47:34.800]   um
[01:47:34.800 --> 01:47:37.920]   And so was where they had a burn rate of eight million
[01:47:37.920 --> 01:47:46.160]   Well, my name is a couple of million. I mean, but well, they but they went through eight million dollars in the last year
[01:47:46.160 --> 01:47:52.320]   That's a lot and they had revenue on top of that. That means their their burn rate was higher than that at 10 million. Yeah, whatever. Yeah
[01:47:53.040 --> 01:47:55.040]   That's a lot. It's a lot
[01:47:55.040 --> 01:47:56.560]   We don't know what their deaths were before that
[01:47:56.560 --> 01:48:01.680]   I mean and the fact that the you know, the math he was totally blindsided that they didn't they didn't do any cutbacks or
[01:48:01.680 --> 01:48:04.880]   Starity manager, you know, I mean generally you see this coming right? I
[01:48:04.880 --> 01:48:10.240]   It's that's why it sounds like just kind of mismanagement if somebody messed up who handles the money
[01:48:10.240 --> 01:48:13.440]   but it's it's sad and um
[01:48:13.440 --> 01:48:15.360]   As a you know
[01:48:15.360 --> 01:48:19.360]   Before I was a business business owner. I would have maybe rolled my eyes and said oh, you know
[01:48:19.360 --> 01:48:23.600]   They took BC and they made about now as a business owner. It's like I really has like feel the hurt
[01:48:23.600 --> 01:48:26.480]   I could really can feel you know what it's like. Yeah, you know, uh,
[01:48:26.480 --> 01:48:32.320]   As he says there are 22 people on the editorial staff, so it's a you could you could easily have a
[01:48:32.320 --> 01:48:38.240]   Multi-million dollar burn rate for that alone. What's your total staff Leo 20? Yeah
[01:48:38.240 --> 01:48:43.680]   But we don't know what their business
[01:48:43.680 --> 01:48:48.080]   But their business side and events side and sales side. I don't know what their total total was right
[01:48:48.800 --> 01:48:54.240]   I would imagine it was north of 30. I know I'm did post on his blog, but it was mostly it wasn't and what happened?
[01:48:54.240 --> 01:48:56.240]   It was just sad. Yeah
[01:48:56.240 --> 01:49:00.480]   Okay, well there we go. Well, that's a Debbie downer
[01:49:00.480 --> 01:49:06.640]   You know what it's what happens and meanwhile vox is going into the entertainment business
[01:49:06.640 --> 01:49:10.800]   So this is this this is this is also breaking news has happened during the show vox is
[01:49:10.800 --> 01:49:13.440]   So vox which owns start with SB nation
[01:49:13.440 --> 01:49:15.840]   Right
[01:49:15.840 --> 01:49:17.840]   Am I wrong exactly then the work?
[01:49:18.560 --> 01:49:25.280]   It's a blog company then the verge. Uh, they have a gaming what curved they bought curved and they started vox as a brand
[01:49:25.280 --> 01:49:27.440]   They have polygon, which is a gaming brand
[01:49:27.440 --> 01:49:31.360]   Now they're launching an entertainment division and have signed a deal
[01:49:31.360 --> 01:49:34.720]   Uh with wme who's that?
[01:49:34.720 --> 01:49:38.880]   Is it an agency is that an agency must be
[01:49:38.880 --> 01:49:44.400]   vox raised now talking about venture capital 47 million in venture capital in november
[01:49:45.360 --> 01:49:48.800]   They're gonna do tv and film projects
[01:49:48.800 --> 01:49:57.680]   Wow one of the powerful things about vox is they hit so many different verticals said daniel porter headed digital at wme
[01:49:57.680 --> 01:50:00.160]   Is that william morris?
[01:50:00.160 --> 01:50:04.960]   There's a wealth of a baby. I think it may be to uh tell stories that hit different audiences
[01:50:04.960 --> 01:50:10.800]   So vox which was a sports blog and then a tech blog and then a lifestyle blog and then a gaming blog
[01:50:10.800 --> 01:50:14.480]   They have a food site and a real estate site and a fashion site
[01:50:15.040 --> 01:50:19.520]   Now they don't sound like me this will this this this sounds like vice
[01:50:19.520 --> 01:50:22.320]   Does vise do tv?
[01:50:22.320 --> 01:50:26.960]   Well, yeah, they have hpo show now. They don't do entertainment per se but it's entertaining
[01:50:26.960 --> 01:50:29.200]   uh
[01:50:29.200 --> 01:50:33.200]   Yeah, hpo is gonna do youtube videos nowadays. Who knows
[01:50:33.200 --> 01:50:42.000]   Our approach is to become a programming company as much as an editorial company said the creator director Chad mum
[01:50:42.720 --> 01:50:48.320]   Good luck, Chad. Yeah, it's tough. Good luck leo leo when he's turning your new soap opera. I'm not
[01:50:48.320 --> 01:50:55.360]   You're not gonna mirror cat it live. No. Oh well. Yeah, actually we kind of had a mirror cat soap opera the other day. That was fun
[01:50:55.360 --> 01:50:58.960]   Next time I have a fight with lee cell mirror cat. How about that?
[01:50:58.960 --> 01:51:02.640]   Yeah, that'll really put you
[01:51:02.640 --> 01:51:07.920]   I don't care what you say. I'm mirror catting this. Oh, no, you're not. Oh, yes. I am
[01:51:07.920 --> 01:51:12.080]   I think we get a thousand views like that. Oh, yeah
[01:51:12.080 --> 01:51:17.760]   You know what you should do what oh wait, we're groaning right now. That should be your apple fools
[01:51:17.760 --> 01:51:24.880]   Oh, it would be funny. Wouldn't it would be great. Just to just convey all mom and dad or fight it. No, this has always said she wanted to do
[01:51:24.880 --> 01:51:27.680]   Um
[01:51:27.680 --> 01:51:32.160]   That's a reality show. She says if people saw our life they would howl
[01:51:32.160 --> 01:51:38.000]   She is she's so high energy. She could do it you guys could totally do it
[01:51:38.560 --> 01:51:43.520]   With her energy and you're willing to basically aussie Osborne and she sure basically that's it
[01:51:43.520 --> 01:51:46.960]   Lisa
[01:51:46.960 --> 01:51:48.960]   Where's the remote me so
[01:51:48.960 --> 01:51:53.520]   Uh, let's uh take a break come back with numbers tools tips the works
[01:51:53.520 --> 01:51:59.200]   Our show today brought to you by our good buddies at shutter stock. You know at the end of house of cards what it says
[01:51:59.200 --> 01:52:04.560]   Footage provided by shutter stock calm even big 4k
[01:52:05.600 --> 01:52:09.040]   Productions use footage from shutter stock calm
[01:52:09.040 --> 01:52:12.560]   at shutter stock shutter stock you'll find the perfect range
[01:52:12.560 --> 01:52:19.360]   Of images or video for your next creative project. It could be for your website of publication and advertisement
[01:52:19.360 --> 01:52:23.520]   A hit hbo series. I see it in movies all the time too
[01:52:23.520 --> 01:52:28.880]   49 million high quality stock photos illustrations vectors and video clips
[01:52:28.880 --> 01:52:34.400]   They source images from around the world. They put them at your fingertips professional photographers artists
[01:52:35.280 --> 01:52:37.840]   They're all reviewed for content and quality
[01:52:37.840 --> 01:52:39.920]   They add
[01:52:39.920 --> 01:52:43.120]   You know last time we did the add I think was a quarter million images each week
[01:52:43.120 --> 01:52:47.200]   It's now up to 370 000 new images every week. So there's always something new and thank goodness
[01:52:47.200 --> 01:52:51.760]   They have such a good search engine. It makes it easy to find exactly the image you want
[01:52:51.760 --> 01:52:55.760]   You could choose individual image packs or get a monthly subscription. That's what we do
[01:52:55.760 --> 01:53:03.680]   Um, we have the 25 a day. I think uh subscription, which is great for a publication. We all of us use it
[01:53:04.720 --> 01:53:06.240]   And uh, it's great
[01:53:06.240 --> 01:53:09.920]   Download any image in any size you pay only once it's uh, it's a really
[01:53:09.920 --> 01:53:17.760]   Wonderful way to bring life to your project and their ipad app is awesome. We'll be award-winning
[01:53:17.760 --> 01:53:23.200]   Let's you search on the go. You can display images during presentations. You can share light boxes of images
[01:53:23.200 --> 01:53:25.440]   In fact you do that part for free
[01:53:25.440 --> 01:53:27.600]   Just create a free account
[01:53:27.600 --> 01:53:33.120]   And you'll get to use the search tools. You'll get to use the light boxes to save images for inspiration or to share them with others
[01:53:33.680 --> 01:53:39.760]   Multilingual customer service there in more than a dozen countries worldwide full-time customer support throughout the week
[01:53:39.760 --> 01:53:42.720]   So create the free account. You don't have to give them a credit card number
[01:53:42.720 --> 01:53:46.320]   You might want to though because then you're going to see images and say I need that
[01:53:46.320 --> 01:53:50.320]   But let me tell you once you start once you decide you need to purchase
[01:53:50.320 --> 01:53:56.880]   Get an image my recommendation is do what we do get an image subscription package, especially since I can get you 20 off
[01:53:56.880 --> 01:54:02.960]   Any image subscription package when you use the africode twig 315 that's for march 2015
[01:54:03.280 --> 01:54:06.160]   So twig 315 20 off
[01:54:06.160 --> 01:54:11.680]   Shutter stock so yes, even like a 4k tv show will find 4k clips
[01:54:11.680 --> 01:54:15.600]   On here so they don't have to go out and get a helicopter to shoot, you know
[01:54:15.600 --> 01:54:20.320]   A view of the of the capital building they can just get it from shutter stock
[01:54:20.320 --> 01:54:27.040]   I know a lot of video production companies do this great for your powerpoint presentations great for everything shutter stock
[01:54:27.600 --> 01:54:34.960]   Use the africode twig 315 for your big deal 20 percent off your image subscription package at shutter stock.com
[01:54:34.960 --> 01:54:38.160]   Jeff's here. I mean jina's here. So I guess
[01:54:38.160 --> 01:54:41.040]   Normally we would do jina's
[01:54:41.040 --> 01:54:45.920]   Tool I could be anything or tip it could be anything though or it could be a thing. What do you want to do?
[01:54:45.920 --> 01:54:49.440]   Uh, I need a drink so
[01:54:49.440 --> 01:54:52.000]   Oh
[01:54:52.000 --> 01:54:54.800]   Is this some mommy help here? Okay good. Yeah
[01:54:55.840 --> 01:55:00.960]   Well, uh, google added cocktail recipes to their knowledge graph search
[01:55:00.960 --> 01:55:02.400]   So
[01:55:02.400 --> 01:55:07.920]   If you google make a bloody mary you will get instructions on how to do so right there in the top box
[01:55:07.920 --> 01:55:13.440]   Uh of uh of your google search results and uh, I was just I was just looking at mojitos
[01:55:13.440 --> 01:55:21.280]   I don't I think it's that's happy hour here or just about so I think it's time the sun's gone over the yard arm is my grandfather used to say
[01:55:24.080 --> 01:55:30.000]   Yeah, you don't listen the the instructions are they're they're general if you you know if you want to get really dive into it
[01:55:30.000 --> 01:55:33.040]   You want to click on one of the results, but it's a nice a nicely formatted
[01:55:33.040 --> 01:55:36.960]   Knowledge graph card that tells you the ingredients and kind of how to put it put them together
[01:55:36.960 --> 01:55:42.560]   Oh, you're you get no so if you act actually google make a so try make a bloody mary
[01:55:42.560 --> 01:55:45.040]   Okay, here we go. Yeah like that
[01:55:45.040 --> 01:55:47.760]   There's that there's the box right?
[01:55:47.760 --> 01:55:53.200]   It's only a matter of time before you'll be able to click a link and get a get the vodka sent right to your house by drone
[01:55:53.280 --> 01:55:56.480]   Right. Yeah, like right through my webcam. Oh by drone. That would be good
[01:55:56.480 --> 01:56:02.240]   Wow being does that too says crispy
[01:56:02.240 --> 01:56:09.680]   Okay, there's an actual escalation of war a cocktail mixology war going on between being in google
[01:56:09.680 --> 01:56:16.080]   It was just catching up to being just chasing those chair lights on the on the cocktail front and ps chup says and I think he's right that
[01:56:16.080 --> 01:56:21.920]   google was asking people to uh rate and update the recipes like is there a link there that says
[01:56:22.720 --> 01:56:24.720]   Got a better idea on how to make an old fashion
[01:56:24.720 --> 01:56:30.400]   Click click this link. Oh, that's well. That's part. We remember that how to how to eat sushi
[01:56:30.400 --> 01:56:35.040]   The bot right right so you kind of do want people because these are clearly
[01:56:35.040 --> 01:56:37.280]   Just algorithmic they're pulling them from
[01:56:37.280 --> 01:56:41.040]   From from pages. This is these aren't editors writing these
[01:56:41.040 --> 01:56:45.680]   How to make an old fashioned nice just ask how to make a
[01:56:45.680 --> 01:56:50.720]   Ex I wonder what it'll tell me if I say sapphire and tonic. How do you make a sapphire in total?
[01:56:50.960 --> 01:56:52.960]   No, it doesn't tell you
[01:56:52.960 --> 01:56:56.960]   It's a gin
[01:56:56.960 --> 01:57:00.080]   Oh, there we go
[01:57:00.080 --> 01:57:02.880]   Nice cubes add
[01:57:02.880 --> 01:57:04.960]   That's a
[01:57:04.960 --> 01:57:09.280]   Stereacle that's the simplest recipe I ever saw I can make that that is a
[01:57:09.280 --> 01:57:13.280]   I like that the text gets bigger
[01:57:13.280 --> 01:57:20.720]   The box that's great schools like you obviously need this larger text if you're googling how to make a gin and tonic
[01:57:20.720 --> 01:57:22.720]   And here's a photo
[01:57:22.720 --> 01:57:30.800]   Mr. Jeff Jarvis, do you have a pic of the way do indeed?
[01:57:30.800 --> 01:57:34.240]   Loon
[01:57:34.240 --> 01:57:39.760]   Google says the balloon that brings internet access can cover a state the size of
[01:57:39.760 --> 01:57:42.080]   Well, Rhode Island
[01:57:42.080 --> 01:57:47.360]   Has an 80 kilometer radius. I mean is it radius or diameter? Oops. Oops. I forget
[01:57:49.360 --> 01:57:51.360]   80 kilometer
[01:57:51.360 --> 01:57:53.920]   I'm messing this up aren't I how big is a
[01:57:53.920 --> 01:57:56.880]   Diameter diameter
[01:57:56.880 --> 01:58:03.440]   49.7 mile diameter. No, that's about the size of Rhode Island. Oh, I see the the footprint of the
[01:58:03.440 --> 01:58:05.840]   Footprint of the thing. Yeah
[01:58:05.840 --> 01:58:08.960]   So
[01:58:08.960 --> 01:58:13.520]   Balloon that would be a big balloon. They've done tests with it at 4g getting 10 megs
[01:58:13.520 --> 01:58:15.920]   um
