
[00:00:00.000 --> 00:00:03.340]   [music playing]
[01:10:56.320 --> 01:11:04.560]   Yes. Yes. Twitter is Ipaca for the soul. Exactly. You should be blogging more,
[01:11:04.560 --> 01:11:08.320]   Leo, because you have lots of cool stuff to say. Well, the last post I wrote is about
[01:11:08.320 --> 01:11:12.880]   Skypeosaurus, which we're using, which is, I saw that. It was very cool. Yeah, I realized that's
[01:11:12.880 --> 01:11:17.680]   when I knew that that's that's when I knew you got the new Onyx. Yeah. Oh, and I love this
[01:11:17.680 --> 01:11:22.080]   new Onyx. I should do a post just on it. You didn't even tell me you got the new Onyx. That's the
[01:11:22.080 --> 01:11:25.680]   kind of thing you knew that would have gotten me excited. Yeah, I forgot you're well into.
[01:11:25.680 --> 01:11:31.840]   The Onyx is a mixer that we use. I've always used a Mac Eonic's mixers, the 1620 for years,
[01:11:31.840 --> 01:11:37.840]   because they're inexpensive and they and they I should make this a pick and they do.
[01:11:37.840 --> 01:11:41.920]   They do a good job. A lot of podcasters might want to look at them. They're about 800, 900 bucks
[01:11:41.920 --> 01:11:48.640]   for the 1620. The 1620 is the perfect mixer. It's very simple. Very lightweight. But it has all
[01:11:48.640 --> 01:11:53.120]   the extra features that you need. All the extra ox. It didn't have enough ox outs,
[01:11:53.120 --> 01:11:59.440]   unfortunately, because we have now with Skypeosaurus. We have our gentlemen, our ladies in the four
[01:11:59.440 --> 01:12:05.440]   four windows, four different skipes. Each of them needs their own mix minus. And then we have people
[01:12:05.440 --> 01:12:09.440]   in the studio. So I just need I needed more capability. And this is this was a nice upgrade.
[01:12:09.440 --> 01:12:15.680]   The 16 unfortunately, Mac E's factory is shut down. And so they're looking for a new company to make
[01:12:15.680 --> 01:12:19.680]   them for them. So they're way back ordered. We actually bought a demo unit. It's all we could find.
[01:12:19.680 --> 01:12:24.240]   But it was about 1300 bucks. Right. And you have 16 for six ox.
[01:12:24.240 --> 01:12:28.560]   Six ox buses. But then what we also have, it's almost like it's got 10 because it's got
[01:12:28.560 --> 01:12:33.280]   four sub mixes. Wow. So instead of using an ox bus, for instance, for the monitor in the room,
[01:12:33.280 --> 01:12:38.160]   I can use a sub mix. Right. So there's some really it's very nice. It's a little over my head,
[01:12:38.160 --> 01:12:41.600]   to be honest with you. I came in here to me a half an hour. I had to figure out how to hear
[01:12:41.600 --> 01:12:46.640]   what was going on. But I finally did. And now you have the power that well, at least I can hear
[01:12:46.640 --> 01:12:53.040]   what's going on. But that's it. Yeah, I'll talk more about that at another time. And if you want
[01:12:53.040 --> 01:12:57.680]   to read about Skype, a source, my blog, we have a bill.com has and Colleen gets all the credit for this.
[01:12:57.680 --> 01:13:02.560]   She built this thing. That's just it's a monster. Gives us the capability of getting video from
[01:13:02.560 --> 01:13:05.520]   up to four different people on the show, which is really great.
[01:13:06.480 --> 01:13:11.120]   Ryan Chadd, thank you so much for joining us. Ryan is the editor in chief of PC perspective,
[01:13:11.120 --> 01:13:18.560]   a great website on hardware. He does our hardware show every Thursday afternoon on twitter.tv live.tv.
[01:13:18.560 --> 01:13:22.800]   It's called PC perspective. It's every afternoon at 3 p.m. Pacific, 6 p.m. Eastern.
[01:13:22.800 --> 01:13:29.120]   And we're it's great to have somebody who knows a little bit about hardware these days. It's gotten
[01:13:29.120 --> 01:13:35.120]   more complicated. Yes, it tends to do that. Thanks for having me on. Great to have you. Andy Naco is
[01:13:35.120 --> 01:13:42.080]   the man at the Chicago Sun Times in charge of all technology. He also writes a great blog
[01:13:42.080 --> 01:13:47.520]   himself, the celestial waste of bandwidth at C W O B and he great to have you aboard this week.
[01:13:47.520 --> 01:13:51.520]   I'm just a simple country boy doing his job. I want to help out the team and play one game at a time.
[01:13:51.520 --> 01:13:56.800]   The good world willing things will work out. Yes, indeed. And Mr. Scott Born, for whom things
[01:13:56.800 --> 01:14:03.520]   have worked out time and time again, the luckiest man I've ever met. And he's got some great blogs
[01:14:03.520 --> 01:14:07.120]   as he mentioned. But the best place to go is scottborn.com with links to all of them.
[01:14:07.120 --> 01:14:11.520]   Anything you want to highlight, you're doing a lot of giveaways. We got Drobo giveaways and
[01:14:11.520 --> 01:14:17.120]   the aperture giveaways and man, you just you just give it away. I think I've given away a total of
[01:14:17.120 --> 01:14:22.000]   11 Drobo's this month or something like that. But I've got a couple more going link to my deal.
[01:14:22.000 --> 01:14:26.480]   My deal got me to get a chance and then follow me on Twitter. It's got born. It's all you have to
[01:14:26.480 --> 01:14:31.280]   do. I'm giving one away to people who just simply follow me. Oh, that's so old hat. That's so Jason
[01:14:31.280 --> 01:14:37.280]   Calicana. So old school. And you know what? Jason's done pretty well for himself. So I'm happy to
[01:14:37.280 --> 01:14:44.560]   wear that hat. Also, thanks to Mr. Alex Lindsey of the Pixel Corp, Pixel Corp.com. If you want to
[01:14:44.560 --> 01:14:49.600]   join that great guild of multimedia artists and find I'd be right. Yeah, it's wonderful. We've got
[01:14:49.600 --> 01:14:56.720]   an episode one of new show. What is it? Break work. Mac break work. Really good with Richard Harrington.
[01:14:56.720 --> 01:15:01.920]   I already watched it. Yeah, Richard Harrington. Richard Harrington, he wrote the book
[01:15:01.920 --> 01:15:10.720]   on iWork. And he's the Apple certified book. And so I got when we were at Macworld, we started
[01:15:10.720 --> 01:15:14.160]   recording them. It took a little time for us to get the whole pipe done. But we're going to come
[01:15:14.160 --> 01:15:19.360]   out every week with new stuff. At first, Mac break work is going to be all about iWork. We're going
[01:15:19.360 --> 01:15:24.080]   to introduce people to that. But we're going to branch out into building databases and building
[01:15:24.080 --> 01:15:28.720]   and networking your office and dealing with anything that you're dealing with at work. That's going to
[01:15:28.720 --> 01:15:33.680]   be the new area that we're looking for. So we've got Mac break work. Number one is on the website.
[01:15:33.680 --> 01:15:38.000]   It's not on iTunes yet. It's doing the iTunes thing. You know where it works. It's way through.
[01:15:38.000 --> 01:15:41.840]   But by the end of the week, it should be on iTunes. And of course, we've got a new Mac break
[01:15:41.840 --> 01:15:47.760]   dev with Sal up this week, as well as a Mac break studio about building iPhone ringtones on your
[01:15:47.760 --> 01:15:52.480]   garage band in garage band. So lots of new stuff. I just want to say about Rich Harrington is
[01:15:52.480 --> 01:15:58.800]   absolutely one of the very best teachers I've ever seen. A lot of the people do these videos,
[01:15:58.800 --> 01:16:03.840]   but not everybody. I mean, tell them I'm doing because they're famous. Rich does them because he's
[01:16:03.840 --> 01:16:07.600]   good. He's really, really good. Well, and there's a lot of little things. It's not only the main
[01:16:07.600 --> 01:16:10.960]   thing he's showing you how to do like great presentations and keynote. But he'll show you, oh, by the way,
[01:16:10.960 --> 01:16:14.720]   if you hit this little key and do this little thing, and I'm like, where did that come from? So
[01:16:14.720 --> 01:16:21.920]   it's like stuff that you wouldn't normally see. So lots of little Easter eggs in Mac break work. It
[01:16:21.920 --> 01:16:26.880]   should be really excited to get it off the ground. Good. Cool. Big kudos to you there, Alex. Big kudos
[01:16:26.880 --> 01:16:31.280]   for getting rich. That's exciting. That's exciting. Where would they find that? It's on it's at
[01:16:31.280 --> 01:16:36.720]   pixxscore.tv right now. And it should be in iTunes with by the end of the week. I think that
[01:16:36.720 --> 01:16:40.880]   it's just going through the there's like a two or three day process. We literally published it
[01:16:40.880 --> 01:16:45.280]   last night. So excellent. Yeah, it takes a while to get through the whole. Yeah, there's just like a
[01:16:45.280 --> 01:16:49.520]   three or four day process of it going through. So if it's not there, you can see it at pixxscore.tv.
[01:16:49.520 --> 01:16:54.400]   And then you should be able to subscribe to it in iTunes as late as next week at the worst,
[01:16:54.400 --> 01:16:58.480]   but probably later this week. And finally, I last but not least want to thank Dr. Keke,
[01:16:58.480 --> 01:17:04.320]   Kirsten Sanford for stops. Kirsten, Kirsten's got what is my name? The teas are all mess.
[01:17:04.320 --> 01:17:09.040]   I'm a sassa sassa sassa. Kirsten Sanford for back birds are so pop back to her home dimension.
[01:17:09.040 --> 01:17:16.880]   It's easy to remember Sanford and son. Yeah, no, I remember it. It's just the tea and Kirsten.
[01:17:17.680 --> 01:17:20.960]   And then I want to put a tea in Sanford, but don't.
[01:17:20.960 --> 01:17:30.560]   So just call me Dr. Keke. That's why it's easy. She's at Kirsten stan sta... Kirsten Sanford.com.
[01:17:30.560 --> 01:17:36.640]   I love it. I love it. And of course, the host of this week at Science and a lot of great podcasts.
[01:17:36.640 --> 01:17:40.960]   And we keep planning on getting a podcast up here from you. And I just have been slow
[01:17:40.960 --> 01:17:46.080]   getting up off the ground. So I apologize, but we will do that soon. I do a science show with
[01:17:46.080 --> 01:17:51.120]   Kiki because she's so great. And it'll be so much fun. Oh, I can't wait. Talk about science. Yeah.
[01:17:51.120 --> 01:17:56.160]   We need it nowadays. We need a little more science, a little less superstition.
[01:17:56.160 --> 01:18:00.080]   Yeah, I got a Twitter just now from someone who suggested my pick of the week should have been
[01:18:00.080 --> 01:18:05.600]   the Mathematica Home Edition. Oh, how much is that? That's so much fun. You play with analytics.
[01:18:05.600 --> 01:18:11.760]   You must be smart. I love Mathematica. Mathematica is amazing. I saw something recently where
[01:18:12.320 --> 01:18:20.000]   it was playing with the BMW logo and just using Mathematica to create mathematical algorithms
[01:18:20.000 --> 01:18:25.520]   for all the points in the logo and then to be able to adjust the logo and create all sorts of
[01:18:25.520 --> 01:18:31.600]   new designs out of it. I mean, you can take anything and mathematically create anything.
[01:18:31.600 --> 01:18:38.800]   It's hard to get into, but once you get into it, it can do almost anything.
[01:18:38.800 --> 01:18:42.320]   He's falling. The big thing is, to me, data isn't data until you can visualize it.
[01:18:42.320 --> 01:18:47.440]   Right. It is the visualization of data. And actually, the guy who came up with Mathematica,
[01:18:47.440 --> 01:18:52.480]   Steve Wolfram, he's going to be coming out with, he's been... Wolfram Alpha.
[01:18:52.480 --> 01:18:56.480]   Yes, the Alpha. The new thing's coming out. That's going to be amazing.
[01:18:56.480 --> 01:19:00.320]   It's a knowledge engine. You can ask it a question. In real language.
[01:19:00.320 --> 01:19:04.960]   It's a real language. I love his book on new kind of science. You read that too? Yeah.
[01:19:04.960 --> 01:19:08.560]   Boy, you're smart. Beyond me. It's one of the few books I actually read.
[01:19:08.560 --> 01:19:10.640]   I only think the guy... I don't think he's got compound, man.
[01:19:10.640 --> 01:19:12.240]   What? No, he's got a compound. He can...
[01:19:12.240 --> 01:19:19.520]   That's why you... I haven't... I haven't read the whole... I haven't read the whole book. I read
[01:19:19.520 --> 01:19:24.000]   big chunks of it when I feel like I'm thinking about a certain thing. But one of the big things
[01:19:24.000 --> 01:19:28.240]   about what he's talking about is the idea that a lot of science has gone to making more and more
[01:19:28.240 --> 01:19:37.360]   complex algorithms to explain the world rather than s'mores. He's saying what it might be and
[01:19:37.360 --> 01:19:41.920]   what might be more effective is to make it simpler algorithms that interact with each other,
[01:19:41.920 --> 01:19:45.840]   which I think is very interesting. Yeah, it's a different way of looking at all the information
[01:19:45.840 --> 01:19:51.840]   that's out there. I think this real language engine that's going to be coming out Alpha,
[01:19:51.840 --> 01:19:56.000]   it's going to be just amazing. People have asked, is it going to compete with Google?
[01:19:56.000 --> 01:19:59.360]   No, it's not going to compete with Google directly. It's a different kind of engine
[01:19:59.360 --> 01:20:03.440]   or different information for knowledge. Maybe we could do a show on that. Maybe we can get
[01:20:03.440 --> 01:20:08.400]   Steven on the show. Yes. Yes. But you'd have to ask him all the questions you and Alex,
[01:20:08.400 --> 01:20:15.520]   because I'm going to sit here and go. Hold for Mathematica 7, the home edition is 295, which
[01:20:15.520 --> 01:20:21.520]   is pricey, but it's much more expensive to get the full edition. So consider it's only half an
[01:20:21.520 --> 01:20:29.520]   Alex. Come on. Go for it. And you can get that from Wolfram, WOLF, R-A-M dot com.
[01:20:29.520 --> 01:20:34.640]   That's a great pick. Yes, I would like to say. Can I try it without
[01:20:34.640 --> 01:20:40.080]   Byron surveys? Thank you for that suggestion. Can I try before I buy because I don't know if I
[01:20:40.080 --> 01:20:44.960]   understand it. That's my problem. They probably have some. Do you enter like equations and then
[01:20:44.960 --> 01:20:51.840]   it generates like graphing calculator on steroids? Yes. Okay. I'll just stick with graphing calculators.
[01:20:51.840 --> 01:20:57.840]   I mean, you can go from both directions. You can start from equations or you can import images and
[01:20:57.840 --> 01:21:02.800]   then see if there's an equation. By the way, that's available for Windows, Mac and Linux as well.
[01:21:02.800 --> 01:21:07.280]   Just so as you know. Thank you everybody for joining us. We really appreciate it. Don't forget,
[01:21:07.280 --> 01:21:11.360]   if you like the show, you could subscribe to it in iTunes and get it automatically delivered to
[01:21:11.360 --> 01:21:18.240]   your computer or iPod. Every time we have a new show, it just comes and appears there.
[01:21:18.240 --> 01:21:24.000]   That's a great way to do it. Check out our twit pics at twit.tv/pix. There's always some great
[01:21:24.000 --> 01:21:30.480]   stuff, including right now an $88 terabyte hard drive. Colleen's really good at finding those deals.
[01:21:30.480 --> 01:21:37.120]   And my blog, as I mentioned, at leoville.com describes Colleen's latest creation. The Skype
[01:21:37.120 --> 01:21:43.920]   of Sores. We'll see you next week. Another Mac break is broke.
[01:21:43.920 --> 01:22:03.920]   [Music]

