
[00:00:00.000 --> 00:00:05.520]   It's diver Mac break weekly Renee Richie's here Andy Nachos here big big big news story
[01:33:09.920 --> 01:33:15.920]   50 families lost their homes in that high school and since that high school only has several hundred students that's
[01:33:15.920 --> 01:33:19.280]   Not that's not that's horrific. It's terrible
[01:33:19.920 --> 01:33:23.280]   um and many of our friends we we keep hearing of friends and
[01:33:23.280 --> 01:33:30.640]   Family we have a massage therapist who comes in and gives massages to the uh staff every uh, Wednesday
[01:33:30.640 --> 01:33:36.160]   Her she lost her home. She was able to save her dogs her family safe, but she lost her home
[01:33:36.160 --> 01:33:39.760]   Uh, and so there are many stories like that if you go up to san erosa
[01:33:39.760 --> 01:33:45.360]   Uh, just the the feeling of shock, uh, is palpable up there
[01:33:45.360 --> 01:33:48.960]   So thank you for that a million dollar, uh, donation
[01:33:49.600 --> 01:33:55.040]   Apples done that before with the iTunes donations to the red cross and so forth. So yeah, Puerto Rico
[01:33:55.040 --> 01:33:57.520]   Texas. Yeah, there's plenty of plenty of
[01:33:57.520 --> 01:34:03.760]   Need out there. Yeah, and I think they're doing the doubling uh for employee donations as well still that's what this says
[01:34:03.760 --> 01:34:08.800]   Yeah, the one million is matching employee donations. So that's really really fantastic
[01:34:08.800 --> 01:34:14.560]   Uh, let's take a break when we come back picks of the week my friends, but first a word
[01:34:15.200 --> 01:34:17.680]   from rocket mortgage my pick of the week
[01:34:17.680 --> 01:34:22.160]   It comes time to get a home loan to buy a new home or
[01:34:22.160 --> 01:34:23.760]   Refi
[01:34:23.760 --> 01:34:27.840]   To take some money out of your home. You want to go to the best lender there is quick and
[01:34:27.840 --> 01:34:29.440]   Loans
[01:34:29.440 --> 01:34:36.400]   And especially if you're like me and you want to do this all online because quick and loans has rocket mortgage and entirely
[01:34:36.400 --> 01:34:39.840]   Online mortgage approval process
[01:34:39.840 --> 01:34:44.080]   See quick and loans realize the mortgage experience wasn't really keeping up with the times
[01:34:44.080 --> 01:34:47.280]   It's kind of dated it needed a little technology
[01:34:47.280 --> 01:34:55.920]   Rocket mortgage makes it easy to apply you apply very simply you understand exactly what's going on through every step of it
[01:34:55.920 --> 01:35:01.120]   And by the way, when it's easy, I mean easy you go to rocket mortgage calm slash mac break
[01:35:01.120 --> 01:35:05.200]   Um, they're gonna ask you for a little bit of information. They're gonna say okay. I see we have
[01:35:05.200 --> 01:35:09.520]   You give us permission to check your bank accounts and your assets and so forth
[01:35:09.520 --> 01:35:12.880]   You give permission and that's it. You don't have to provide any paperwork
[01:35:13.440 --> 01:35:19.120]   They just permission they do it all for you and then instantly calculate based on income assets and credit
[01:35:19.120 --> 01:35:24.880]   Which home loans you qualify for you pick the one that's right for you with a down payment you like
[01:35:24.880 --> 01:35:29.120]   with the term and rate you like and you're done in minutes
[01:35:29.120 --> 01:35:36.960]   In minutes, which sure makes it easy to buy a house. It's always nice to say yeah, I'm already approved for a loan for this
[01:35:36.960 --> 01:35:41.520]   Rocket mortgage just take the stress out of applying for a loan
[01:35:42.400 --> 01:35:44.400]   Apply simply
[01:35:44.400 --> 01:35:46.240]   Understand fully and mortgage
[01:35:46.240 --> 01:35:51.680]   Confidently at rocket mortgage calm slash mac break equal housing lender licensed in all 50 states and mls
[01:35:51.680 --> 01:35:55.200]   consumer access dot org number 30 30 rocket mortgage
[01:35:55.200 --> 01:35:59.280]   calm slash mac break we thank them so much for their support
[01:35:59.280 --> 01:36:01.920]   of mac break
[01:36:01.920 --> 01:36:03.680]   weekly
[01:36:03.680 --> 01:36:07.440]   Time for our picks of the week and the in our co-kick things off for us
[01:36:08.240 --> 01:36:13.760]   uh, really huge update to uh, bb edit bb edit 12 was just released just last week
[01:36:13.760 --> 01:36:16.480]   Uh, and it's it's huge
[01:36:16.480 --> 01:36:22.720]   It's not and it's it's uh, you might even call it the I don't know bb bb edit 12 s
[01:36:22.720 --> 01:36:26.240]   Because it wasn't if you uh, if you run it
[01:36:26.240 --> 01:36:31.040]   It's not as though they threw away the old bb edit and totally rebuilt totally rebuilt the experience from the ground up
[01:36:31.040 --> 01:36:35.200]   But they rebuilt everything behind the user interface from the ground up
[01:36:35.600 --> 01:36:40.480]   Uh, bb edit is one of the oldest, uh, trade my oldest apps
[01:36:40.480 --> 01:36:43.040]   Uh, that's for the mac ever
[01:36:43.040 --> 01:36:48.400]   It was it's where we're not it wasn't something that's been evolved every two months
[01:36:48.400 --> 01:36:50.240]   That's how they got to 12. It's been around
[01:36:50.240 --> 01:36:55.280]   There are people who I think who can drive right now who were not yet born when the first version of bb edit
[01:36:55.280 --> 01:37:01.440]   Uh was released and as you can imagine because it's become because it really is the premiere flat text editor
[01:37:01.440 --> 01:37:05.200]   Uh, and programmers text editor. It basically incorporates
[01:37:05.600 --> 01:37:10.720]   Everything that makes it more awesome and as a result over the years it means that there's so
[01:37:10.720 --> 01:37:16.240]   It the solutions that uh, the barebone software came up with to provide features
[01:37:16.240 --> 01:37:20.720]   Uh came before apple caught up with bare bones and created their own solutions
[01:37:20.720 --> 01:37:27.200]   So based on one of the really a huge amount of the effort that went into this latest version is to bring it all up to cocoa
[01:37:27.200 --> 01:37:32.080]   Remove the stuff that was again their own solutions and embrace apple solutions
[01:37:32.480 --> 01:37:38.000]   Uh, the end effect is that a lot of stuff that the you are supposed to get for free with every piece of software
[01:37:38.000 --> 01:37:44.560]   Like split view and stuff like that is now part of you get for free with bb edit because again, you're using the standard
[01:37:44.560 --> 01:37:47.440]   uh, standard mac OS classes and libraries
[01:37:47.440 --> 01:37:51.440]   Uh, but there's also a whole bunch of as usual a whole bunch of tweaks that just make
[01:37:51.440 --> 01:37:56.720]   Whenever you do manipulating text so much easier and so much simpler
[01:37:56.720 --> 01:38:02.320]   Uh, a lot of what I use bb edit for is I have uh, I have like
[01:38:02.320 --> 01:38:07.040]   A whole bunch of text files that need to be mung into a different format or into a different
[01:38:07.040 --> 01:38:09.600]   uh, I've downloaded let's say
[01:38:09.600 --> 01:38:13.760]   Uh, 500k text file imagine a 500k text file
[01:38:13.760 --> 01:38:19.600]   And I need to extract from that all of the data points that I need for a piece of research that I'm doing
[01:38:19.600 --> 01:38:23.680]   I can do it via text search use stuff that I could always do it with bb edit
[01:38:23.680 --> 01:38:26.160]   But instead of doing it now with like four or five steps
[01:38:26.160 --> 01:38:31.520]   I can do it with one step and now make that repeatable because I have a text file that says here's the stuff
[01:38:31.520 --> 01:38:33.520]   I'm looking for and here's what I want you to do with it
[01:38:33.520 --> 01:38:35.840]   And it will simply use that as the the basis
[01:38:35.840 --> 01:38:41.440]   Uh, and it could do things like transform things in the clipboard so that if I'm preparing
[01:38:41.440 --> 01:38:47.680]   HTML for instance and I want to cop I want to take a piece of text that I've just taken off of a website
[01:38:47.680 --> 01:38:52.960]   But I want it to be formatted the way I wanted to with my css markup and and its own div text and stuff like that
[01:38:52.960 --> 01:38:57.120]   It's no longer pasted into this and then again run a grep or run something on it
[01:38:57.120 --> 01:38:57.680]   It is
[01:38:57.680 --> 01:39:01.600]   Simply the fact that it was on the clipboard and then I pasted it from the clipboard into this document
[01:39:01.600 --> 01:39:03.440]   Turns it into what I want
[01:39:03.440 --> 01:39:09.520]   And so imagine every single thing you do as a programmer or just simply as someone who works with text for a living that involves
[01:39:09.520 --> 01:39:13.120]   You have to do the same stupid set of steps over and over and over again
[01:39:13.120 --> 01:39:19.520]   And imagine this app understanding what you want to do and just doing it for you and also giving you every single piece of
[01:39:19.520 --> 01:39:24.080]   uh, hands-on equipment hands-on tools that you need just to get through the day
[01:39:24.480 --> 01:39:29.760]   There's a reason why this really is the standard editor for people who work with text
[01:39:29.760 --> 01:39:34.000]   Whether it's people who are publishing to the web or people who are writing code. There's a reason why there
[01:39:34.000 --> 01:39:39.440]   Really is no major competitor to this app and that's because the team at bare bones
[01:39:39.440 --> 01:39:43.040]   Does nothing but listen to people who use this tool
[01:39:43.040 --> 01:39:50.560]   And do nothing but work their butts off to make sure that these people are very very happy and get through their work day in the most linear
[01:39:50.880 --> 01:39:55.920]   Manner possible. It's 50 bucks. I think there's an upgrade. There's there's a cheap upgrade if you
[01:39:55.920 --> 01:40:00.160]   Have bought like an old old version of it. Uh, I can't recommend it highly enough
[01:40:00.160 --> 01:40:03.600]   It's it's on that list of apps where if it is on your mac
[01:40:03.600 --> 01:40:08.960]   At some point you are going to use it. You're going to thank god that you actually put this in on the machine
[01:40:08.960 --> 01:40:14.800]   Love rich seagull love bb edit. He's been on the show before and we're really glad to support him and
[01:40:14.800 --> 01:40:19.280]   That's amazing. He's got to 12 versions now bb edit. That's really yeah
[01:40:19.600 --> 01:40:23.040]   And he's he is he is a very very good friend of mine. So I should I should mention that
[01:40:23.040 --> 01:40:29.040]   But that also means that I am I am aware of like all the lunches and all the dinners that I have not had with them for the past
[01:40:29.040 --> 01:40:33.520]   For the past couple of months because it's just nothing but getting this update out
[01:40:33.520 --> 01:40:37.280]   And once again, it's it's some of the hardest work to get through
[01:40:37.280 --> 01:40:43.680]   It's easy to it's easy to be the person on the iphone team who's look i'm we're removing the bezels and we're placing the home
[01:40:43.680 --> 01:40:47.840]   The home button and we're doing face id. It's hard to be the person says well
[01:40:48.480 --> 01:40:53.040]   My team is responsible for integrating this new modem software
[01:40:53.040 --> 01:40:58.080]   So that in the 18 regions in which it can't get maximum bandwidth on non lte
[01:40:58.080 --> 01:41:01.040]   It will actually shift to a new version of lte
[01:41:01.040 --> 01:41:07.440]   Nonetheless, that work is as hard as anything else and as important as anything else and that's so much of what went to bb edit
[01:41:07.440 --> 01:41:08.080]   12
[01:41:08.080 --> 01:41:11.360]   I've been using it for the past couple of weeks and it's like it's familiar
[01:41:11.360 --> 01:41:17.520]   But still new and wonderful. So and I can't I can't recommend it highly now. Yay rich. Good job
[01:41:18.080 --> 01:41:20.080]   Yay rich
[01:41:20.080 --> 01:41:24.160]   Renee rich
[01:41:24.160 --> 01:41:26.560]   So my pick was good if he bev yet it as well
[01:41:26.560 --> 01:41:29.520]   And i'm glad that Andy beat me to it because he did far more job
[01:41:29.520 --> 01:41:33.120]   I've kept saying that I'm embarrassed by how little I use a bb edit
[01:41:33.120 --> 01:41:37.120]   But I think that also is emblematic of just how much you can do with bb
[01:41:37.120 --> 01:41:41.760]   I like I use it to write in but other people use it to create miracles in so i'm just i'm so happy
[01:41:41.760 --> 01:41:45.120]   I just yeah, I just buy it to use it rich to be honest with you
[01:41:45.440 --> 01:41:50.080]   And though and the few times a year I use it because I really love it that you can have a command line inside it
[01:41:50.080 --> 01:41:55.680]   Which means you can edit your bash scripts and stuff and your commands and I love the text factories
[01:41:55.680 --> 01:42:01.840]   So it's not unusual three or four times a year. I've got like a but a spreadsheet of christmas card
[01:42:01.840 --> 01:42:03.440]   mailing
[01:42:03.440 --> 01:42:07.280]   Stuff and I want to kind of put it in the right order bb edit
[01:42:07.280 --> 01:42:11.680]   There's no better tool for me and they got that new columns each analysis. You'll even have to change it from being a spread
[01:42:11.920 --> 01:42:17.200]   Yeah, I just use it like I have these long lists for articles that I just need to change things on and there's no other way
[01:42:17.200 --> 01:42:20.640]   But then using like there's sort of grip. I call it grub for dummies. What I do
[01:42:20.640 --> 01:42:24.800]   It's like I need to add all this to that and it works and nothing else does it. Yeah, yeah
[01:42:24.800 --> 01:42:30.880]   I read the whole book on grip, but I still use bb edit script. I really I really like it so great
[01:42:30.880 --> 01:42:32.560]   You're picking the way sir
[01:42:32.560 --> 01:42:36.800]   My backup I have two one is fills coffee, which I know you know you Leo
[01:42:37.040 --> 01:42:42.560]   Probably super familiar with anyone in the bay area is super familiar with I I go there whenever I am
[01:42:42.560 --> 01:42:45.360]   You know anywhere near kapartino or the south bay area
[01:42:45.360 --> 01:42:51.360]   And I fill up my suitcase with as many bags of filtered soul and a few of the other ones as possible
[01:42:51.360 --> 01:42:56.960]   They have really really good coffee. It's such good coffee that when I give it to other coffee aficionados
[01:42:56.960 --> 01:42:59.280]   They say hot damn where did you get this coffee from?
[01:42:59.280 --> 01:43:03.120]   I cannot recommend it enough. It's not it's not like the fanciest breast lads
[01:43:03.120 --> 01:43:09.440]   It's for people who really want to filter down their coffee and have a really gorgeous says fills will really get you wired
[01:43:09.440 --> 01:43:12.640]   Is so i caffeine brew, huh?
[01:43:12.640 --> 01:43:17.520]   You go in there if you're not familiar with the place I was super confused the first time I ordered I walked in
[01:43:17.520 --> 01:43:21.600]   And I thought you'd go to the cash, but you don't you go up to your individual barista
[01:43:21.600 --> 01:43:23.920]   Who then makes you what you want has you taste it?
[01:43:23.920 --> 01:43:27.280]   Make sure it's to your liking more cream less cream more sugar less sugar
[01:43:27.280 --> 01:43:31.920]   No sugar all that kind of stuff and then make sure you're happy with it before you walk off and it's just
[01:43:32.720 --> 01:43:35.040]   There's a line up there tech people sheriffs
[01:43:35.040 --> 01:43:40.160]   Everybody just waiting for their cup of fills and it fills with a z and you can order from it
[01:43:40.160 --> 01:43:42.880]   So that's what I do now because I can't get to the bay area often enough
[01:43:42.880 --> 01:43:47.680]   So I'll order a few bags, especially for the holidays and give them away and everyone super happy
[01:43:47.680 --> 01:43:54.800]   Can I kind of say that that is one hell of an endorsement because you're this endorsement of of this product is coming from somebody
[01:43:54.800 --> 01:43:56.080]   who
[01:43:56.080 --> 01:44:01.440]   Several times a month is crossing international borders in and out of the United States of America
[01:44:01.680 --> 01:44:06.320]   And being scrutinized by people that know that drug meals a make a lot of international trips
[01:44:06.320 --> 01:44:10.080]   And be often pack the drugs and coffees so that they can't be sniffed out
[01:44:10.080 --> 01:44:15.200]   So to love this coffee so much there is the result there risking that kind of harassment
[01:44:15.200 --> 01:44:20.720]   I that's that's good coffee is even a non coffee drinker like me is going to be taking pig and
[01:44:20.720 --> 01:44:25.600]   Pay attention of it. It is so good. My other pick I mentioned that in passing last week
[01:44:25.600 --> 01:44:30.800]   But a lot of people asked me for more information. It's a program by eCam which is another awesome boston area developer
[01:44:31.360 --> 01:44:34.800]   You know two brothers work on the product and it's called phone view
[01:44:34.800 --> 01:44:39.360]   And all it does is let you pull stuff off your iphone and push stuff back on your iphone
[01:44:39.360 --> 01:44:42.240]   And it's great for doing those sorts of spring cleanings we talked about
[01:44:42.240 --> 01:44:46.080]   It's also great if you want to back up your sms messages because a lot where your i messages
[01:44:46.080 --> 01:44:49.520]   Because a lot of times people don't realize that those in many cases
[01:44:49.520 --> 01:44:53.040]   Up until now are trapped on the device and if you get rid of the device or you lose it
[01:44:53.040 --> 01:44:58.640]   You know you'll get back some from your backup, but you might not get back all or you might want to clean out your messages
[01:44:58.640 --> 01:45:00.640]   But you know keep a record of them
[01:45:00.800 --> 01:45:03.680]   Going back you can pull out photos. You can pull out music files
[01:45:03.680 --> 01:45:08.320]   You what we used it for was game data because georgia was updating her phone
[01:45:08.320 --> 01:45:11.680]   And she made it quite clear that if anything happened to her game save data
[01:45:11.680 --> 01:45:14.640]   The world would not long have me
[01:45:14.640 --> 01:45:20.080]   So we just made sure we copied off all the game save data copied it back on her. It was totally fine
[01:45:20.080 --> 01:45:23.520]   No one no one was no one was killed in the process of doing it
[01:45:23.520 --> 01:45:26.800]   And it's just it's a great utility to have if you have a mac
[01:45:27.280 --> 01:45:30.800]   And you like to tinker around with the with what little file system there is on your iphone
[01:45:30.800 --> 01:45:39.520]   Thank you rene richy. I'm already mentioned my pick, but i'll give you a little more information. It's the tiny hardware firewall given
[01:45:39.520 --> 01:45:42.480]   Crack and the problem was crack
[01:45:42.480 --> 01:45:46.240]   A lot of people are looking at vpn's I try the company that does the firewall
[01:45:46.240 --> 01:45:52.480]   Or rather the vpn on this is a Wi-Fi consulting out of washington dc. They've been doing this is the 90s
[01:45:52.480 --> 01:45:56.160]   I totally trust them as a vpn provider partly because they're not cheap
[01:45:56.880 --> 01:46:02.080]   It's $91 a year for the vpn. I would not use a free vpn to save my life
[01:46:02.080 --> 01:46:06.160]   Uh because if it's free there's a there's somehow they're making money
[01:46:06.160 --> 01:46:11.440]   So not I think $91 is very ferris a few cents a day six cents a day something like that
[01:46:11.440 --> 01:46:17.440]   Uh, but there's another advantage to it this hardware that you put put between you and the internet
[01:46:17.440 --> 01:46:22.960]   Really is fantastic. This is the new one. I just got they call it the budica
[01:46:22.960 --> 01:46:25.520]   And it is a usb key
[01:46:25.840 --> 01:46:30.000]   It has uh, it shows up on your computer as an ethernet adapter
[01:46:30.000 --> 01:46:35.760]   Which means it works on everything including linux wat mac windows because everybody sees usb ethernet adapters
[01:46:35.760 --> 01:46:37.760]   That's a very simple thing to support
[01:46:37.760 --> 01:46:44.160]   But then it connects to the uh, Wi-Fi and at the very minimum it's a router
[01:46:44.160 --> 01:46:48.560]   But it has two Wi-Fi radios in it as well, which means you can connect to
[01:46:48.560 --> 01:46:53.040]   Uh coffee shop Wi-Fi and then use it with the second radio
[01:46:53.600 --> 01:46:58.880]   To connect your iPhone and ipad while your laptop is also protected. This is the interface. I've actually
[01:46:58.880 --> 01:47:02.640]   Connected it to this computer and logged logged in
[01:47:02.640 --> 01:47:09.360]   Uh, and so the trick is to associate it with a wireless. This one by the way doesn't use hot spot vpn
[01:47:09.360 --> 01:47:12.000]   It uses black hole cloud, which is their newest vpn service
[01:47:12.000 --> 01:47:15.440]   Everybody on it gets a unique vpn
[01:47:15.440 --> 01:47:19.680]   They don't use uh open vpn. They use a different vpn
[01:47:19.680 --> 01:47:22.960]   Uh program called I want to say
[01:47:23.840 --> 01:47:25.840]   Is it vernet? What is it called?
[01:47:25.840 --> 01:47:29.440]   Anyway, they consider it a more secure vpn software
[01:47:29.440 --> 01:47:32.640]   You get a hardware firewall just by virtue of using it
[01:47:32.640 --> 01:47:37.760]   So right now i'm connected to the internet via a fire protected by a firewall by a router
[01:47:37.760 --> 01:47:43.040]   But then you can also turn on vpn. You can turn on tour. You can even turn on ad blocking
[01:47:43.040 --> 01:47:45.280]   So let me show you how quick and easy it is
[01:47:45.280 --> 01:47:48.560]   Uh, i'm going to scan for the Wi-Fi CEOs using it at home
[01:47:48.560 --> 01:47:51.840]   Uh, I see uh, twit guest
[01:47:52.560 --> 01:47:54.560]   94 signal
[01:47:54.560 --> 01:47:57.440]   I'm going to type in the
[01:47:57.440 --> 01:48:00.240]   You don't have to hide it. It's just thoughts
[01:48:00.240 --> 01:48:07.440]   The password you can and for full security disable the wireless network, uh, which i've done here
[01:48:07.440 --> 01:48:09.920]   um because uh
[01:48:09.920 --> 01:48:11.680]   the uh
[01:48:11.680 --> 01:48:15.120]   Having a Wi-Fi radio on might be a cause for concern
[01:48:15.120 --> 01:48:19.920]   So if you just want to use it on your laptop, it's wired you can name the wireless network
[01:48:19.920 --> 01:48:23.200]   i'm going to now connect to our, uh, brick guest
[01:48:23.200 --> 01:48:26.960]   And once we've connected to our router
[01:48:26.960 --> 01:48:30.800]   Uh, I will be surfing the internet through the Wi-Fi
[01:48:30.800 --> 01:48:34.320]   It looks like an ethernet connection to this windows machine
[01:48:34.320 --> 01:48:40.880]   And then I can also do additional things like turn on ad blocking turn on vpn and turn on uh, tours
[01:48:40.880 --> 01:48:44.800]   Let me connect through the brick guest since i've set it up
[01:48:44.800 --> 01:48:49.840]   Connect to vpn. You want complete anonymity. You can connect to tour. Oops. I guess it does
[01:48:49.840 --> 01:48:51.680]   Didn't take so I probably typed the password wrong
[01:48:51.680 --> 01:48:54.160]   Uh, and ad blocking is built in
[01:48:54.160 --> 01:49:01.360]   I really love this the device itself is inexpensive because it's hardware and it's just a little old thing you can just carry it around
[01:49:01.360 --> 01:49:06.240]   Um, I think you get additional protection than just using a software of vpn
[01:49:06.240 --> 01:49:10.720]   If you want to know more about a black hole cloud, you can go to blackhole cloud.com
[01:49:10.720 --> 01:49:13.840]   But if you want to get the tiny hardware firewall, this is the one I use
[01:49:13.840 --> 01:49:16.320]   um, it is
[01:49:16.560 --> 01:49:20.160]   At tiny hardware firewall.com wire guard. That's what they use
[01:49:20.160 --> 01:49:24.240]   They use the wire guard software, which they say is faster than open vpn
[01:49:24.240 --> 01:49:26.400]   By the way, my my benchmarks do
[01:49:26.400 --> 01:49:30.080]   I mean you're always going to have overhead with vpn even more if you add tour to that
[01:49:30.080 --> 01:49:33.680]   But my benchmarks are it's quite usable on our gigabit network
[01:49:33.680 --> 01:49:38.720]   I was able to get what was it uh yesterday about or saturday about 10 or 15 megabits
[01:49:38.720 --> 01:49:43.440]   Which is more than enough to surf the net and uh, listen to audio probably wouldn't want to watch a video through it
[01:49:44.000 --> 01:49:46.000]   Very nice solution
[01:49:46.000 --> 01:49:50.880]   Everybody should have in their briefcase, uh from tiny hardware firewall
[01:49:50.880 --> 01:49:56.400]   How does it work through uh through a challenge page like when you're at the starbucks and says oh, so clever
[01:49:56.400 --> 01:50:02.000]   So clever so this works with all captive portals. So what you do is you join the challenge page on your computer
[01:50:02.000 --> 01:50:07.760]   Uh, but then you as to get your computers and mac address and assign it to the device
[01:50:07.760 --> 01:50:10.000]   then you
[01:50:10.000 --> 01:50:15.280]   Turn off wifi on your computer this device is connected now and because it's the same mac addresses your computer
[01:50:15.280 --> 01:50:19.120]   In almost all these captive portal situations it goes. Oh, yeah, yeah, I I know you
[01:50:19.120 --> 01:50:22.880]   And it lets you through and so now you're using starbucks
[01:50:22.880 --> 01:50:28.320]   You went through the captive portal on your computer because you had to but you're using starbucks through this
[01:50:28.320 --> 01:50:31.040]   So it's a really that's a very clever
[01:50:31.040 --> 01:50:39.600]   Idea, uh, i'm being told by be web dude in our chat room that because of the encryption in this is only ship to us addresses and apo fbo addresses
[01:50:40.080 --> 01:50:43.440]   Uh, so you cannot get it outside the us however
[01:50:43.440 --> 01:50:50.000]   If you want something similar to this and you can't buy it. This is the easiest way to go 40 bucks 90 bucks a year
[01:50:50.000 --> 01:50:56.960]   Uh, you can make one with a raspberry pie and we have a know-how where we show you how to make a raspberry pie router
[01:50:56.960 --> 01:51:03.920]   Uh with firmware by the way interestingly, um, DDWRT has already been patched for the crack exploit
[01:51:04.560 --> 01:51:11.440]   Yay open source so you could put a DDWRT on a raspberry pie and use that and you can use tour and all the same things
[01:51:11.440 --> 01:51:14.240]   You just have to roll your own you can't and I wouldn't be surprised
[01:51:14.240 --> 01:51:17.200]   Other providers maybe in canada places like that
[01:51:17.200 --> 01:51:25.360]   Uh, sorry Renee. I said it's the raspberry pie as a gift that just keeps on giving isn't that amazing 35 bucks, you know amazing
[01:51:25.360 --> 01:51:31.200]   Basically this it's interesting. I mean this is you know, it's a little computer. It's got dsp chip in here software memory
[01:51:31.840 --> 01:51:38.240]   firmware, uh, it's 30 bucks. It's similar to a raspberry pie, but it it's a machine learning for firewall. It's fast
[01:51:38.240 --> 01:51:40.640]   It's very fast. Hey that wraps up
[01:51:40.640 --> 01:51:43.200]   This gripping edition
[01:51:43.200 --> 01:51:47.120]   Of mac break weekly are thanks to rene richie go to i'more.com
[01:51:47.120 --> 01:51:51.280]   They have a very good explanation of crack and what to do about it
[01:51:51.280 --> 01:51:55.280]   Uh, what is there i'm more dot com slash crack is that it? Yep who did it?
[01:51:55.280 --> 01:52:01.600]   Jerry hilden brand he's awesome nice. Yeah, i'm i dot com slash k r a c k
[01:52:02.320 --> 01:52:07.680]   And of course great podcasts and the best content really fabulous stuff at i'more.com. Thank you rene
[01:52:07.680 --> 01:52:10.320]   We appreciate it
[01:52:10.320 --> 01:52:12.800]   the new yellow i'more dot com
[01:52:12.800 --> 01:52:16.160]   And for uh for years
[01:52:16.160 --> 01:52:23.120]   My favorite mac guy with the sideburns and the and the hat i even got a i even got an andi hat
[01:52:23.120 --> 01:52:26.240]   Just so i feel like part of the well actually i
[01:52:27.200 --> 01:52:33.200]   I forgot i got i actually got like a haircut like the other day so i probably should have tried
[01:52:33.200 --> 01:52:38.080]   Usually and of course now i hear the callful because i've been wearing a hat all day
[01:52:38.080 --> 01:52:40.800]   usually
[01:52:40.800 --> 01:52:44.080]   You look like you get radio reception on that is a gambit against
[01:52:44.080 --> 01:52:48.640]   You know, oh man i can't i can't i hear does not want to go in the same direction today
[01:52:48.640 --> 01:52:54.960]   Thank you andy's chicago sun times of course where he is an esteemed writer and technology
[01:52:55.440 --> 01:53:01.680]   And his website c w ob.com gives you links to his instagram and all his others twitter and all his other places where you can
[01:53:01.680 --> 01:53:05.280]   Follow andy's great stuff and his other podcast because he does a great
[01:53:05.280 --> 01:53:08.880]   Don't tell anybody android podcast called material on
[01:53:08.880 --> 01:53:10.160]   on
[01:53:10.160 --> 01:53:11.440]   Is that i'm replay
[01:53:11.440 --> 01:53:13.600]   Relay it's on relay really dot f
[01:53:13.600 --> 01:53:14.640]   Relay dot f
[01:53:14.640 --> 01:53:18.080]   Thank you andrew thank you uh rene. Thank you all for being here
[01:53:18.080 --> 01:53:20.720]   See if i only had the mutton shops
[01:53:20.720 --> 01:53:24.960]   And we were a lot younger and more handsome i would look just like you andy
[01:53:25.200 --> 01:53:27.200]   indiana leford
[01:53:27.200 --> 01:53:30.240]   A little bit more bitter too. Yeah, i need a little more cynical
[01:53:30.240 --> 01:53:36.960]   No, you're not just mine i'm not bitter i just need to spend more time in dinos than i'd be smiling too
[01:53:36.960 --> 01:53:44.480]   Uh, join us every tuesday right after ios today. That's the new time for ios day nine am pacific and we come on about 11 am pacific
[01:53:44.480 --> 01:53:46.960]   That's two p.m. Eastern time 1800 utc
[01:53:46.960 --> 01:53:51.840]   You can watch live join us in the chatroom at irc.twit.tv. You can even be in the studio
[01:53:52.000 --> 01:53:54.560]   Just make sure you email us. We want to make sure we have a seat for you
[01:53:54.560 --> 01:53:59.760]   Studio isn't open as much as it used to be so please email tickets at twit.tv to let us know
[01:53:59.760 --> 01:54:05.040]   And so we can let you know for here and all of that stuff if you can't watch or be here in person
[01:54:05.040 --> 01:54:09.680]   You can always get the on-demand downloads. We call them podcasts
[01:54:09.680 --> 01:54:11.760]   It confusingly
[01:54:11.760 --> 01:54:16.960]   Uh, they're available at twit.tv slash mac break or i guess it's twit.tv slash mbw
[01:54:18.000 --> 01:54:22.960]   Uh or on youtube or better yet find your favorite podcast program
[01:54:22.960 --> 01:54:27.360]   Like the fabulous marco arman's overcast or pocket casts
[01:54:27.360 --> 01:54:31.840]   Or the twit apps. There's a really there's some really good twit apps like my twit
[01:54:31.840 --> 01:54:35.920]   Available, uh and subscribe because you don't want to miss an episode
[01:54:35.920 --> 01:54:41.440]   Thanks for joining us, but now i'm sad to say time to get back to work because break time is
[01:54:41.440 --> 01:54:42.880]   hold on
[01:54:42.880 --> 01:54:44.880]   bye
[01:54:44.880 --> 01:54:52.880]   [Music]

