
[00:00:00.000 --> 00:00:03.340]   [music playing]
[00:59:49.460 --> 00:59:55.620]   And then you kind of go through life acquiring DNA particles deciding how to, you know, do
[00:59:55.620 --> 00:59:57.980]   I want to add cilia or fins?
[00:59:57.980 --> 00:59:58.980]   Do I want antlers?
[00:59:58.980 --> 01:00:00.660]   You add little capabilities.
[01:00:00.660 --> 01:00:03.780]   You're literally designing this creature through experience.
[01:00:03.780 --> 01:00:05.020]   You're evolving it.
[01:00:05.020 --> 01:00:09.500]   Eventually, you move on to the next stage, you go to land, you walk up on land, you got
[01:00:09.500 --> 01:00:12.140]   to trade in those cilia for legs and things.
[01:00:12.140 --> 01:00:16.580]   And then you go tribal and it goes on through space travel.
[01:00:16.580 --> 01:00:20.220]   And I have to say that there are so many nice touches in this.
[01:00:20.220 --> 01:00:23.980]   You can paint your character, you can share your paintings with other people.
[01:00:23.980 --> 01:00:26.220]   Other people's characters can wander through your scenes.
[01:00:26.220 --> 01:00:29.100]   They're not controlling them, but they're autonomous, but they're still there.
[01:00:29.100 --> 01:00:31.420]   They're part of your life.
[01:00:31.420 --> 01:00:37.180]   There is a sport cast that let you broadcast your sport creatures.
[01:00:37.180 --> 01:00:39.060]   This is going to take the world by storm.
[01:00:39.060 --> 01:00:44.460]   And I just think it's a little pricey about 60 bucks, but I think it is so much fun.
[01:00:44.460 --> 01:00:45.580]   And they've done a nice job.
[01:00:45.580 --> 01:00:47.900]   You can install it on multiple Macs.
[01:00:47.900 --> 01:00:52.900]   You set up an account with EA and that's how it kind of copy protects itself.
[01:00:52.900 --> 01:00:55.100]   I just think this is, you know, it's pricey.
[01:00:55.100 --> 01:00:57.940]   It's 60 bucks, but it is such a fun game.
[01:00:57.940 --> 01:00:59.180]   I have to recommend it.
[01:00:59.180 --> 01:01:02.340]   Spore is my Mac break weekly pick.
[01:01:02.340 --> 01:01:05.140]   Now I haven't, I've only gotten to the tribal stage.
[01:01:05.140 --> 01:01:06.980]   So I haven't, I know spoilers here.
[01:01:06.980 --> 01:01:11.620]   I still got a ways to go, but I have three, three, so it's going to be four different
[01:01:11.620 --> 01:01:12.620]   characters.
[01:01:12.620 --> 01:01:15.300]   Each machine has its own planet and characters on it.
[01:01:15.300 --> 01:01:16.980]   It is so much fun.
[01:01:16.980 --> 01:01:20.820]   Don, Don, I know you must have a pick because you work with so much software at Screencast's
[01:01:20.820 --> 01:01:21.820]   online.
[01:01:21.820 --> 01:01:23.580]   Yeah, well, I'm not going to pimp my show this week.
[01:01:23.580 --> 01:01:26.340]   I'm just going to give you something that I haven't covered yet.
[01:01:26.340 --> 01:01:27.340]   Pimp your show.
[01:01:27.340 --> 01:01:28.340]   Pimp your show.
[01:01:28.340 --> 01:01:37.220]   No, the one I'm going to choose this week is a thing called Plex at www.plexapp.com.
[01:01:37.220 --> 01:01:39.220]   This is a very interesting product, actually.
[01:01:39.220 --> 01:01:44.940]   It's based on the old Xbox media center, or Xbox media player, which was an open source
[01:01:44.940 --> 01:01:49.500]   development for going way back now to the original Xbox that turned your Xbox into a
[01:01:49.500 --> 01:01:50.900]   media center.
[01:01:50.900 --> 01:01:56.220]   And there's now, it's forked, and there is now an OS 10 version called Plex.
[01:01:56.220 --> 01:02:03.740]   Careful when you say, when the liver puddly and say it's forked, I don't want to say
[01:02:03.740 --> 01:02:05.140]   anything, but just be careful.
[01:02:05.140 --> 01:02:06.140]   I'm saying that.
[01:02:06.140 --> 01:02:07.140]   Okay.
[01:02:07.140 --> 01:02:08.140]   I would say it again.
[01:02:08.140 --> 01:02:12.180]   But yeah, it's, it's from the original release.
[01:02:12.180 --> 01:02:17.020]   No, yeah, because there, because I remember reading in Life Hacker, the, the first article
[01:02:17.020 --> 01:02:21.460]   saying use Xbox media center on the Mac, and then there have been some additional like
[01:02:21.460 --> 01:02:22.900]   forks, so to speak.
[01:02:22.900 --> 01:02:23.900]   Yeah, yeah.
[01:02:23.900 --> 01:02:24.900]   Yeah.
[01:02:24.900 --> 01:02:25.900]   So it's absolutely gorgeous.
[01:02:25.900 --> 01:02:26.900]   It's really nice.
[01:02:26.900 --> 01:02:27.900]   So best one.
[01:02:27.900 --> 01:02:29.660]   I know we have the, it seems to be used from what I've seen.
[01:02:29.660 --> 01:02:30.660]   Yeah.
[01:02:30.660 --> 01:02:31.660]   It's still very early days.
[01:02:31.660 --> 01:02:34.820]   I mean, they've only been working on it for, I think, four or five months, and it's currently
[01:02:34.820 --> 01:02:35.820]   released.
[01:02:35.820 --> 01:02:39.580]   But if you check out the, I've actually downloaded it and just run it on my Mac and it looks absolutely
[01:02:39.580 --> 01:02:40.580]   fantastic.
[01:02:40.580 --> 01:02:45.020]   But I know a lot of people are using the Mac mini as an alternative to the Apple TV.
[01:02:45.020 --> 01:02:46.020]   Right.
[01:02:46.020 --> 01:02:48.940]   Because it's the, you can do other things with the Mac mini, but if you're looking for a
[01:02:48.940 --> 01:02:53.300]   good media center to run on OS 10, if you have a dedicated Mac mini connected to your
[01:02:53.300 --> 01:02:55.540]   TV, it's well worth checking out.
[01:02:55.540 --> 01:02:57.460]   As I say, it's still in its early days.
[01:02:57.460 --> 01:02:58.460]   Yeah.
[01:02:58.460 --> 01:02:59.460]   I think it is.
[01:02:59.460 --> 01:03:03.260]   I think it is out of, out of beta or out of beta, whichever you prefer, but well worth
[01:03:03.260 --> 01:03:04.260]   checking out.
[01:03:04.260 --> 01:03:07.980]   And that's Plex media center for OS 10.
[01:03:07.980 --> 01:03:10.220]   And it requires leopard.
[01:03:10.220 --> 01:03:11.220]   It does require leopard.
[01:03:11.220 --> 01:03:12.220]   Yeah.
[01:03:12.220 --> 01:03:13.220]   Yeah.
[01:03:13.220 --> 01:03:14.220]   Intel leopard only.
[01:03:14.220 --> 01:03:15.220]   Yeah.
[01:03:15.220 --> 01:03:23.260]   I have a mini attached to my HD TV and I'm using the really excellent Elgato high def connector
[01:03:23.260 --> 01:03:24.260]   for that.
[01:03:24.260 --> 01:03:25.260]   And it's great.
[01:03:25.260 --> 01:03:26.260]   I'm able to watch TV.
[01:03:26.260 --> 01:03:28.900]   I have the computer, but I'd love to look for a good media center for this.
[01:03:28.900 --> 01:03:29.900]   Does it?
[01:03:29.900 --> 01:03:33.220]   Do you, you, this is instead of front row and lieu of front row, right?
[01:03:33.220 --> 01:03:34.220]   Yes.
[01:03:34.220 --> 01:03:35.220]   Yeah.
[01:03:35.220 --> 01:03:37.220]   It's completely standalone application that has its own media management.
[01:03:37.220 --> 01:03:39.180]   I had some library built in.
[01:03:39.180 --> 01:03:42.020]   It goes away and gets metadata from various sources.
[01:03:42.020 --> 01:03:43.020]   I see.
[01:03:43.020 --> 01:03:44.020]   I love them.
[01:03:44.020 --> 01:03:45.020]   I see the TV, yeah.
[01:03:45.020 --> 01:03:46.020]   Yeah.
[01:03:46.020 --> 01:03:47.020]   It's got support.
[01:03:47.020 --> 01:03:50.740]   Well, I'm just reading from the website now support for fan art subtitle support.
[01:03:50.740 --> 01:03:52.900]   Basically everything you need within a media center.
[01:03:52.900 --> 01:03:54.740]   Yeah, it looks really nice.
[01:03:54.740 --> 01:03:55.740]   Very cool.
[01:03:55.740 --> 01:03:58.740]   I'm going to download it and it's free, which is nice.
[01:03:58.740 --> 01:03:59.740]   It's free.
[01:03:59.740 --> 01:04:00.740]   Yeah.
[01:04:00.740 --> 01:04:01.740]   Yeah.
[01:04:01.740 --> 01:04:02.740]   That's Plex app.com.
[01:04:02.740 --> 01:04:06.820]   Bob, you got a pick for us or am I going to do you want to take a pass?
[01:04:06.820 --> 01:04:10.460]   I mean, I'm sure you've had it before, but I'm just looking at the Plex thing.
[01:04:10.460 --> 01:04:11.460]   Really nice.
[01:04:11.460 --> 01:04:12.460]   Yeah.
[01:04:12.460 --> 01:04:16.580]   Because I have a projector and a screen and which is all good.
[01:04:16.580 --> 01:04:20.420]   And the one, you know, and I've been playing like DVDs off of laptop.
[01:04:20.420 --> 01:04:21.420]   It's just really rubbish.
[01:04:21.420 --> 01:04:22.740]   And I haven't made them.
[01:04:22.740 --> 01:04:24.500]   I need to make another step.
[01:04:24.500 --> 01:04:25.500]   Right.
[01:04:25.500 --> 01:04:27.340]   I've got all the wires.
[01:04:27.340 --> 01:04:31.420]   But anyway, no, the only thing I was going to do, which is because it's a little software
[01:04:31.420 --> 01:04:35.500]   app that I use all the time is Twinkle, which I'm sure people have.
[01:04:35.500 --> 01:04:36.500]   I don't think we have.
[01:04:36.500 --> 01:04:39.420]   It's an iPhone app for Twitter and I agree with you.
[01:04:39.420 --> 01:04:40.420]   I love it.
[01:04:40.420 --> 01:04:41.420]   Yeah.
[01:04:41.420 --> 01:04:42.420]   And it's so good.
[01:04:42.420 --> 01:04:48.420]   It actually works better than when I go to Twitter.com on the browser.
[01:04:48.420 --> 01:04:49.420]   Right.
[01:04:49.420 --> 01:04:50.420]   You know, it's much.
[01:04:50.420 --> 01:04:52.420]   I don't know what it is.
[01:04:52.420 --> 01:04:55.420]   It's the thing I'm using far too much.
[01:04:55.420 --> 01:04:56.420]   I've got to stop.
[01:04:56.420 --> 01:04:58.060]   You know what I like about Twinkle?
[01:04:58.060 --> 01:05:01.700]   And I think all of the Twitter clients eventually will do this because I noticed Twitterific
[01:05:01.700 --> 01:05:02.700]   is at it.
[01:05:02.700 --> 01:05:04.100]   It's location aware as well.
[01:05:04.100 --> 01:05:07.540]   So you could say when you were traveling, did you use that?
[01:05:07.540 --> 01:05:08.540]   I did.
[01:05:08.540 --> 01:05:12.180]   And it told me and it told me, you know, I can look back to it and see where I was.
[01:05:12.180 --> 01:05:13.180]   Because I can't remember.
[01:05:13.180 --> 01:05:16.740]   But it was, you know, it's fairly accurate.
[01:05:16.740 --> 01:05:20.500]   Sometimes it's a town behind, you know, working in Bristol a lot.
[01:05:20.500 --> 01:05:22.020]   And I've done a Twitter from London.
[01:05:22.020 --> 01:05:23.020]   It says, I'm in Bristol.
[01:05:23.020 --> 01:05:24.620]   But, you know, it's not that bad.
[01:05:24.620 --> 01:05:25.620]   Then it catches up.
[01:05:25.620 --> 01:05:28.220]   It's like slower than I am.
[01:05:28.220 --> 01:05:30.260]   Twinkle, it's a town behind.
[01:05:30.260 --> 01:05:31.260]   That's an issue.
[01:05:31.260 --> 01:05:32.260]   Yeah.
[01:05:32.260 --> 01:05:33.260]   What town behind?
[01:05:33.260 --> 01:05:34.260]   Twinkle is great.
[01:05:34.260 --> 01:05:35.860]   It's on the iPhone store.
[01:05:35.860 --> 01:05:38.580]   I use all the iPhone apps, but I have to say it.
[01:05:38.580 --> 01:05:40.060]   Twinkle has some really nice features.
[01:05:40.060 --> 01:05:41.260]   I agree with you on that.
[01:05:41.260 --> 01:05:43.460]   How was that fan con that you went to?
[01:05:43.460 --> 01:05:45.660]   You went to, you were at the Atlanta.
[01:05:45.660 --> 01:05:46.660]   It was extraordinary.
[01:05:46.660 --> 01:05:47.660]   No, it was great.
[01:05:47.660 --> 01:05:48.660]   It was really good fun.
[01:05:48.660 --> 01:05:55.180]   And some extraordinary, truly extraordinary people there from, from, in the sense that
[01:05:55.180 --> 01:05:59.220]   there was people I wouldn't have expected to see there in, in the sense of they were
[01:05:59.220 --> 01:06:02.180]   a lot of very amazingly bright people.
[01:06:02.180 --> 01:06:03.180]   There was a site.
[01:06:03.180 --> 01:06:04.180]   It was a science conference.
[01:06:04.180 --> 01:06:08.620]   There was discussions going on about creationism and, and evolution.
[01:06:08.620 --> 01:06:10.580]   And, you know, as well as science fiction.
[01:06:10.580 --> 01:06:11.580]   It was huge.
[01:06:11.580 --> 01:06:13.180]   I think of 67,000 people.
[01:06:13.180 --> 01:06:14.180]   Dragon con.
[01:06:14.180 --> 01:06:16.380]   It was the biggest, yeah, the biggest.
[01:06:16.380 --> 01:06:20.540]   And, and, and, did you have a Crichton booth or were you just kind of.
[01:06:20.540 --> 01:06:22.140]   I had a little, I had a little table.
[01:06:22.140 --> 01:06:23.140]   Is your really?
[01:06:23.140 --> 01:06:24.140]   Yeah.
[01:06:24.140 --> 01:06:26.740]   I was next to, I was next to Mickey Dillens from the monkeys.
[01:06:26.740 --> 01:06:27.740]   The monkeys, yeah.
[01:06:27.740 --> 01:06:28.740]   Yeah.
[01:06:28.740 --> 01:06:29.740]   The guy in the hat.
[01:06:29.740 --> 01:06:30.740]   So I was, I was, yeah, exactly.
[01:06:30.740 --> 01:06:34.500]   I spent four days standing next to Mickey Ray on the shot.
[01:06:34.500 --> 01:06:36.420]   Now, how does that work?
[01:06:36.420 --> 01:06:39.900]   Do you, I mean, do people just line up and say, Oh, Crichton, I love you and you sign
[01:06:39.900 --> 01:06:40.900]   an autograph.
[01:06:40.900 --> 01:06:41.900]   Yeah.
[01:06:41.900 --> 01:06:42.900]   Yeah.
[01:06:42.900 --> 01:06:43.900]   Do you charge, do you charge for the autograph?
[01:06:43.900 --> 01:06:44.900]   Yeah.
[01:06:44.900 --> 01:06:45.900]   I was cheap.
[01:06:45.900 --> 01:06:46.900]   You know, I found out afterwards.
[01:06:46.900 --> 01:06:47.900]   I was really cheap.
[01:06:47.900 --> 01:06:49.900]   I'm quite a big Q because people just saw there's a bargain over there.
[01:06:49.900 --> 01:06:51.900]   He doesn't know how much we were charging.
[01:06:51.900 --> 01:06:52.900]   Yeah.
[01:06:52.900 --> 01:06:53.900]   Twenty dollars.
[01:06:53.900 --> 01:06:54.900]   Twenty dollars is cheap.
[01:06:54.900 --> 01:06:55.900]   Yeah.
[01:06:55.900 --> 01:06:58.900]   How much was Mickey charging?
[01:06:58.900 --> 01:06:59.900]   Forty.
[01:06:59.900 --> 01:07:00.900]   Forty dollars?
[01:07:00.900 --> 01:07:02.900]   No, I didn't go to the Crichton.
[01:07:02.900 --> 01:07:03.900]   No.
[01:07:03.900 --> 01:07:07.900]   I think he signed his drum, he signed him drumsticks and they were, they were 65.
[01:07:07.900 --> 01:07:11.900]   Well, he did, he tested the map before he came to you.
[01:07:11.900 --> 01:07:12.900]   He played a little riff.
[01:07:12.900 --> 01:07:16.900]   Now, now Randall Schwartz, our floss weekly guy was a dragon kind.
[01:07:16.900 --> 01:07:18.900]   He was going to try to hook up with you.
[01:07:18.900 --> 01:07:19.900]   Did you run?
[01:07:19.900 --> 01:07:20.900]   I would have said no, I didn't see him.
[01:07:20.900 --> 01:07:21.900]   No, I would have been trying.
[01:07:21.900 --> 01:07:25.900]   He would have been the guy with a lampshade on his head doing the karaoke thing.
[01:07:25.900 --> 01:07:26.900]   Right.
[01:07:26.900 --> 01:07:27.900]   He likes to party.
[01:07:27.900 --> 01:07:29.900]   There were some, there were some very interesting costumes.
[01:07:29.900 --> 01:07:34.900]   I mean, from the, from what he sort of, you know, the kind of cliche of a science fiction
[01:07:34.900 --> 01:07:36.900]   you'd imagine what you'd expect of that.
[01:07:36.900 --> 01:07:37.900]   But also they were beautiful.
[01:07:37.900 --> 01:07:39.900]   I mean, two bookies walked into the room.
[01:07:39.900 --> 01:07:41.900]   They were being eight foot six tall.
[01:07:41.900 --> 01:07:44.900]   So the guys on Stilts, but so well done.
[01:07:44.900 --> 01:07:45.900]   Wow.
[01:07:45.900 --> 01:07:46.900]   That you just, it took you now.
[01:07:46.900 --> 01:07:49.900]   And I've never seen anything that well made on a film set.
[01:07:49.900 --> 01:07:50.900]   Wow.
[01:07:50.900 --> 01:07:52.900]   They were beautifully made costumes.
[01:07:52.900 --> 01:07:57.900]   And then the occasional sort of Elfen Princess who, you know, maybe someone should have had
[01:07:57.900 --> 01:08:00.900]   a word that said you're not really the princess type.
[01:08:00.900 --> 01:08:01.900]   No.
[01:08:01.900 --> 01:08:05.900]   But then there was, then suddenly through the door, right in front of me came an Elfen Princess.
[01:08:05.900 --> 01:08:09.900]   I was in love with her immediately, the most stunningly beautiful girl with the most realistic,
[01:08:09.900 --> 01:08:11.900]   prosthetic pointy ears I've ever seen.
[01:08:11.900 --> 01:08:13.900]   And she had very little on.
[01:08:13.900 --> 01:08:16.900]   If she really cared, she'd have the year job done and they'd be real.
[01:08:16.900 --> 01:08:17.900]   Yes.
[01:08:17.900 --> 01:08:18.900]   I think she should have.
[01:08:18.900 --> 01:08:19.900]   Well, it, maybe she had.
[01:08:19.900 --> 01:08:20.900]   Maybe they were really as they look real.
[01:08:20.900 --> 01:08:21.900]   You see?
[01:08:21.900 --> 01:08:22.900]   They could do that.
[01:08:22.900 --> 01:08:23.900]   I have fun.
[01:08:23.900 --> 01:08:24.900]   Yeah.
[01:08:24.900 --> 01:08:25.900]   I would love to go to that sometime.
[01:08:25.900 --> 01:08:26.900]   But I'd be a tourist.
[01:08:26.900 --> 01:08:27.900]   It is magic.
[01:08:27.900 --> 01:08:28.900]   It is absolutely amazing.
[01:08:28.900 --> 01:08:29.900]   Yeah.
[01:08:29.900 --> 01:08:32.900]   Now I wanted to be a tourist because I didn't see very much in our so busy all the time.
[01:08:32.900 --> 01:08:33.900]   Right.
[01:08:33.900 --> 01:08:36.900]   I could probably get a couple of bucks in my graph.
[01:08:36.900 --> 01:08:37.900]   I don't know.
[01:08:37.900 --> 01:08:40.900]   I'll buy three.
[01:08:40.900 --> 01:08:41.900]   Chris.
[01:08:41.900 --> 01:08:45.900]   Chris Breen, what's your Mac break weekly pick of the week?
[01:08:45.900 --> 01:08:47.900]   I have an expensive one.
[01:08:47.900 --> 01:08:48.900]   All right.
[01:08:48.900 --> 01:08:49.900]   And it's because of what happened yesterday.
[01:08:49.900 --> 01:08:55.900]   My job at the Let's Rock event was, you know, other than paying attention was to take photographs
[01:08:55.900 --> 01:08:58.900]   for the magazine and for Macworld.com.
[01:08:58.900 --> 01:09:03.900]   And so I purposely, we all purposely put ourselves in the back of the room.
[01:09:03.900 --> 01:09:08.900]   So the only thing behind us were these very large cameras that were pointed at Steve,
[01:09:08.900 --> 01:09:09.900]   the video cameras.
[01:09:09.900 --> 01:09:12.900]   And I had my Nikon D300.
[01:09:12.900 --> 01:09:17.900]   And on there I had my Nikon 70 to 300 lens.
[01:09:17.900 --> 01:09:21.900]   And as soon as I started shooting pictures, some goon from Apple comes over and says, no pictures.
[01:09:21.900 --> 01:09:24.900]   I said, well, I have no flash on here.
[01:09:24.900 --> 01:09:25.900]   No pictures.
[01:09:25.900 --> 01:09:27.900]   But there's no one behind me.
[01:09:27.900 --> 01:09:36.900]   And I had to put the Nikon on my lap with this lens on it.
[01:09:36.900 --> 01:09:40.900]   It's about the size of a tall can of 0.45.
[01:09:40.900 --> 01:09:43.900]   Is that a long lens or are you just happy to see me?
[01:09:43.900 --> 01:09:44.900]   Yeah, exactly.
[01:09:44.900 --> 01:09:47.900]   And I'm shooting from my lap between people's heads.
[01:09:47.900 --> 01:09:51.900]   And in the dark, and I have no way to tell what I'm shooting.
[01:09:51.900 --> 01:09:52.900]   Wow.
[01:09:52.900 --> 01:09:55.900]   And I've pulled in the memory card, and I'm passing them over to Jason Snow next door to
[01:09:55.900 --> 01:09:58.900]   the things during the live blogging.
[01:09:58.900 --> 01:10:01.900]   And the lens performed beautifully.
[01:10:01.900 --> 01:10:02.900]   The autofocus worked.
[01:10:02.900 --> 01:10:07.900]   I got some great shots without being able to see a thing I was doing.
[01:10:07.900 --> 01:10:14.900]   And so normally I use this for wildlife photography, but when you need to take telephoto pictures
[01:10:14.900 --> 01:10:19.900]   on the fly, because some apple harpy is about to cut your head off.
[01:10:19.900 --> 01:10:24.900]   So all of these people who are doing their live blogs were illegally taking pictures?
[01:10:24.900 --> 01:10:27.900]   Well, they have a photo well.
[01:10:27.900 --> 01:10:32.900]   So I mean, giving apple credit, they do actually have places for people doing this to do it.
[01:10:32.900 --> 01:10:37.900]   But we also needed to cover it from straight on and be able to get to a computer.
[01:10:37.900 --> 01:10:40.900]   So the photo well was not the place for us to be.
[01:10:40.900 --> 01:10:44.900]   So yes, there were people who would bring up their little point and shoots, or even their iPhones,
[01:10:44.900 --> 01:10:45.900]   and start taking pictures.
[01:10:45.900 --> 01:10:46.900]   Wow.
[01:10:46.900 --> 01:10:49.900]   And the green shirts would come over and say, "Eck, stop, stop."
[01:10:49.900 --> 01:10:50.900]   No pictures.
[01:10:50.900 --> 01:10:51.900]   They're like, "What?
[01:10:51.900 --> 01:10:52.900]   Why?
[01:10:52.900 --> 01:10:53.900]   There's no flash?
[01:10:53.900 --> 01:10:54.900]   That's ridiculous."
[01:10:54.900 --> 01:10:56.900]   Because everybody's doing it.
[01:10:56.900 --> 01:10:57.900]   Everybody was doing it.
[01:10:57.900 --> 01:10:59.900]   Well, fortunately they laid off after about 15 minutes.
[01:10:59.900 --> 01:11:03.900]   But still, from the lab shoot, this is literally from the hip shooting.
[01:11:03.900 --> 01:11:04.900]   I'm looking at them.
[01:11:04.900 --> 01:11:05.900]   They look great.
[01:11:05.900 --> 01:11:06.900]   They're really crisp.
[01:11:06.900 --> 01:11:08.900]   You know, it's tough because you're shooting.
[01:11:08.900 --> 01:11:10.900]   He's got a big bright screen behind him.
[01:11:10.900 --> 01:11:11.900]   Yeah.
[01:11:11.900 --> 01:11:13.900]   But the D300 is so good in these situations.
[01:11:13.900 --> 01:11:15.900]   I mean, it really did a great job.
[01:11:15.900 --> 01:11:19.900]   I love the picture of Steve with the radiating...
[01:11:19.900 --> 01:11:21.900]   Oh, I was 10...
[01:11:21.900 --> 01:11:22.900]   That's tough behind him.
[01:11:22.900 --> 01:11:24.900]   It looks like he's coming from heaven.
[01:11:24.900 --> 01:11:25.900]   Yeah.
[01:11:25.900 --> 01:11:27.900]   And I give credit to the lens for that.
[01:11:27.900 --> 01:11:30.900]   It really did a nice job.
[01:11:30.900 --> 01:11:34.900]   And the D300 is discreet enough not to go beep when you're about to auto-lock.
[01:11:34.900 --> 01:11:36.900]   So it worked out well.
[01:11:36.900 --> 01:11:39.900]   And that lens is not terribly expensive.
[01:11:39.900 --> 01:11:42.900]   Amazon's got it for about $485.
[01:11:42.900 --> 01:11:46.900]   It's not the crisp lens in the entire world, but $500.
[01:11:46.900 --> 01:11:47.900]   It's a darn fine-person.
[01:11:47.900 --> 01:11:49.900]   Oh, for $70 to $300, that's fantastic.
[01:11:49.900 --> 01:11:50.900]   Yeah.
[01:11:50.900 --> 01:11:51.900]   That's a great price.
[01:11:51.900 --> 01:11:55.900]   So I apologize because of course, Macworld was live blogging in.
[01:11:55.900 --> 01:11:57.900]   Here we are talking about a gadget and gizmodo.
[01:11:57.900 --> 01:11:59.900]   And I completely forgot that you guys are doing it too.
[01:11:59.900 --> 01:12:01.900]   What am I thinking?
[01:12:01.900 --> 01:12:02.900]   No, I wouldn't know.
[01:12:02.900 --> 01:12:03.900]   It's fine.
[01:12:03.900 --> 01:12:04.900]   I'm sorry.
[01:12:04.900 --> 01:12:07.900]   But the live blog is still there at Macworld.com.
[01:12:07.900 --> 01:12:12.900]   So you can see the article, including Chris Breen's pictures and recomments as well.
[01:12:12.900 --> 01:12:13.900]   That's online at Macworld.com.
[01:12:13.900 --> 01:12:16.900]   Of course, you can catch Chris's column at Mac 911.
[01:12:16.900 --> 01:12:20.900]   And every issue of Macworld magazine on Friday news stands every day.
[01:12:20.900 --> 01:12:22.900]   I think we need a jingle for Macworld magazine.
[01:12:22.900 --> 01:12:24.900]   I think we do all the way to the camera.
[01:12:24.900 --> 01:12:25.900]   It's Macworld.
[01:12:25.900 --> 01:12:26.900]   Macworld.
[01:12:26.900 --> 01:12:28.900]   Yeah, you could be doing this, Chris.
[01:12:28.900 --> 01:12:30.900]   You're such a talented musician.
[01:12:30.900 --> 01:12:32.900]   We could get some jingles out of you too.
[01:12:32.900 --> 01:12:37.900]   Well, having listened to yours, I understand that all you really need is an F major nine chord.
[01:12:37.900 --> 01:12:38.900]   Yeah.
[01:12:38.900 --> 01:12:39.900]   Over and over.
[01:12:39.900 --> 01:12:40.900]   Over and over and you've got it.
[01:12:40.900 --> 01:12:42.900]   And you overdub your voice a few times.
[01:12:42.900 --> 01:12:43.900]   Yeah.
[01:12:43.900 --> 01:12:44.900]   It's simple.
[01:12:44.900 --> 01:12:45.900]   It's kind of fun.
[01:12:45.900 --> 01:12:49.900]   I have to say we become the jingle capital of the podcast world.
[01:12:49.900 --> 01:12:50.900]   We're great jingle.
[01:12:50.900 --> 01:12:52.900]   Everything's jingleized now.
[01:12:52.900 --> 01:12:53.900]   I want to thank all you guys.
[01:12:53.900 --> 01:12:57.900]   We're also the capital of the greatest, most interesting, smartest commentators in the
[01:12:57.900 --> 01:12:58.900]   world.
[01:12:58.900 --> 01:13:00.900]   And Bob Luell and I want to thank you for joining us so much.
[01:13:00.900 --> 01:13:03.900]   What can we plug for you, Bob?
[01:13:03.900 --> 01:13:05.900]   Oh, what are you doing?
[01:13:05.900 --> 01:13:07.900]   Where's the Red Dwarf movie?
[01:13:07.900 --> 01:13:09.900]   What's the status on that?
[01:13:09.900 --> 01:13:11.900]   Well, no, it's not a movie.
[01:13:11.900 --> 01:13:12.900]   It's a Red Dwarf reunion.
[01:13:12.900 --> 01:13:18.900]   A mini-series reunion, yes, which we're still going through all the organies of organizing
[01:13:18.900 --> 01:13:19.900]   and we're going to do it in all those things.
[01:13:19.900 --> 01:13:22.900]   We're doing a press launch next Wednesday for it.
[01:13:22.900 --> 01:13:23.900]   Oh, good.
[01:13:23.900 --> 01:13:24.900]   It's sort of coming ahead.
[01:13:24.900 --> 01:13:25.900]   It's coming around.
[01:13:25.900 --> 01:13:26.900]   Oh, that's exciting.
[01:13:26.900 --> 01:13:30.900]   Because after we had you on, everybody said, "Oh, we can't wait for the reunion."
[01:13:30.900 --> 01:13:33.900]   I mean, that really was the thing everybody was looking forward to.
[01:13:33.900 --> 01:13:34.900]   Yeah.
[01:13:34.900 --> 01:13:35.900]   No, it's a big thing.
[01:13:35.900 --> 01:13:36.900]   Great to have you on again.
[01:13:36.900 --> 01:13:37.900]   Thank you very much.
[01:13:37.900 --> 01:13:38.900]   We'll make this a regular habit.
[01:13:38.900 --> 01:13:42.900]   I'm going to send you some a headset so you could type next to them.
[01:13:42.900 --> 01:13:47.900]   When I'm at home, I've got a proper stuff, headphones and a proper mic and stuff like that.
[01:13:47.900 --> 01:13:48.900]   I'm going to turn it to your flat.
[01:13:48.900 --> 01:13:49.900]   I know it as well.
[01:13:49.900 --> 01:13:50.900]   I'm going to finish.
[01:13:50.900 --> 01:13:53.900]   I'm going to do a big empty box.
[01:13:53.900 --> 01:13:55.300]   That's what it sounds like.
[01:13:55.300 --> 01:13:58.900]   It sounds like you're in, I don't know where, you know, an empty room.
[01:13:58.900 --> 01:14:02.540]   Anyway, so the rest of it here anyway, as I apologize.
[01:14:02.540 --> 01:14:03.540]   Not at all.
[01:14:03.540 --> 01:14:05.660]   It's about three in the morning for you and I really appreciate you staying up.
[01:14:05.660 --> 01:14:06.740]   Same with Don McAllister.
[01:14:06.740 --> 01:14:11.300]   It's great to talk to you of ScreenCastsOnline.com.
[01:14:11.300 --> 01:14:14.700]   And you know, I'll tell you what, this was a great show.
[01:14:14.700 --> 01:14:16.180]   We hope to be back with some regulars.
[01:14:16.180 --> 01:14:18.860]   But if not, I'm just scrubbing these people off the album art and we're going to replace
[01:14:18.860 --> 01:14:19.860]   them with you guys.
[01:14:19.860 --> 01:14:21.100]   Get rid of all those.
[01:14:21.100 --> 01:14:23.220]   Who needs those other guys?
[01:14:23.220 --> 01:14:24.980]   Another Mac break is broke.
[01:14:24.980 --> 01:14:34.980]   [MUSIC]
[01:14:34.980 --> 01:14:44.980]   [BLANK_AUDIO]

